scientific_name,source
Andrena scutellinitens,GBIF
Andrena semipunctata,GBIF
Andrena senticulosa,GBIF
Andrena sieverti,GBIF
Andrena simontornyella,GBIF
Andrena simulata,GBIF
Andrena sladeni,GBIF
Andrena sola,GBIF
Andrena sonorensis,GBIF
Andrena sperryi,GBIF
Andrena sphaeralceae,GBIF
Andrena spiraeana,GBIF
Andrena striatifrons,GBIF
Andrena suavis,GBIF
Andrena subapasta,GBIF
Andrena subaustralis,GBIF
Andrena subchalybea,GBIF
Andrena submoesta,GBIF
Andrena subtilis,GBIF
Andrena subtrita,GBIF
Andrena sulcata,GBIF
Andrena surda,GBIF
Andrena tegularis,GBIF
Andrena texana,GBIF
Andrena thaspii,GBIF
Andrena timberlakei,GBIF
Andrena topazana,GBIF
Andrena transitoria,GBIF
Andrena transnigra,GBIF
Andrena trevoris,GBIF
Andrena tridens,GBIF
Andrena unicostata,GBIF
Andrena utahensis,GBIF
Andrena vandykei,GBIF
Andrena vicina,GBIF
Andrena vicinoides,GBIF
Andrena vidalesi,GBIF
Andrena vierecki,GBIF
Andrena virginiana,GBIF
Andrena vulpicolor,GBIF
Andrena w-scripta,GBIF
Andrena walleyi,GBIF
Andrena washingtoni,GBIF
Andrena wheeleri,GBIF
Andrena wilkella,GBIF
Andrena wilmattae,GBIF
Andrena zionensis,GBIF
Andropolia aedon,GBIF
Andropolia diversilineata,GBIF
Andropolia olga,GBIF
Andropolia olorina,GBIF
Andropolia theodori,GBIF
Anemosella viridalis,GBIF
Anerastia lotella,GBIF
Angulostiria chryseochilus,GBIF
Anhimella contrahens,GBIF
Anhimella pacifica,GBIF
Anhimella perbrunnea,GBIF
Anhinga anhinga,eBird
Anhinga rufa,eBird
Anhypotrix tristis,GBIF
Anicla beata,GBIF
Anicla biformata,GBIF
Anicla cemolia,GBIF
Anicla digna,GBIF
Anicla espoetia,GBIF
Anicla exuberans,GBIF
Anicla forbesi,GBIF
Anicla illapsa,GBIF
Anicla lubricans,GBIF
Anicla mus,GBIF
Anicla simplicius,GBIF
Anicla sullivani,GBIF
Anicla tenuescens,GBIF
Anicla tepperi,GBIF
Animomyia minuta,GBIF
Animomyia morta,GBIF
Animomyia smithii,GBIF
Anisochoria pedaliodina,GBIF
Anisota consularis,GBIF
Anisota oslari,GBIF
Annaphila abdita,GBIF
Annaphila arvalis,GBIF
Annaphila astrologa,GBIF
Annaphila casta,GBIF
Annaphila danistica,GBIF
Annaphila decia,GBIF
Annaphila depicta,GBIF
Annaphila diva,GBIF
Annaphila divinula,GBIF
Annaphila ida,GBIF
Annaphila lithosina,GBIF
Annaphila macfarlandi,GBIF
Annaphila mera,GBIF
Annaphila miona,GBIF
Annaphila olgae,GBIF
Annaphila pseudoastrologa,GBIF
Annaphila spila,GBIF
Annaphila superba,GBIF
Annaphila vivianae,GBIF
Anodorhynchus hyacinthinus,eBird
Anomis editrix,GBIF
Anomis gentilis,GBIF
Anomis illita,GBIF
Anomis luridula,GBIF
Anomis privata,GBIF
Anomis texana,GBIF
Anoncia alboligula,GBIF
Anoncia callida,GBIF
Anoncia conia,GBIF
Anoncia epischia,GBIF
Anoncia fregeis,GBIF
Anoncia furvicosta,GBIF
Anoncia leucoritis,GBIF
Anoncia longa,GBIF
Anoncia mosa,GBIF
Anoncia noscres,GBIF
Anoncia piperata,GBIF
Anoncia psentia,GBIF
Anoncia slales,GBIF
Anoncia sphacelina,GBIF
Anopina ainslieana,GBIF
Anopina arizonana,GBIF
Anopina chiricahuae,GBIF
Anopina eleonora,GBIF
Anopina hermana,GBIF
Anopina internacionana,GBIF
Anopina silvertonana,GBIF
Anopina wrighti,GBIF
Anorthodes indigena,GBIF
Anorthodes triquetra,GBIF
Anous ceruleus,eBird
Anous minutus,eBird
Anous stolidus,eBird
Anser albifrons,eBird
Anser anser,eBird
Anser brachyrhynchus,eBird
Anser caerulescens,eBird
Anser canagicus,eBird
Anser cygnoides,eBird
Anser erythropus,eBird
Anser fabalis,eBird
Anser indicus,eBird
Anser rossii,eBird
Anser serrirostris,eBird
Anseranas semipalmata,eBird
Anstenoptilia marmarodactyla,GBIF
Antaeotricha albulella,GBIF
Antaeotricha floridella,GBIF
Antaeotricha haesitans,GBIF
Antaeotricha irene,GBIF
Antaeotricha lindseyi,GBIF
Antaeotricha manzanitae,GBIF
Antaeotricha vestalis,GBIF
Antaplaga discistriga,GBIF
Antaplaga plesioglauca,GBIF
Anteos clorinde,GBIF
Anteos maerula,GBIF
Antepione imitata,GBIF
Antepione indiscretata,GBIF
Antepione ochreata,GBIF
Antequera acertella,GBIF
Anthanassa argentea,GBIF
Anthanassa frisia,GBIF
Anthanassa ptolyca,GBIF
Anthanassa taxana,GBIF
Anthanassa texana,GBIF
Anthanassa tulcis,GBIF
Antheraea oculea,GBIF
Antheraea pernyi,GBIF
Anthidiellum boreale,GBIF
Anthidiellum ehrhorni,GBIF
Anthidiellum gilense,GBIF
Anthidiellum notatum,GBIF
Anthidiellum perplexum,GBIF
Anthidiellum robertsoni,GBIF
Anthidium atrifrons,GBIF
Anthidium atripes,GBIF
Anthidium atripoides,GBIF
Anthidium banningense,GBIF
Anthidium clypeodentatum,GBIF
Anthidium cochimi,GBIF
Anthidium cockerelli,GBIF
Anthidium collectum,GBIF
Anthidium dammersi,GBIF
Anthidium duomarginatum,GBIF
Anthidium edwardsii,GBIF
Anthidium emarginatum,GBIF
Anthidium florentinum,GBIF
Anthidium formosum,GBIF
Anthidium illustre,GBIF
Anthidium jocosum,GBIF
Anthidium labergei,GBIF
Anthidium maculifrons,GBIF
Anthidium maculosum,GBIF
Anthidium manicatum,GBIF
Anthidium michenerorum,GBIF
Anthidium mormonum,GBIF
Anthidium oblongatum,GBIF
Anthidium palliventre,GBIF
Anthidium palmarum,GBIF
Anthidium paroselae,GBIF
Anthidium placitum,GBIF
Anthidium porterae,GBIF
Anthidium psoraleae,GBIF
Anthidium rodecki,GBIF
Anthidium schwarzi,GBIF
Anthidium sonorense,GBIF
Anthidium tenuiflorae,GBIF
Anthidium utahense,GBIF
Anthocharis cardamines,GBIF
Anthocharis cethura,GBIF
Anthocharis julia,GBIF
Anthocharis lanceolata,GBIF
Anthocharis sara,GBIF
Anthocharis thoosa,GBIF
Anthophila fabriciana,GBIF
Anthophora,GBIF
Anthophora abroniae,GBIF
Anthophora abrupta,GBIF
Anthophora affabilis,GBIF
Anthophora albata,GBIF
Anthophora bomboides,GBIF
Anthophora californica,GBIF
Anthophora capistrata,GBIF
Anthophora centriformis,GBIF
Anthophora cincreus,GBIF
Anthophora cockerelli,GBIF
Anthophora columbariae,GBIF
Anthophora coptognatha,GBIF
Anthophora crotchii,GBIF
Anthophora curta,GBIF
Anthophora dammersi,GBIF
Anthophora edwardsii,GBIF
Anthophora escalante,GBIF
Anthophora estebana,GBIF
Anthophora exigua,GBIF
Anthophora fedorica,GBIF
Anthophora flavocincta,GBIF
Anthophora forbesi,GBIF
Anthophora fulvicauda,GBIF
Anthophora furcata,GBIF
Anthophora hololeuca,GBIF
Anthophora lesquerellae,GBIF
Anthophora maculifrons,GBIF
Anthophora marginata,GBIF
Anthophora montana,GBIF
Anthophora mortuaria,GBIF
Anthophora neglecta,GBIF
Anthophora occidentalis,GBIF
Anthophora pachyodonta,GBIF
Anthophora pacifica,GBIF
Anthophora peritomae,GBIF
Anthophora petrophila,GBIF
Anthophora phaceliae,GBIF
Anthophora platti,GBIF
Anthophora plumipes,GBIF
Anthophora porterae,GBIF
Anthophora pueblo,GBIF
Anthophora rhodothorax,GBIF
Anthophora signata,GBIF
Anthophora squammulosa,GBIF
Anthophora striata,GBIF
Anthophora terminalis,GBIF
Anthophora timberlakei,GBIF
Anthophora urbana,GBIF
Anthophora ursina,GBIF
Anthophora vannigera,GBIF
Anthophora villosula,GBIF
Anthophora walshii,GBIF
Anthophorula albata,GBIF
Anthophorula albicans,GBIF
Anthophorula chionura,GBIF
Anthophorula compactula,GBIF
Anthophorula completa,GBIF
Anthophorula consobrina,GBIF
Anthophorula cornigera,GBIF
Anthophorula crenulata,GBIF
Anthophorula eriogoni,GBIF
Anthophorula euphorbiae,GBIF
Anthophorula exilis,GBIF
Anthophorula nitens,GBIF
Anthophorula palmarum,GBIF
Anthophorula parva,GBIF
Anthophorula pygmaea,GBIF
Anthophorula rozeni,GBIF
Anthophorula rufiventris,GBIF
Anthophorula scapalis,GBIF
Anthophorula sidae,GBIF
Anthophorula sonorensis,GBIF
Anthophorula texana,GBIF
Anthophorula torticornis,GBIF
Anthophorula tricinctula,GBIF
Anthophorula varleyi,GBIF
Anthoptus epictetus,GBIF
Anthracoceros albirostris,eBird
Anthracothorax prevostii,eBird
Anthus cervinus,eBird
Anthus gustavi,eBird
Anthus hodgsoni,eBird
Anthus japonicus,eBird
Anthus rubescens,eBird
Anthus spragueii,eBird
Anthus trivialis,eBird
Antiblemma acclinalis,GBIF
Antiblemma carolae,GBIF
Antiblemma concinnula,GBIF
Antiblemma filaria,GBIF
Antiblemma perva,GBIF
Antiblemma rufinans,GBIF
Anticarsia gemmatalis,GBIF
Antichloris viridis,GBIF
Anticlea multiferata,GBIF
Anticlea pectinata,GBIF
Antigastra catalaunalis,GBIF
Antigone canadensis,eBird
Antigonus erosus,GBIF
Antiplecta triangularis,GBIF
Antispila ampelopsifoliella,GBIF
Antispila argentifera,GBIF
Antispila aurirubra,GBIF
Antispila freemani,GBIF
Antispila isabella,GBIF
Antispila nysaefiliella,GBIF
Antispila oinophylla,GBIF
Antispila voraginella,GBIF
Antrostomus arizonae,eBird
Antrostomus carolinensis,eBird
Antrostomus ridgwayi,eBird
Antrostomus vociferus,eBird
Anurapteryx crenulata,GBIF
Anycteola fotelloides,GBIF
Aon noctuiformis,GBIF
Apachea barberella,GBIF
Apamea acera,GBIF
Apamea albina,GBIF
Apamea alticola,GBIF
Apamea antennata,GBIF
Apamea apamiformis,GBIF
Apamea atriclava,GBIF
Apamea atrosuffusa,GBIF
Apamea auranticolor,GBIF
Apamea burgessi,GBIF
Apamea cariosa,GBIF
Apamea centralis,GBIF
Apamea cinefacta,GBIF
Apamea cogitata,GBIF
Apamea commoda,GBIF
Apamea contradicta,GBIF
Apamea cristata,GBIF
Apamea digitula,GBIF
Apamea dubitans,GBIF
Apamea fergusoni,GBIF
Apamea geminimacula,GBIF
Apamea genialis,GBIF
Apamea helva,GBIF
Apamea impulsa,GBIF
Apamea inebriata,GBIF
Apamea inficita,GBIF
Apamea inordinata,GBIF
Apamea lateritia,GBIF
Apamea lintneri,GBIF
Apamea lithoxylaea,GBIF
Apamea longula,GBIF
Apamea maxima,GBIF
Apamea multicolora,GBIF
Apamea nigrior,GBIF
Apamea niveivenosa,GBIF
Apamea occidens,GBIF
Apamea perpensa,GBIF
Apamea plutonia,GBIF
Apamea quinteri,GBIF
Apamea relicina,GBIF
Apamea remissa,GBIF
Apamea scoparia,GBIF
Apamea siskiyou,GBIF
Apamea sora,GBIF
Apamea sordens,GBIF
Apamea spaldingi,GBIF
Apamea tahoeensis,GBIF
Apamea unanimis,GBIF
Apamea unita,GBIF
Apamea verbascoides,GBIF
Apamea vulgaris,GBIF
Apamea vultuosa,GBIF
Apamea walshi,GBIF
Apamea wikeri,GBIF
Apamea xylodes,GBIF
Apamea zeta,GBIF
Apantesis arge,GBIF
Apantesis carlotta,GBIF
Apantesis incorrupta,GBIF
Apantesis obliterata,GBIF
Apantesis phalerata,GBIF
Apantesis quenseli,GBIF
Apantesis ursina,GBIF
Apantesis vittata,GBIF
Apatelodes pudefacta,GBIF
Aphelocoma californica,eBird
Aphelocoma coerulescens,eBird
Aphelocoma insularis,eBird
Aphelocoma wollweberi,eBird
Aphelocoma woodhouseii,eBird
Aphomia fulminalis,GBIF
Aphomia sociella,GBIF
Aphomia terrenella,GBIF
Aphomia zelleri,GBIF
Aphrissa neleis,GBIF
Aphrissa statira,GBIF
Apilocrocis brumalis,GBIF
Apilocrocis pimalis,GBIF
Apis,GBIF
Apis cerana,GBIF
Apis mellifera,GBIF
Aplocera plagiata,GBIF
Apocrisias thaumasta,GBIF
Apoda latomia,GBIF
Apoda maxima,GBIF
Apoda rectilinea,GBIF
Apoda y-inversa,GBIF
Apodrepanulatrix litaria,GBIF
Apogeshna stenialis,GBIF
Apomyelois bistriatella,GBIF
Apophthisis congregata,GBIF
Apophthisis pullata,GBIF
Apotolype blanchardi,GBIF
Apotolype brevicrista,GBIF
Apotomis apateticana,GBIF
Apotomis frigidana,GBIF
Apotomis paludicolana,GBIF
Apotomis spurinfida,GBIF
Apotomis tertiana,GBIF
Apotomis trifida,GBIF
Apotomops texasana,GBIF
Apotomops wellingtoniana,GBIF
Apreta paradoxella,GBIF
Aproaerema adversa,GBIF
Aproaerema nigrella,GBIF
Aproaerema palpilineella,GBIF
Apsaphida eremna,GBIF
Apterona helicoidella,GBIF
Apus apus,eBird
Apus pacificus,eBird
Aquila chrysaetos,eBird
Ara ambiguus,eBird
Ara ararauna,eBird
Ara chloropterus,eBird
Ara macao,eBird
Ara militaris,eBird
Ara rubrogenys,eBird
Ara severus,eBird
Arachnis aulaea,GBIF
Arachnis citra,GBIF
Arachnis nedyma,GBIF
Arachnis picta,GBIF
Arachnis zuni,GBIF
Araeolepia subfasciella,GBIF
Aramides axillaris,eBird
Aramides ypecaha,eBird
Aramus guarauna,eBird
Aratinga jandaya,eBird
Aratinga nenday,eBird
Aratinga solstitialis,eBird
Aratinga weddellii,eBird
Archaeoprepona demophon,GBIF
Archilochus alexandri,eBird
Archips alberta,GBIF
Archips eleagnana,GBIF
Archips fuscocupreanus,GBIF
Archips goyerana,GBIF
Archips myricana,GBIF
Archips nigriplagana,GBIF
Archips packardiana,GBIF
Archips podana,GBIF
Archips rosana,GBIF
Archips strianus,GBIF
Archips xylosteana,GBIF
Archirhoe indefinata,GBIF
Archirhoe multipunctata,GBIF
Archirhoe neomexicana,GBIF
Archonias nimbice,GBIF
Arcobara multilineata,GBIF
Arcola malloi,GBIF
Arcte coerula,GBIF
Arctia alpina,GBIF
Arctia opulenta,GBIF
Arctia parthenos,GBIF
Arctia subnebulosa,GBIF
Arctia tigrina,GBIF
Arctonotus lucidus,GBIF
Arcutelphusa talladega,GBIF
Ardea alba,eBird
Ardea cinerea,eBird
Ardea coromanda,eBird
Ardea herodias,eBird
Ardea ibis,eBird
Ardea intermedia,eBird
Ardenna bulleri,eBird
Ardenna carneipes,eBird
Ardenna creatopus,eBird
Ardenna gravis,eBird
Ardenna grisea,eBird
Ardenna pacifica,eBird
Ardenna tenuirostris,eBird
Ardeola bacchus,eBird
Arenaria interpres,eBird
Arenaria melanocephala,eBird
Areniscythris brachypteris,GBIF
Arenochroa flavalis,GBIF
Arequipa turbatella,GBIF
Argentostiria koebelei,GBIF
Argillophora furcilla,GBIF
Argynnis butleri,GBIF
Argynnis claudia,GBIF
Argynnis coronis,GBIF
Argyractis drumalis,GBIF
Argyresthia abies,GBIF
Argyresthia affinis,GBIF
Argyresthia albistria,GBIF
Argyresthia apicimaculella,GBIF
Argyresthia aureoargentella,GBIF
Argyresthia austerella,GBIF
Argyresthia canadensis,GBIF
Argyresthia cupressella,GBIF
Argyresthia flexilis,GBIF
Argyresthia franciscella,GBIF
Argyresthia furcatella,GBIF
Argyresthia inscriptella,GBIF
Argyresthia libocedrella,GBIF
Argyresthia pilatella,GBIF
Argyresthia pseudotsuga,GBIF
Argyresthia pygmaeella,GBIF
Argyresthia quadristrigella,GBIF
Argyresthia sabinae,GBIF
Argyresthia triplicata,GBIF
Argyria argentana,GBIF
Argyria auratella,GBIF
Argyria critica,GBIF
Argyria lacteella,GBIF
Argyria nivalis,GBIF
Argyria pusillalis,GBIF
Argyria rufisignella,GBIF
Argyrolacia bifida,GBIF
Argyroploce bipunctana,GBIF
Argyrostrotis deleta,GBIF
Argyrostrotis erasa,GBIF
Argyrostrotis quadrifilaris,GBIF
Argyrostrotis sylvarum,GBIF
Argyrotaenia amatana,GBIF
Argyrotaenia burnsorum,GBIF
Argyrotaenia burroughsi,GBIF
Argyrotaenia coconinana,GBIF
Argyrotaenia coloradanus,GBIF
Argyrotaenia cupressae,GBIF
Argyrotaenia dorsalana,GBIF
Argyrotaenia floridana,GBIF
Argyrotaenia franciscana,GBIF
Argyrotaenia gogana,GBIF
Argyrotaenia graceana,GBIF
Argyrotaenia hodgesi,GBIF
Argyrotaenia isolatissima,GBIF
Argyrotaenia ivana,GBIF
Argyrotaenia kimballi,GBIF
Argyrotaenia klotsi,GBIF
Argyrotaenia lautana,GBIF
Argyrotaenia montezumae,GBIF
Argyrotaenia niscana,GBIF
Argyrotaenia paiuteana,GBIF
Argyrotaenia polvosana,GBIF
Argyrotaenia provana,GBIF
Argyrotaenia repertana,GBIF
Arispe cestalis,GBIF
Aristaria theroalis,GBIF
Aristotelia adceanotha,GBIF
Aristotelia adenostomae,GBIF
Aristotelia amelanchierella,GBIF
Aristotelia arenella,GBIF
Aristotelia argentifera,GBIF
Aristotelia bifasciella,GBIF
Aristotelia calens,GBIF
Aristotelia corallina,GBIF
Aristotelia devexella,GBIF
Aristotelia eldorada,GBIF
Aristotelia elegantella,GBIF
Aristotelia hexacopa,GBIF
Aristotelia howardi,GBIF
Aristotelia intermediella,GBIF
Aristotelia isopelta,GBIF
Aristotelia ivae,GBIF
Aristotelia lespedezae,GBIF
Aristotelia lindanella,GBIF
Aristotelia monilella,GBIF
Aristotelia primipilana,GBIF
Aristotelia psoraleae,GBIF
Aristotelia pudibundella,GBIF
Aristotelia rhoisella,GBIF
Aristotelia salicifungiella,GBIF
Aristotelia urbaurea,GBIF
Arivaca albicostella,GBIF
Arivaca albidella,GBIF
Arivaca linella,GBIF
Arivaca ostreella,GBIF
Arivaca pimella,GBIF
Arla diversella,GBIF
Arla tenuicornis,GBIF
Aroga argutiola,GBIF
Aroga camptogramma,GBIF
Aroga compositella,GBIF
Aroga elaboratella,GBIF
Aroga epigaeella,GBIF
Aroga eriogonella,GBIF
Aroga morenella,GBIF
Aroga paraplutella,GBIF
Aroga paulella,GBIF
Aroga rigidae,GBIF
Aroga trilineella,GBIF
Aroga unifasciella,GBIF
Aroga websteri,GBIF
Aroga xyloglypta,GBIF
Arotrura balli,GBIF
Arotrura divaricata,GBIF
Arotrura formidabilis,GBIF
Arotrura longissima,GBIF
Arotrura oxyplecta,GBIF
Arotrura sponsella,GBIF
Arremonops rufivirgatus,eBird
Arta epicoenalis,GBIF
Arta olivalis,GBIF
Arta statalis,GBIF
Artace colaria,GBIF
Artace coloria,GBIF
Artace cribrarius,GBIF
Artemisiospiza belli,eBird
Artemisiospiza nevadensis,eBird
Arteurotia tractipennis,GBIF
Arugisa latiorella,GBIF
Arugisa lutea,GBIF
Arundinax aedon,eBird
Asaphocrita aphidiella,GBIF
Asaphocrita busckiella,GBIF
Asbolis capucinus,GBIF
Ascalapha odorata,GBIF
Ascalenia armigera,GBIF
Asciodes gordialis,GBIF
Aseptis adnixa,GBIF
Aseptis binotata,GBIF
Aseptis bultata,GBIF
Aseptis catalina,GBIF
Aseptis characta,GBIF
Aseptis dilara,GBIF
Aseptis ethnica,GBIF
Aseptis fannatica,GBIF
Aseptis fumeola,GBIF
Aseptis fumosa,GBIF
Aseptis genetrix,GBIF
Aseptis harpi,GBIF
Aseptis lichena,GBIF
Aseptis marina,GBIF
Aseptis monica,GBIF
Aseptis paviae,GBIF
Aseptis perfumosa,GBIF
Aseptis pseudolichena,GBIF
Aseptis serrula,GBIF
Aseptis susquesa,GBIF
Ashmeadiella altadenae,GBIF
Ashmeadiella aridula,GBIF
Ashmeadiella australis,GBIF
Ashmeadiella barberi,GBIF
Ashmeadiella bigeloviae,GBIF
Ashmeadiella biscopula,GBIF
Ashmeadiella breviceps,GBIF
Ashmeadiella cactorum,GBIF
Ashmeadiella californica,GBIF
Ashmeadiella cazieri,GBIF
Ashmeadiella chumashae,GBIF
Ashmeadiella clypeodentata,GBIF
Ashmeadiella cubiceps,GBIF
Ashmeadiella difugita,GBIF
Ashmeadiella dimalla,GBIF
Ashmeadiella erema,GBIF
Ashmeadiella eurynorhyncha,GBIF
Ashmeadiella femorata,GBIF
Ashmeadiella floridana,GBIF
Ashmeadiella foveata,GBIF
Ashmeadiella foxiella,GBIF
Ashmeadiella gillettei,GBIF
Ashmeadiella holtii,GBIF
Ashmeadiella hurdiana,GBIF
Ashmeadiella inyoensis,GBIF
Ashmeadiella leachi,GBIF
Ashmeadiella leucozona,GBIF
Ashmeadiella lutzi,GBIF
Ashmeadiella maxima,GBIF
Ashmeadiella meliloti,GBIF
Ashmeadiella micheneri,GBIF
Ashmeadiella neomexicana,GBIF
Ashmeadiella occipitalis,GBIF
Ashmeadiella opuntiae,GBIF
Ashmeadiella pronitens,GBIF
Ashmeadiella prosopidis,GBIF
Ashmeadiella rhodognatha,GBIF
Ashmeadiella rubrella,GBIF
Ashmeadiella rufipes,GBIF
Ashmeadiella rufitarsis,GBIF
Ashmeadiella salviae,GBIF
Ashmeadiella sculleni,GBIF
Ashmeadiella sonora,GBIF
Ashmeadiella stenognatha,GBIF
Ashmeadiella timberlakei,GBIF
Ashmeadiella titusi,GBIF
Ashmeadiella truncativentris,GBIF
Ashmeadiella vandykiella,GBIF
Ashmeadiella xenomastax,GBIF
Asio flammeus,eBird
Asio otus,eBird
Asio stygius,eBird
Aspilanta hydrangaeella,GBIF
Aspilanta viticordifoliella,GBIF
Aspitates aberrata,GBIF
Aspitates forbesi,GBIF
Aspitates orciferaria,GBIF
Aspitates taylori,GBIF
Astalotesia bucurvata,GBIF
Asterocampa idyja,GBIF
Asterocampa leilia,GBIF
Astraptes alardus,GBIF
Astraptes alector,GBIF
Astraptes anaphus,GBIF
Astraptes fulgerator,GBIF
Astraptes talus,GBIF
Astrotischeria ambrosiaeella,GBIF
Astrotischeria astericola,GBIF
Astrotischeria helianthi,GBIF
Astrotischeria heliopsisella,GBIF
Astrotischeria omissa,GBIF
Astrotischeria solidaginifoliella,GBIF
Astrotischeria solidagonifoliella,GBIF
Astur atricapillus,eBird
Astur cooperii,eBird
Astur gentilis,eBird
Astur gundlachi,eBird
Asturodes fimbriauralis,GBIF
Atascosa glareosella,GBIF
Ategumia ebulealis,GBIF
Ategumia matutinalis,GBIF
Atemelia aetherias,GBIF
Aterpia approximana,GBIF
Atheloca subrufella,GBIF
Athene cunicularia,eBird
Athetis tarda,GBIF
Athetis thoracica,GBIF
Athrips mouffetella,GBIF
Athrips pruinosella,GBIF
Athyrma fakahatchee,GBIF
Athyrma ganglio,GBIF
Atlides halesus,GBIF
Atoposmia abjecta,GBIF
Atoposmia arizonensis,GBIF
Atoposmia copelandica,GBIF
Atoposmia daleae,GBIF
Atoposmia elongata,GBIF
Atoposmia enceliae,GBIF
Atoposmia hebitis,GBIF
Atoposmia hemizoniae,GBIF
Atoposmia hypostomalis,GBIF
Atoposmia mirifica,GBIF
Atoposmia namatophila,GBIF
Atoposmia nitidivitta,GBIF
Atoposmia oregona,GBIF
Atoposmia pycnognatha,GBIF
Atoposmia robustula,GBIF
Atoposmia rupestris,GBIF
Atoposmia segregata,GBIF
Atoposmia timberlakei,GBIF
Atoposmia triodonta,GBIF
Atoposmia viguierae,GBIF
Atrytone bulenta,GBIF
Atrytone byssus,GBIF
Atrytone delaware,GBIF
Atrytonopsis deva,GBIF
Atrytonopsis lunus,GBIF
Atrytonopsis ovinia,GBIF
Atrytonopsis pittacus,GBIF
Atrytonopsis python,GBIF
Atrytonopsis quinteri,GBIF
Atrytonopsis vierecki,GBIF
Atteva aurata,GBIF
Atteva punctella,GBIF
Augochlora pura,GBIF
Augochlorella aurata,GBIF
Augochlorella bracteata,GBIF
Augochlorella gratiosa,GBIF
Augochlorella neglectula,GBIF
Augochlorella persimilis,GBIF
Augochlorella pomoniella,GBIF
Augochloropsis anonyma,GBIF
Augochloropsis fulgida,GBIF
Augochloropsis humeralis,GBIF
Augochloropsis metallica,GBIF
Augochloropsis sumptuosa,GBIF
Augochloropsis viridula,GBIF
Augolychna septemstrigella,GBIF
Aumakua omaomao,GBIF
Auriparus flaviceps,eBird
Australephestiodes stictella,GBIF
Autochton cellus,GBIF
Autochton cincta,GBIF
Autochton longipennis,GBIF
Autochton neis,GBIF
Autochton potrillo,GBIF
Autographa biloba,GBIF
Autographa bimaculata,GBIF
Autographa buraetica,GBIF
Autographa californica,GBIF
Autographa corusca,GBIF
Autographa flavida,GBIF
Autographa labrosa,GBIF
Autographa metallica,GBIF
Autographa pasiphaeia,GBIF
Autographa pseudogamma,GBIF
Autographa rubidus,GBIF
Autographa sansoni,GBIF
Autographa speciosa,GBIF
Autographa v-alba,GBIF
Automeris cecrops,GBIF
Automeris hesselorum,GBIF
Automeris iris,GBIF
Automeris louisiana,GBIF
Automeris patagoniensis,GBIF
Automeris randa,GBIF
Automeris zephyria,GBIF
Autoplusia egena,GBIF
Autoplusia egenoides,GBIF
Autosticha kyotensis,GBIF
Autosticha pelodes,GBIF
Axenus arvalis,GBIF
Aythya affinis,eBird
Aythya americana,eBird
Aythya baeri,eBird
Aythya collaris,eBird
Aythya ferina,eBird
Aythya fuligula,eBird
Aythya marila,eBird
Aythya nyroca,eBird
Aythya valisineria,eBird
Azenia edentata,GBIF
Azenia implora,GBIF
Azenia obtusa,GBIF
Azenia perflava,GBIF
Azenia procida,GBIF
Azenia templetonae,GBIF
Azenia virida,GBIF
Azeta ceramina,GBIF
Azeta schausi,GBIF
Azochis rufidiscalis,GBIF
BOLD:ADZ0047,GBIF
Bactra lancealana,GBIF
Bactra misoolensia,GBIF
Bactra omoiosa,GBIF
Bactra priapeia,GBIF
Bactra straminea,GBIF
Bactra venosana,GBIF
Bactra verutana,GBIF
Baeolophus atricristatus,eBird
Baeolophus inornatus,eBird
Baeolophus ridgwayi,eBird
Baeolophus wollweberi,eBird
Bagisara albicosta,GBIF
Bagisara brouana,GBIF
Bagisara buxea,GBIF
Bagisara demura,GBIF
Bagisara gulnare,GBIF
Bagisara laverna,GBIF
Bagisara oula,GBIF
Bagisara pacifica,GBIF
Bagisara praecelsa,GBIF
Bagisara repanda,GBIF
Bagisara tristicta,GBIF
Baileya acadiana,GBIF
Baileya ellessyoo,GBIF
Baileya levitans,GBIF
Balearica regulorum,eBird
Balsa labecula,GBIF
Balsa tristrigella,GBIF
Baltodonta broui,GBIF
Bandelia angulata,GBIF
Bandera binotella,GBIF
Bandera cupidinella,GBIF
Bandera virginella,GBIF
Baniana minor,GBIF
Banisia myrsusalis,GBIF
Baoris pagana,GBIF
Baptarma felicita,GBIF
Barbara colfaxiana,GBIF
Barbara mappana,GBIF
Barberia affinitella,GBIF
Bartramia longicauda,eBird
Basacallis tarachodes,GBIF
Basicladus celibata,GBIF
Basicladus tracyi,GBIF
Basileuterus culicivorus,eBird
Basileuterus rufifrons,eBird
Basilinna leucotis,eBird
Basilinna xantusii,eBird
Basilodes chrysopis,GBIF
Basilodes pepita,GBIF
Bathroxena heteropalpella,GBIF
Batia lunaris,GBIF
Batrachedra busiris,GBIF
Batrachedra cuniculator,GBIF
Batrachedra decoctor,GBIF
Batrachedra elucus,GBIF
Batrachedra illusor,GBIF
Batrachedra knabi,GBIF
Batrachedra mathesoni,GBIF
Batrachedra parvulipunctella,GBIF
Batrachedra pinicolella,GBIF
Batrachedra striolata,GBIF
Battaristis concinnusella,GBIF
Battaristis cyclella,GBIF
Battaristis nigratomella,GBIF
Battaristis pasadenae,GBIF
