scientific_name,source
Lineodes fontella,GBIF
Lineodes integra,GBIF
Lineodes interrupta,GBIF
Lineodes triangulalis,GBIF
Lineodes vulnifica,GBIF
Lineostriastiria biundulalis,GBIF
Lineostriastiria hachita,GBIF
Lineostriastiria hutsoni,GBIF
Lineostriastiria olivalis,GBIF
Lineostriastiria sexseriata,GBIF
Lintneria eremitoides,GBIF
Lintneria eremitus,GBIF
Lintneria istar,GBIF
Lintneria separatus,GBIF
Lintneria smithi,GBIF
Lioptilodes albistriolatus,GBIF
Lipocosma adelalis,GBIF
Lipocosma albinibasalis,GBIF
Lipocosma intermedialis,GBIF
Lipocosma polingi,GBIF
Lipocosma septa,GBIF
Lipocosma sicalis,GBIF
Lipocosmodes fuliginosalis,GBIF
Lipographis fenestrella,GBIF
Lipographis leoninella,GBIF
Lipographis umbrella,GBIF
Lipotriches semihirta,GBIF
Lipotriches testacea,GBIF
Lirimiris truncata,GBIF
Lithacodes fiskeana,GBIF
Lithacodes gracea,GBIF
Lithacodes graefii,GBIF
Lithacodia costaricana,GBIF
Lithacodia musta,GBIF
Lithacodia phya,GBIF
Lithariapteryx abroniaeella,GBIF
Lithariapteryx jubarella,GBIF
Lithariapteryx mirabilinella,GBIF
Lithophane abita,GBIF
Lithophane adipel,GBIF
Lithophane atara,GBIF
Lithophane boogeri,GBIF
Lithophane contenta,GBIF
Lithophane contra,GBIF
Lithophane dilatocula,GBIF
Lithophane franclemonti,GBIF
Lithophane gausapata,GBIF
Lithophane itata,GBIF
Lithophane jefferyi,GBIF
Lithophane joannis,GBIF
Lithophane laceyi,GBIF
Lithophane lanei,GBIF
Lithophane longior,GBIF
Lithophane nasar,GBIF
Lithophane pertorrida,GBIF
Lithophane ponderosa,GBIF
Lithophane puella,GBIF
Lithophane scottae,GBIF
Lithophane subtilis,GBIF
Lithophane tarda,GBIF
Lithophane tephrina,GBIF
Lithophane thujae,GBIF
Lithophane torrida,GBIF
Lithostege deserticola,GBIF
Lithostege fuscata,GBIF
Lithurgopsis apicalis,GBIF
Lithurgopsis echinocacti,GBIF
Lithurgopsis gibbosa,GBIF
Lithurgopsis listrota,GBIF
Lithurgopsis littoralis,GBIF
Lithurgopsis planifrons,GBIF
Lithurgus chrysurus,GBIF
Lithurgus scabrosus,GBIF
Litocala sexsignata,GBIF
Litodonta aonides,GBIF
Litodonta contrasta,GBIF
Litodonta gigantea,GBIF
Litodonta hydromeli,GBIF
Litodonta wymola,GBIF
Litoprosopus bahamensis,GBIF
Litoprosopus coachella,GBIF
Litoprosopus confligens,GBIF
Litoprosopus futilis,GBIF
Litoprosopus linea,GBIF
Lobesia bicinctana,GBIF
Lobesia botrana,GBIF
Lobesia carduana,GBIF
Lobocleta granitaria,GBIF
Lobocleta griseata,GBIF
Lobocleta lanceolata,GBIF
Lobocleta peralbata,GBIF
Lobocleta quaesitata,GBIF
Lobophora canavestita,GBIF
Lobophora magnoliatoidata,GBIF
Lobophora montanata,GBIF
Lobophora simsata,GBIF
Lobotractus mysie,GBIF
Locustella fluviatilis,eBird
Locustella lanceolata,eBird
Lomographa elsinora,GBIF
Lon hobomok,GBIF
Lon melane,GBIF
Lon taxiles,GBIF
Lon zabulon,GBIF
Lonchura atricapilla,eBird
Lonchura maja,eBird
Lonchura malacca,eBird
Lonchura punctulata,eBird
Lonchura striata,eBird
Lophocampa annulosa,GBIF
Lophocampa argentata,GBIF
Lophocampa bicolor,GBIF
Lophocampa indistincta,GBIF
Lophocampa ingens,GBIF
Lophocampa mixta,GBIF
Lophocampa pura,GBIF
Lophocampa roseata,GBIF
Lophocampa significans,GBIF
Lophocampa sobrina,GBIF
Lophoceramica artega,GBIF
Lophodytes cucullatus,eBird
Lophonetta specularioides,eBird
Lophosis labeculata,GBIF
Lophura leucomelanos,eBird
Lophura nycthemera,eBird
Lophura swinhoii,eBird
Lorita baccharivora,GBIF
Lorita scarificata,GBIF
Lorius garrulus,eBird
Loryma recusata,GBIF
Loscopia velata,GBIF
Loxia sinesciuris,eBird
Loxioides bailleui,eBird
Loxocrambus awemensis,GBIF
Loxocrambus canellus,GBIF
Loxocrambus coloradellus,GBIF
Loxocrambus mohaviellus,GBIF
Loxofidonia acidaliata,GBIF
Loxomorpha flavidissimalis,GBIF
Loxops caeruleirostris,eBird
Loxops coccineus,eBird
Loxops mana,eBird
Loxops ochraceus,eBird
Loxostege albiceralis,GBIF
Loxostege allectalis,GBIF
Loxostege anartalis,GBIF
Loxostege annaphilalis,GBIF
Loxostege brunneitincta,GBIF
Loxostege cereralis,GBIF
Loxostege egregialis,GBIF
Loxostege ephippialis,GBIF
Loxostege floridalis,GBIF
Loxostege immerens,GBIF
Loxostege indentalis,GBIF
Loxostege kearfottalis,GBIF
Loxostege lepidalis,GBIF
Loxostege oberthuralis,GBIF
Loxostege quaestoralis,GBIF
Loxostege sierralis,GBIF
Loxostege typhonalis,GBIF
Loxostege unicoloralis,GBIF
Loxostegopsis curialis,GBIF
Loxostegopsis polle,GBIF
Loxostegopsis xanthocrypta,GBIF
Lozotaenia costinotana,GBIF
Lozotaenia exomilana,GBIF
Lozotaenia hesperia,GBIF
Lozotaenia rindgei,GBIF
Luperina venosa,GBIF
Luscinia svecica,eBird
Lycaeides anna,GBIF
Lycaeides idas,GBIF
Lycaena abbottii,GBIF
Lycaena annetta,GBIF
Lycaena arethusa,GBIF
Lycaena arota,GBIF
Lycaena cupreus,GBIF
Lycaena cyna,GBIF
Lycaena dione,GBIF
Lycaena editha,GBIF
Lycaena gorgon,GBIF
Lycaena heteronea,GBIF
Lycaena hyllus,GBIF
Lycaena hypophlaeas,GBIF
Lycaena mariposa,GBIF
Lycaena neurona,GBIF
Lycaena nivalis,GBIF
Lycaena phlaeas,GBIF
Lycaena rubidus,GBIF
Lycaena rustica,GBIF
Lycaena snowi,GBIF
Lycaena xanthoides,GBIF
Lychnosea helveolaria,GBIF
Lychnosea intermicata,GBIF
Lycia hirtaria,GBIF
Lycomorpha fulgens,GBIF
Lycomorpha grotei,GBIF
Lycomorpha pholus,GBIF
Lycomorpha regulus,GBIF
Lycomorpha splendens,GBIF
Lycophotia phyllophora,GBIF
Lycorea cleobaea,GBIF
Lycorea eva,GBIF
Lygephila exsiccata,GBIF
Lygephila lubrosa,GBIF
Lygephila victoria,GBIF
Lygropia fusalis,GBIF
Lygropia octonalis,GBIF
Lygropia rivulalis,GBIF
Lygropia tripunctata,GBIF
Lymantria dispar,GBIF
Lymantria umbrosa,GBIF
Lymire edwardsii,GBIF
Lymnocryptes minimus,eBird
Lyonetia alniella,GBIF
Lyonetia latistrigella,GBIF
Lyonetia ledi,GBIF
Lyonetia prunifoliella,GBIF
Lypotigris reginalis,GBIF
Lythrodes radiatus,GBIF
Lythrodes tripuncta,GBIF
Lythrodes venatus,GBIF
Lytrosis heitzmanorum,GBIF
Lytrosis permagnaria,GBIF
Lytrosis sinuosa,GBIF
Macalla glastianalis,GBIF
Macalla thyrsisalis,GBIF
Macalla zelleri,GBIF
Macaria abruptata,GBIF
Macaria abydata,GBIF
Macaria adonis,GBIF
Macaria aemulataria,GBIF
Macaria aequiferaria,GBIF
Macaria amboflava,GBIF
Macaria anataria,GBIF
Macaria andersoni,GBIF
Macaria argillacearia,GBIF
Macaria atrimacularia,GBIF
Macaria austrinata,GBIF
Macaria benigna,GBIF
Macaria bicolorata,GBIF
Macaria bisignata,GBIF
Macaria bitactata,GBIF
Macaria brunneata,GBIF
Macaria colata,GBIF
Macaria coloradensis,GBIF
Macaria confederata,GBIF
Macaria coortaria,GBIF
Macaria deceptrix,GBIF
Macaria decorata,GBIF
Macaria denticulodes,GBIF
Macaria distribuaria,GBIF
Macaria errata,GBIF
Macaria evagaria,GBIF
Macaria everiata,GBIF
Macaria exauspicata,GBIF
Macaria extemporata,GBIF
Macaria fissinotata,GBIF
Macaria flavicaria,GBIF
Macaria granitata,GBIF
Macaria graphidaria,GBIF
Macaria grossbecki,GBIF
Macaria guenearia,GBIF
Macaria inextricata,GBIF
Macaria loricaria,GBIF
Macaria lorquinaria,GBIF
Macaria marcescaria,GBIF
Macaria marmorata,GBIF
Macaria masquerata,GBIF
Macaria mendicata,GBIF
Macaria metanemaria,GBIF
Macaria minorata,GBIF
Macaria multilineata,GBIF
Macaria nervata,GBIF
Macaria notata,GBIF
Macaria nundinata,GBIF
Macaria occiduaria,GBIF
Macaria octolineata,GBIF
Macaria oweni,GBIF
Macaria pallipennata,GBIF
Macaria perplexata,GBIF
Macaria pinistrobata,GBIF
Macaria plumosata,GBIF
Macaria ponderosae,GBIF
Macaria promiscuata,GBIF
Macaria pustularia,GBIF
Macaria quadrilinearia,GBIF
Macaria ribearia,GBIF
Macaria sanfordi,GBIF
Macaria schatzeata,GBIF
Macaria sexmaculata,GBIF
Macaria signaria,GBIF
Macaria simplex,GBIF
Macaria simpliciata,GBIF
Macaria subcessaria,GBIF
Macaria submarmorata,GBIF
Macaria sulphurea,GBIF
Macaria tenebrosata,GBIF
Macaria transitaria,GBIF
Macaria truncataria,GBIF
Macaria ulsterata,GBIF
Macaria umbriferata,GBIF
Macaria unipunctaria,GBIF
Macaria varadaria,GBIF
Machetornis rixosa,eBird
Machimia tentoriferella,GBIF
Macristis geminipunctalis,GBIF
Macristis schausi,GBIF
Macrochilo bivittata,GBIF
Macrochilo hypocritalis,GBIF
Macrochilo litophora,GBIF
Macrochilo louisiana,GBIF
Macrochilo morbidalis,GBIF
Macrochilo orciferalis,GBIF
Macrochilo santerivalis,GBIF
Macrocneme chrysitis,GBIF
Macroglossum pyrrhosticta,GBIF
Macroglossum stellatarum,GBIF
Macronectes halli,eBird
Macronoctua dolens,GBIF
Macropis steironematis,GBIF
Macrorrhinia aureofasciella,GBIF
Macrorrhinia dryadella,GBIF
Macrorrhinia endonephele,GBIF
Macrorrhinia ochrella,GBIF
Macrorrhinia parvulella,GBIF
Macrosaccus coursetiae,GBIF
Macrosaccus gliricideae,GBIF
Macrosaccus morrisella,GBIF
Macrosaccus neomexicanus,GBIF
Macrosaccus robiniella,GBIF
Macrosaccus uhlerella,GBIF
Macrotera arcuata,GBIF
Macrotera crassa,GBIF
Macrotera echinocacti,GBIF
Macrotera haplura,GBIF
Macrotera laticauda,GBIF
Macrotera latior,GBIF
Macrotera magniceps,GBIF
Macrotera mellea,GBIF
Macrotera mortuaria,GBIF
Macrotera opacella,GBIF
Macrotera opuntiae,GBIF
Macrotera parkeri,GBIF
Macrotera portalis,GBIF
Macrotera texana,GBIF
Macrotera tristella,GBIF
Macrurocampa dorothea,GBIF
Madoryx pseudothyreus,GBIF
Magumma parva,eBird
Magusa divaricata,GBIF
Magusa orbifera,GBIF
Malacodea pulchraria,GBIF
Malacosoma americana,GBIF
Malacosoma constricta,GBIF
Malacosoma incurva,GBIF
Malacosoma tigris,GBIF
Maliattha concinnimacula,GBIF
Malthaca caelebs,GBIF
Malthaca dimidiata,GBIF
Mamestra configurata,GBIF
Mammifrontia rileyi,GBIF
Mammifrontia sarae,GBIF
Manataria hercyna,GBIF
Manataria maculata,GBIF
Manbuta pyraliformis,GBIF
Manduca blackburni,GBIF
Manduca brontes,GBIF
Manduca florestan,GBIF
Manduca lanuginosa,GBIF
Manduca muscosa,GBIF
Manduca occulta,GBIF
Manduca quinquemaculatus,GBIF
Manduca sexta,GBIF
Mantua fulvosericea,GBIF
Manulea bicolor,GBIF
Manulea japonica,GBIF
Maracayia chlorisalis,GBIF
Marasmia cochrusalis,GBIF
Marasmia trapezalis,GBIF
Marathyssa minus,GBIF
Mareca americana,eBird
Mareca falcata,eBird
Mareca penelope,eBird
Mareca sibilatrix,eBird
Mareca strepera,eBird
Margarops fuscatus,eBird
Maricopa lativittella,GBIF
Marilopteryx lutina,GBIF
Marimatha nigrofimbria,GBIF
Marimatha piscimala,GBIF
Marimatha quadrata,GBIF
Marimatha tripuncta,GBIF
Marmara arbutiella,GBIF
Marmara elotella,GBIF
Marmara guilandinella,GBIF
Marmara gulosa,GBIF
Marmara habecki,GBIF
Marmara oregonensis,GBIF
Marmara smilacisella,GBIF
Marmara viburnella,GBIF
Marmaronetta angustirostris,eBird
Maroga melanostigma,GBIF
Marpesia chiron,GBIF
Marpesia eleuchea,GBIF
Marpesia petreus,GBIF
Martia arizonella,GBIF
Martinapis luteicornis,GBIF
Martinapis occidentalis,GBIF
Martyringa latipennis,GBIF
Martyringa ravicapitis,GBIF
Martyringa xeraula,GBIF
Maruca vitrata,GBIF
Massala obvertens,GBIF
Mastor aenus,GBIF
Mastor aesculapius,GBIF
Mastor alternata,GBIF
Mastor carolina,GBIF
Mastor cassus,GBIF
Mastor celia,GBIF
Mastor elissa,GBIF
Mastor eos,GBIF
Mastor exoteria,GBIF
Mastor fimbriata,GBIF
Mastor hegon,GBIF
Mastor nereus,GBIF
Mastor nysa,GBIF
Mastor oslari,GBIF
Mastor phylace,GBIF
Mastor simius,GBIF
Mastor texanae,GBIF
Mastor tolteca,GBIF
Mastor vialis,GBIF
Mathildana flipria,GBIF
Mathildana newmanella,GBIF
Matigramma adoceta,GBIF
Matigramma emmilta,GBIF
Matigramma inopinata,GBIF
Matigramma necopina,GBIF
Matigramma obscurior,GBIF
Matigramma pulverilinea,GBIF
Matigramma repentina,GBIF
Matigramma rubrosuffusa,GBIF
Mea bipunctella,GBIF
Mea skinnerella,GBIF
Mechanitis polymnia,GBIF
Mecyna luscitialis,GBIF
Mecyna mustelinalis,GBIF
Mecyna submedialis,GBIF
Megaceryle alcyon,eBird
Megaceryle torquata,eBird
Megachile,GBIF
Megachile abacula,GBIF
Megachile addenda,GBIF
Megachile adelphodonta,GBIF
Megachile agustini,GBIF
Megachile albitarsis,GBIF
Megachile amica,GBIF
Megachile angelarum,GBIF
Megachile angularis,GBIF
Megachile anograe,GBIF
Megachile apicalis,GBIF
Megachile armaticeps,GBIF
Megachile astragali,GBIF
Megachile aurorea,GBIF
Megachile bahamensis,GBIF
Megachile binotulata,GBIF
Megachile bradleyi,GBIF
Megachile brevis,GBIF
Megachile browni,GBIF
Megachile carinata,GBIF
Megachile casadae,GBIF
Megachile centuncularis,GBIF
Megachile chichimeca,GBIF
Megachile chilopsidis,GBIF
Megachile chlorura,GBIF
Megachile chomskyi,GBIF
Megachile chrysopogon,GBIF
Megachile circumcincta,GBIF
Megachile cochisiana,GBIF
Megachile comata,GBIF
Megachile concinna,GBIF
Megachile coquilletti,GBIF
Megachile dakotensis,GBIF
Megachile davidsoni,GBIF
Megachile deflexa,GBIF
Megachile dentitarsus,GBIF
Megachile discorhina,GBIF
Megachile ericetorum,GBIF
Megachile exilis,GBIF
Megachile fidelis,GBIF
Megachile fortis,GBIF
Megachile frigida,GBIF
Megachile frugalis,GBIF
Megachile fucata,GBIF
Megachile fullawayi,GBIF
Megachile gemula,GBIF
Megachile gentilis,GBIF
Megachile georgica,GBIF
Megachile gravita,GBIF
Megachile inermis,GBIF
Megachile ingenua,GBIF
Megachile inimica,GBIF
Megachile integra,GBIF
Megachile integrella,GBIF
Megachile lanata,GBIF
Megachile lapponica,GBIF
Megachile laticeps,GBIF
Megachile latimanus,GBIF
Megachile legalis,GBIF
Megachile lippiae,GBIF
Megachile lobatifrons,GBIF
Megachile manifesta,GBIF
Megachile manni,GBIF
Megachile marginata,GBIF
Megachile melanderi,GBIF
Megachile melanogaster,GBIF
Megachile melanophaea,GBIF
Megachile mellitarsis,GBIF
Megachile mendica,GBIF
Megachile micheneri,GBIF
Megachile modesta,GBIF
Megachile mojavensis,GBIF
Megachile montivaga,GBIF
Megachile mucida,GBIF
Megachile mucorosa,GBIF
Megachile murina,GBIF
Megachile nevadensis,GBIF
Megachile newberryae,GBIF
Megachile occidentalis,GBIF
Megachile odontostoma,GBIF
Megachile onobrychidis,GBIF
Megachile oslari,GBIF
Megachile palmensis,GBIF
Megachile pankus,GBIF
Megachile pascoensis,GBIF
Megachile perihirta,GBIF
Megachile petulans,GBIF
Megachile policaris,GBIF
Megachile prosopidis,GBIF
Megachile pruina,GBIF
Megachile pseudobrevis,GBIF
Megachile pseudonigra,GBIF
Megachile pusilla,GBIF
Megachile relativa,GBIF
Megachile rossi,GBIF
Megachile rotundata,GBIF
Megachile rubi,GBIF
Megachile rugifrons,GBIF
Megachile sabinensis,GBIF
Megachile sculpturalis,GBIF
Megachile sidalceae,GBIF
Megachile snowi,GBIF
Megachile soledadensis,GBIF
Megachile spinotulata,GBIF
Megachile subexilis,GBIF
Megachile sublaurita,GBIF
Megachile subnigra,GBIF
Megachile texana,GBIF
Megachile texensis,GBIF
Megachile timberlakei,GBIF
Megachile toluca,GBIF
Megachile townsendiana,GBIF
Megachile umatillensis,GBIF
Megachile umbripennis,GBIF
Megachile wheeleri,GBIF
Megachile xerophila,GBIF
Megachile zapoteca,GBIF
Megachile zaptlana,GBIF
Megalopyge immaculata,GBIF
Megalopyge lapena,GBIF
Megalopyge opercilaris,GBIF
Megalopyge pixidifera,GBIF
Megalorhipida leucodactylus,GBIF
Megandrena enceliae,GBIF
Megandrena mentzeliae,GBIF
Meganola brunellus,GBIF
Meganola conspicua,GBIF
Meganola dentata,GBIF
Meganola fuscula,GBIF
Meganola georgei,GBIF
Meganola minor,GBIF
Meganola varia,GBIF
Megascops asio,eBird
Megascops kennicottii,eBird
Megascops trichopsis,eBird
Megasis pupillatella,GBIF
Megathymus cofaqui,GBIF
Megathymus streckeri,GBIF
Megathymus ursus,GBIF
Megathymus yuccae,GBIF
Melamprosops phaeosoma,eBird
Melanapamea mixta,GBIF
Melanchroia chephise,GBIF
Melanerpes aurifrons,eBird
Melanerpes erythrocephalus,eBird
Melanerpes formicivorus,eBird
Melanerpes lewis,eBird
Melanerpes uropygialis,eBird
Melanis pixe,GBIF
Melanitta americana,eBird
Melanitta deglandi,eBird
Melanitta nigra,eBird
Melanitta perspicillata,eBird
Melanitta stejnegeri,eBird
Melanocinclis gnoma,GBIF
Melanocinclis nigrilineella,GBIF
Melanocinclis sparsa,GBIF
Melanocinclis vibex,GBIF
Melanolophia centralis,GBIF
Melanolophia imitata,GBIF
Melanolophia imperfectaria,GBIF
Melanolophia signitaria,GBIF
Melanoptila glabrirostris,eBird
Melanospiza bicolor,eBird
Melanotis caerulescens,eBird
Melaporphyria immortua,GBIF
Melecta alexanderi,GBIF
Melecta bohartorum,GBIF
Melecta edwardsii,GBIF
Melecta pacifica,GBIF
Melecta separata,GBIF
Melecta thoracica,GBIF
Melemaea magdalena,GBIF
Melemaea virgata,GBIF
Meleneta antennata,GBIF
Melete lycimnia,GBIF
Melinaea lilis,GBIF
Melipotis acontioides,GBIF
Melipotis agrotoides,GBIF
Melipotis cellaris,GBIF
Melipotis contorta,GBIF
Melipotis famelica,GBIF
Melipotis fasciolaris,GBIF
Melipotis florida,GBIF
Melipotis indomita,GBIF
Melipotis januaris,GBIF
Melipotis nigrobasis,GBIF
Melipotis novanda,GBIF
Melipotis perpendicularis,GBIF
Melipotis prolata,GBIF
Melissodes ablusus,GBIF
Melissodes appressus,GBIF
Melissodes bicoloratus,GBIF
Melissodes bidentis,GBIF
Melissodes bimaculatus,GBIF
Melissodes bimatris,GBIF
Melissodes brevipygus,GBIF
Melissodes clarkiae,GBIF
Melissodes colliciatus,GBIF
Melissodes communis,GBIF
Melissodes compositus,GBIF
Melissodes comptoides,GBIF
Melissodes dagosus,GBIF
Melissodes fasciatellus,GBIF
Melissodes fimbratus,GBIF
Melissodes gelidus,GBIF
Melissodes gilensis,GBIF
Melissodes glenwoodensis,GBIF
Melissodes grindeliae,GBIF
Melissodes hymenoxidis,GBIF
Melissodes intortus,GBIF
Melissodes limbus,GBIF
Melissodes lupinus,GBIF
Melissodes lustrus,GBIF
Melissodes lutulentus,GBIF
Melissodes manipularis,GBIF
Melissodes menuachus,GBIF
Melissodes metenuus,GBIF
Melissodes micheneri,GBIF
Melissodes mitchelli,GBIF
Melissodes montanus,GBIF
Melissodes moorei,GBIF
Melissodes nigrocaudus,GBIF
Melissodes ochraeus,GBIF
Melissodes opuntiellus,GBIF
Melissodes pallidisignatus,GBIF
Melissodes paroselae,GBIF
Melissodes paucipunctus,GBIF
Melissodes paululus,GBIF
Melissodes perlusus,GBIF
Melissodes perpolitus,GBIF
Melissodes personatellus,GBIF
Melissodes plumosus,GBIF
Melissodes rivalis,GBIF
Melissodes robustior,GBIF
Melissodes rufipes,GBIF
Melissodes saponellus,GBIF
Melissodes scotti,GBIF
Melissodes snowii,GBIF
Melissodes sphaeralceae,GBIF
Melissodes stearnsi,GBIF
Melissodes subagilis,GBIF
Melissodes submenuachus,GBIF
Melissodes tepaneca,GBIF
Melissodes tepidus,GBIF
Melissodes tessellatus,GBIF
Melissodes thelypodii,GBIF
Melissodes tribas,GBIF
Melissodes tristis,GBIF
Melissodes tuckeri,GBIF
Melissodes utahensis,GBIF
Melissodes velutinus,GBIF
Melissodes verbesinarum,GBIF
Melissodes vernalis,GBIF
Melissodes wheeleri,GBIF
Melissoptila otomita,GBIF
Melitara apicigrammella,GBIF
Melitara dentata,GBIF
Melitara junctolineella,GBIF
Melitara subumbrella,GBIF
Melitoma grisella,GBIF
Melitoma marginella,GBIF
Melitta californica,GBIF
Melitta eickworti,GBIF
Melitta melittoides,GBIF
Melittia hampsoni,GBIF
Melittia oedipus,GBIF
Mellana eulogius,GBIF
Melopsittacus undulatus,eBird
Melopyrrha nigra,eBird
Melospiza georgiana,eBird
Melospiza lincolnii,eBird
Melozone aberti,eBird
Melozone crissalis,eBird
Melozone fusca,eBird
Memphis forreri,GBIF
Menelikornis leucotis,eBird
Menestomorpha kimballi,GBIF
Menestomorpha oblongata,GBIF
Mergellus albellus,eBird
Mergus merganser,eBird
Mergus serrator,eBird
Mericisca gracea,GBIF
Mericisca perpictaria,GBIF
Mericisca scobina,GBIF
Merimnetria elegantior,GBIF
Merimnetria homoxyla,GBIF
Meris alticola,GBIF
Meris paradoxa,GBIF
Meris patula,GBIF
Meropleon ambifusca,GBIF
Meropleon cosmion,GBIF
Meropleon linae,GBIF
Meropleon titan,GBIF
Meroptera abditiva,GBIF
Meroptera anaimella,GBIF
Meroptera cviatella,GBIF
Meroptera mirandella,GBIF
Mesapamea fractilinea,GBIF
Mesapamea secalis,GBIF
Mesepiola specca,GBIF
Meskea dyspteraria,GBIF
Mesogona olivata,GBIF
Mesogona rubra,GBIF
Mesogona subcuprea,GBIF
Mesoleuca gratulata,GBIF
Mesoleuca ruficilliata,GBIF
Mesolia baboquivariella,GBIF
Mesolia huachucaella,GBIF
Mesolia incertella,GBIF
Mesolia oraculella,GBIF
Mesophleps adustipennis,GBIF
Mesoplia dugesi,GBIF
Mesoxaea texana,GBIF
Mestolobes abnormis,GBIF
Mestolobes amethystias,GBIF
Mestolobes aphrias,GBIF
Mestolobes chrysomolybdoides,GBIF
Mestolobes minuscula,GBIF
Mestolobes olali,GBIF
Mestolobes perixantha,GBIF
Mestolobes quadrifascia,GBIF
Mestolobes quadrifasciata,GBIF
Mestra amymone,GBIF
Metalectra albilinea,GBIF
Metalectra bigallis,GBIF
Metalectra cinctus,GBIF
Metalectra diabolica,GBIF
Metalectra discalis,GBIF
Metalectra dixoni,GBIF
Metalectra edilis,GBIF
Metalectra geminicincta,GBIF
Metalectra miserulata,GBIF
Metalectra nigrior,GBIF
Metalectra richardsi,GBIF
Metalectra tantillus,GBIF
Metallata absumens,GBIF
Metaponpneumata rogenhoferi,GBIF
Metarranthis apiciaria,GBIF
Metarranthis homuraria,GBIF
Metarranthis hypocharia,GBIF
Metarranthis lateritiaria,GBIF
Metarranthis mestusata,GBIF
Metarranthis mollicularia,GBIF
Metaxaglaea australis,GBIF
Metaxmeste nubicola,GBIF
Metendothenia atropunctana,GBIF
Metopleura potosi,GBIF
Metria bilineata,GBIF
Metrica kuschea,GBIF
Metriochroa psychotriella,GBIF
Metzneria aestivella,GBIF
Metzneria lappella,GBIF
Metzneria paucipunctella,GBIF
Mexalictus arizonensis,GBIF
Michaelophorus indentatus,GBIF
Michaelus ira,GBIF
Micralictoides altadenae,GBIF
Micralictoides chaenactidis,GBIF
Micralictoides grossus,GBIF
Micralictoides ruficaudus,GBIF
Micrastur semitorquatus,eBird
Micrathene whitneyi,eBird
Micrathetis costiplaga,GBIF
Micrathetis tecnion,GBIF
Micrathetis triplex,GBIF
Microcausta bipunctalis,GBIF
Microcausta flavipunctalis,GBIF
Microcrambus biguttellus,GBIF
Microcrambus copelandi,GBIF
Microcrambus croesus,GBIF
Microcrambus discludellus,GBIF
Microcrambus elegans,GBIF
Microcrambus immunellus,GBIF
Microcrambus kimballi,GBIF
Microcrambus matheri,GBIF
Microcrambus polingi,GBIF
Microhelia angelica,GBIF
Microphysetica hermeasalis,GBIF
Microtheoris ophionalis,GBIF
Microtheoris vibicalis,GBIF
Microthyris prolongalis,GBIF
Microtia dymas,GBIF
Microtia elada,GBIF
Microtia elva,GBIF
Microtia perse,GBIF
Micrurapteryx occulta,GBIF
Micrurapteryx salicifoliella,GBIF
Milgithea alboplagialis,GBIF
Milgithea trilinealis,GBIF
Milvus migrans,eBird
Mimobarathra antonito,GBIF
Mimoides phaon,GBIF
Mimophisma delunaris,GBIF
Mimophisma forbesi,GBIF
Mimophobetron pyropsalis,GBIF
Mimorista subcostalis,GBIF
Mimorista trimaculalis,GBIF
Mimorista tristigmalis,GBIF
Mimoschinia rufofascialis,GBIF
Mimudea puralis,GBIF
Mimus gilvus,eBird
Mimus gundlachii,eBird
Mimus longicaudatus,eBird
Ministrymon clytie,GBIF
Ministrymon janevicroy,GBIF
Ministrymon leda,GBIF
Minofala instans,GBIF
Miodera eureka,GBIF
Miodera stigmata,GBIF
Miracavira brillians,GBIF
Mirificarma eburnella,GBIF
Mitoura nelsoni,GBIF
Mitoura siva,GBIF
Mitoura spinetorum,GBIF
Mitrephanes phaeocercus,eBird
Mnasilus allubita,GBIF
Mniotilta varia,eBird
Mniotype pallescens,GBIF
Mniotype tenera,GBIF
Mocis cubana,GBIF
Mocis disseverans,GBIF
Mocis texana,GBIF
Moeris crispinus,GBIF
Moho braccatus,eBird
Mojavia achemonalis,GBIF
Mojaviodes blanchardae,GBIF
Molothrus aeneus,eBird
Molothrus ater,eBird
Molothrus bonariensis,eBird
Molybdogompha polymygmata,GBIF
Mompha achlyognoma,GBIF
Mompha albapalpella,GBIF
Mompha albocapitella,GBIF
Mompha argentimaculella,GBIF
Mompha bottimeri,GBIF
Mompha brevivittella,GBIF
Mompha busckiella,GBIF
Mompha cephalanthiella,GBIF
Mompha circitor,GBIF
Mompha circumscriptella,GBIF
Mompha conturbatella,GBIF
Mompha definitella,GBIF
Mompha edithella,GBIF
Mompha epilobiella,GBIF
Mompha falcata,GBIF
Mompha idaei,GBIF
Mompha locupletella,GBIF
Mompha luciferella,GBIF
Mompha murtfeldtella,GBIF
Mompha passerella,GBIF
Mompha raschkiella,GBIF
Mompha ricina,GBIF
Mompha rufocristatella,GBIF
Mompha sexstrigella,GBIF
Mompha solomoni,GBIF
Mompha stellella,GBIF
Mompha subbistrigella,GBIF
Mompha terminella,GBIF
Mompha trithalama,GBIF
Mompha unifasciella,GBIF
Monema flavescens,GBIF
Monoceratuncus lantana,GBIF
Monochroa angustipennella,GBIF
Monochroa ferrea,GBIF
Monochroa fragariae,GBIF
Monochroa gilvolinella,GBIF
Monochroa harrisonella,GBIF
Monochroa placidella,GBIF
Monochroa quinquepunctella,GBIF
Monochroa robusta,GBIF
Monoleuca occidentalis,GBIF
Monoleuca subdentosa,GBIF
Monopis crocicapitella,GBIF
Monopis dorsistrigella,GBIF
Monopis laevigella,GBIF
Monopis longella,GBIF
Monopis marginistrigella,GBIF
Monopis meliorella,GBIF
Monopis monachella,GBIF
Monopis mycetophilella,GBIF
Monopis pavlovskii,GBIF
