"scientific_name","common_name","state_code","designation","source","designation_db","gs_name","fetched_at"
"Sorghum almum","Sorghum almum","UT","Class 3","Utah Dept of Agriculture Noxious Weed List","Invasive","Sorghum almum",2026-01-22 18:30:31.462679
"Onopordum acanthium","Scotch thistle","UT","Class 3","Utah Dept of Agriculture Noxious Weed List","Invasive","Onopordum acanthium",2026-01-22 18:30:31.462679
"Convolvulus arvensis","Field bindweed","UT","Class 3","Utah Dept of Agriculture Noxious Weed List","Invasive","Convolvulus arvensis",2026-01-22 18:30:31.462679
"Tribulus terrestris","Puncturevine","UT","Class 3","Utah Dept of Agriculture Noxious Weed List","Invasive","Tribulus terrestris",2026-01-22 18:30:31.462679
"Imperata cylindrica","Cogongrass","UT","Class 4","Utah Dept of Agriculture Noxious Weed List","Invasive","Imperata cylindrica",2026-01-22 18:30:31.462679
"Euphorbia myrsinites","Myrtle spurge","UT","Class 4","Utah Dept of Agriculture Noxious Weed List","Invasive","Euphorbia myrsinites",2026-01-22 18:30:31.462679
"Hesperis matronalis","Dames rocket","UT","Class 4","Utah Dept of Agriculture Noxious Weed List","Invasive","Hesperis matronalis",2026-01-22 18:30:31.462679
"Cytisus scoparius","Scotch broom","UT","Class 4","Utah Dept of Agriculture Noxious Weed List","Invasive","Cytisus scoparius",2026-01-22 18:30:31.462679
"Elaeagnus angustifolia","Russian olive","UT","Class 4","Utah Dept of Agriculture Noxious Weed List","Invasive","Elaeagnus angustifolia",2026-01-22 18:30:31.462679
"Peganum harmala","African rue","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Peganum harmala",2026-01-22 18:30:31.462679
"Rorippa austriaca","Austrian fieldcress","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Rorippa austriaca",2026-01-22 18:30:31.462679
"Sphaerophysa salsula","Austrian peaweed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Sphaerophysa salsula",2026-01-22 18:30:31.462679
"Aegilops triuncialis","Barbed goatgrass","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Aegilops triuncialis",2026-01-22 18:30:31.462679
"Hyoscyamus niger","Black henbane","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Hyoscyamus niger",2026-01-22 18:30:31.462679
"Pennisetum ciliare","Buffelgrass","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Pennisetum ciliare",2026-01-22 18:30:31.462679
"Alhagi maurorum","Camelthorn","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Alhagi maurorum",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Cirsium arvense",2026-01-22 18:30:31.462679
"Crupina vulgaris","Common crupina","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Crupina vulgaris",2026-01-22 18:30:31.462679
"Potamogeton crispus","Curly leaf pondweed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Potamogeton crispus",2026-01-22 18:30:31.462679
"Linaria dalmatica","Dalmatian toadflax","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Linaria dalmatica",2026-01-22 18:30:31.462679
"Volutaria tubuliflora","Desert knapweed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Volutaria tubuliflora",2026-01-22 18:30:31.462679
"Centaurea diffusa","Diffuse knapweed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Centaurea diffusa",2026-01-22 18:30:31.462679
"Isatis tinctoria","Dyers woad","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Isatis tinctoria",2026-01-22 18:30:31.462679
"Myriophyllum spicatum","Eurasian watermilfoil","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Myriophyllum spicatum",2026-01-22 18:30:31.462679
"Butomus umbellatus","Flowering rush","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Butomus umbellatus",2026-01-22 18:30:31.462679
"Arundo donax","Giant reed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Arundo donax",2026-01-22 18:30:31.462679
"Salvinia molesta","Giant salvinia","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Salvinia molesta",2026-01-22 18:30:31.462679
"Galega officinalis","Goatsrue","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Galega officinalis",2026-01-22 18:30:31.462679
"Pennisetum setaceum","Green fountaingrass","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Pennisetum setaceum",2026-01-22 18:30:31.462679
"Cardaria draba","Hoary cress","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Cardaria draba",2026-01-22 18:30:31.462679
"Solanum carolinense","Horsenettle","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Solanum carolinense",2026-01-22 18:30:31.462679
"Cynoglossum officinale","Houndstongue","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Cynoglossum officinale",2026-01-22 18:30:31.462679
"Hydrilla verticillata","Hydrilla","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Hydrilla verticillata",2026-01-22 18:30:31.462679
"Centaurea iberica","Iberian starthistle","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Centaurea iberica",2026-01-22 18:30:31.462679
"Sorghum halepense","Johnsongrass","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Sorghum halepense",2026-01-22 18:30:31.462679
"Aegilops cylindrica","Jointed goatgrass","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Aegilops cylindrica",2026-01-22 18:30:31.462679
"Hypericum perforatum","Klamath weed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Hypericum perforatum",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Euphorbia esula",2026-01-22 18:30:31.462679
"Centaurea melitensis","Malta starthistle","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Centaurea melitensis",2026-01-22 18:30:31.462679
"Anthemis cotula","Mayweed chamomile","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Anthemis cotula",2026-01-22 18:30:31.462679
"Salvia aethiopis","Mediterranean sage","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Salvia aethiopis",2026-01-22 18:30:31.462679
"Taeniatherum caput-medusae","Medusahead","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Taeniatherum caput-medusae",2026-01-22 18:30:31.462679
"Carduus nutans","Musk thistle","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Carduus nutans",2026-01-22 18:30:31.462679
"Lepidium latifolium","Perennial pepperweed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Lepidium latifolium",2026-01-22 18:30:31.462679
"Sonchus arvensis","Perennial sowthistle","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Sonchus arvensis",2026-01-22 18:30:31.462679
"Conium maculatum","Poison hemlock","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Conium maculatum",2026-01-22 18:30:31.462679
"Tribulus terrestris","Puncturevine","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Tribulus terrestris",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Centaurea calcitrapa","Purple starthistle","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Centaurea calcitrapa",2026-01-22 18:30:31.462679
"Chondrilla juncea","Rush skeletonweed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Chondrilla juncea",2026-01-22 18:30:31.462679
"Acroptilon repens","Russian knapweed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Acroptilon repens",2026-01-22 18:30:31.462679
"Brassica tournefortii","Sahara mustard","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Brassica tournefortii",2026-01-22 18:30:31.462679
"Tamarix ramosissima","Saltcedar","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Tamarix ramosissima",2026-01-22 18:30:31.462679
"Onopordum acanthium","Scotch thistle","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Onopordum acanthium",2026-01-22 18:30:31.462679
"Solanum elaeagnifolium","Silverleaf nightshade","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Solanum elaeagnifolium",2026-01-22 18:30:31.462679
"Centaurea stoebe","Spotted knapweed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Centaurea stoebe",2026-01-22 18:30:31.462679
"Centaurea virgata","Squarrose knapweed","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Centaurea virgata",2026-01-22 18:30:31.462679
"Potentilla recta","Sulfur cinquefoil","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Potentilla recta",2026-01-22 18:30:31.462679
"Zygophyllum fabago","Syrian beancaper","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Zygophyllum fabago",2026-01-22 18:30:31.462679
"Ventenata dubia","Ventenata","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Ventenata dubia",2026-01-22 18:30:31.462679
"Cicuta maculata","Water hemlock","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Cicuta maculata",2026-01-22 18:30:31.462679
"Centaurea solstitialis","Yellow starthistle","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Centaurea solstitialis",2026-01-22 18:30:31.462679
"Linaria vulgaris","Yellow toadflax","NV","State Noxious","Nevada Dept of Agriculture","Invasive","Linaria vulgaris",2026-01-22 18:30:31.462679
"Cytisus scoparius","Scotch broom","ID","Prohibited","Idaho Invasive Species Council","Invasive","Cytisus scoparius",2026-01-22 18:30:31.462679
"Genista germanica","Genista","ID","Prohibited","Idaho Invasive Species Council","Invasive","Genista germanica",2026-01-22 18:30:31.462679
"Spartium junceum","Spanish broom","ID","Prohibited","Idaho Invasive Species Council","Invasive","Spartium junceum",2026-01-22 18:30:31.462679
"Heracleum mantegazzianum","Giant hogweed","ID","EDRR","Idaho Invasive Species Council","Invasive","Heracleum mantegazzianum",2026-01-22 18:30:31.462679
"Galega officinalis","Goatsrue","ID","EDRR","Idaho Invasive Species Council","Invasive","Galega officinalis",2026-01-22 18:30:31.462679
"Centaurea iberica","Iberian starthistle","ID","EDRR","Idaho Invasive Species Council","Invasive","Centaurea iberica",2026-01-22 18:30:31.462679
"Impatiens glandulifera","Policemans helmet","ID","EDRR","Idaho Invasive Species Council","Invasive","Impatiens glandulifera",2026-01-22 18:30:31.462679
"Centaurea triumfettii","Purple starthistle","ID","EDRR","Idaho Invasive Species Council","Invasive","Centaurea triumfettii",2026-01-22 18:30:31.462679
"Zygophyllum fabago","Syrian beancaper","ID","EDRR","Idaho Invasive Species Council","Invasive","Zygophyllum fabago",2026-01-22 18:30:31.462679
"Hieracium lachenalii","Tall hawkweed","ID","EDRR","Idaho Invasive Species Council","Invasive","Hieracium lachenalii",2026-01-22 18:30:31.462679
"Hieracium glomeratum","Yellow devil hawkweed","ID","EDRR","Idaho Invasive Species Council","Invasive","Hieracium glomeratum",2026-01-22 18:30:31.462679
"Centaurea virgata","Squarrose knapweed","ID","EDRR","Idaho Invasive Species Council","Invasive","Centaurea virgata",2026-01-22 18:30:31.462679
"Imperata cylindrica","Cogongrass","ID","EDRR","Idaho Invasive Species Council","Invasive","Imperata cylindrica",2026-01-22 18:30:31.462679
"Hyoscyamus niger","Black henbane","ID","Control","Idaho Invasive Species Council","Invasive","Hyoscyamus niger",2026-01-22 18:30:31.462679
"Fallopia x bohemica","Bohemian knotweed","ID","Control","Idaho Invasive Species Council","Invasive","Fallopia x",2026-01-22 18:30:31.462679
"Solanum rostratum","Buffalobur","ID","Control","Idaho Invasive Species Council","Invasive","Solanum rostratum",2026-01-22 18:30:31.462679
"Crupina vulgaris","Common crupina","ID","Control","Idaho Invasive Species Council","Invasive","Crupina vulgaris",2026-01-22 18:30:31.462679
"Isatis tinctoria","Dyers woad","ID","Control","Idaho Invasive Species Council","Invasive","Isatis tinctoria",2026-01-22 18:30:31.462679
"Fallopia sachalinensis","Giant knotweed","ID","Control","Idaho Invasive Species Council","Invasive","Fallopia sachalinensis",2026-01-22 18:30:31.462679
"Fallopia japonica","Japanese knotweed","ID","Control","Idaho Invasive Species Council","Invasive","Fallopia japonica",2026-01-22 18:30:31.462679
"Sorghum halepense","Johnsongrass","ID","Control","Idaho Invasive Species Council","Invasive","Sorghum halepense",2026-01-22 18:30:31.462679
"Nardus stricta","Matgrass","ID","Control","Idaho Invasive Species Council","Invasive","Nardus stricta",2026-01-22 18:30:31.462679
"Centaurea dealbata","Meadow knapweed","ID","Control","Idaho Invasive Species Council","Invasive","Centaurea dealbata",2026-01-22 18:30:31.462679
"Salvia aethiopis","Mediterranean sage","ID","Control","Idaho Invasive Species Council","Invasive","Salvia aethiopis",2026-01-22 18:30:31.462679
"Carduus nutans","Musk thistle","ID","Control","Idaho Invasive Species Council","Invasive","Carduus nutans",2026-01-22 18:30:31.462679
"Hieracium aurantiacum","Orange hawkweed","ID","Control","Idaho Invasive Species Council","Invasive","Hieracium aurantiacum",2026-01-22 18:30:31.462679
"Sonchus arvensis","Perennial sowthistle","ID","Control","Idaho Invasive Species Council","Invasive","Sonchus arvensis",2026-01-22 18:30:31.462679
"Acroptilon repens","Russian knapweed","ID","Control","Idaho Invasive Species Council","Invasive","Acroptilon repens",2026-01-22 18:30:31.462679
"Anchusa arvensis","Small bugloss","ID","Control","Idaho Invasive Species Council","Invasive","Anchusa arvensis",2026-01-22 18:30:31.462679
"Echium vulgare","Vipers bugloss","ID","Control","Idaho Invasive Species Council","Invasive","Echium vulgare",2026-01-22 18:30:31.462679
"Hieracium caespitosum","Yellow hawkweed","ID","Control","Idaho Invasive Species Council","Invasive","Hieracium caespitosum",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","ID","Containment","Idaho Invasive Species Council","Invasive","Cirsium arvense",2026-01-22 18:30:31.462679
"Linaria dalmatica","Dalmatian toadflax","ID","Containment","Idaho Invasive Species Council","Invasive","Linaria dalmatica",2026-01-22 18:30:31.462679
"Centaurea diffusa","Diffuse knapweed","ID","Containment","Idaho Invasive Species Council","Invasive","Centaurea diffusa",2026-01-22 18:30:31.462679
"Convolvulus arvensis","Field bindweed","ID","Containment","Idaho Invasive Species Council","Invasive","Convolvulus arvensis",2026-01-22 18:30:31.462679
"Berteroa incana","Hoary alyssum","ID","Containment","Idaho Invasive Species Council","Invasive","Berteroa incana",2026-01-22 18:30:31.462679
"Cynoglossum officinale","Houndstongue","ID","Containment","Idaho Invasive Species Council","Invasive","Cynoglossum officinale",2026-01-22 18:30:31.462679
"Aegilops cylindrica","Jointed goatgrass","ID","Containment","Idaho Invasive Species Council","Invasive","Aegilops cylindrica",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","ID","Containment","Idaho Invasive Species Council","Invasive","Euphorbia esula",2026-01-22 18:30:31.462679
"Milium vernale","Spring millet","ID","Containment","Idaho Invasive Species Council","Invasive","Milium vernale",2026-01-22 18:30:31.462679
"Leucanthemum vulgare","Oxeye daisy","ID","Containment","Idaho Invasive Species Council","Invasive","Leucanthemum vulgare",2026-01-22 18:30:31.462679
"Lepidium latifolium","Perennial pepperweed","ID","Containment","Idaho Invasive Species Council","Invasive","Lepidium latifolium",2026-01-22 18:30:31.462679
"Carduus acanthoides","Plumeless thistle","ID","Containment","Idaho Invasive Species Council","Invasive","Carduus acanthoides",2026-01-22 18:30:31.462679
"Conium maculatum","Poison hemlock","ID","Containment","Idaho Invasive Species Council","Invasive","Conium maculatum",2026-01-22 18:30:31.462679
"Tribulus terrestris","Puncturevine","ID","Containment","Idaho Invasive Species Council","Invasive","Tribulus terrestris",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","ID","Containment","Idaho Invasive Species Council","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Chondrilla juncea","Rush skeletonweed","ID","Containment","Idaho Invasive Species Council","Invasive","Chondrilla juncea",2026-01-22 18:30:31.462679
"Tamarix ramosissima","Saltcedar","ID","Containment","Idaho Invasive Species Council","Invasive","Tamarix ramosissima",2026-01-22 18:30:31.462679
"Onopordum acanthium","Scotch thistle","ID","Containment","Idaho Invasive Species Council","Invasive","Onopordum acanthium",2026-01-22 18:30:31.462679
"Centaurea stoebe","Spotted knapweed","ID","Containment","Idaho Invasive Species Council","Invasive","Centaurea stoebe",2026-01-22 18:30:31.462679
"Senecio jacobaea","Tansy ragwort","ID","Containment","Idaho Invasive Species Council","Invasive","Senecio jacobaea",2026-01-22 18:30:31.462679
"Bryonia alba","White bryony","ID","Containment","Idaho Invasive Species Council","Invasive","Bryonia alba",2026-01-22 18:30:31.462679
"Cardaria draba","Whitetop","ID","Containment","Idaho Invasive Species Council","Invasive","Cardaria draba",2026-01-22 18:30:31.462679
"Centaurea solstitialis","Yellow starthistle","ID","Containment","Idaho Invasive Species Council","Invasive","Centaurea solstitialis",2026-01-22 18:30:31.462679
"Linaria vulgaris","Yellow toadflax","ID","Containment","Idaho Invasive Species Council","Invasive","Linaria vulgaris",2026-01-22 18:30:31.462679
"Acer platanoides","Norway maple","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Acer platanoides",2026-01-22 18:30:31.462679
"Aegopodium podagraria","Goutweed","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Aegopodium podagraria",2026-01-22 18:30:31.462679
"Ailanthus altissima","Tree of heaven","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Ailanthus altissima",2026-01-22 18:30:31.462679
"Alliaria petiolata","Garlic mustard","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Alliaria petiolata",2026-01-22 18:30:31.462679
"Ampelopsis brevipedunculata","Porcelainberry","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Ampelopsis brevipedunculata",2026-01-22 18:30:31.462679
"Artemisia vulgaris","Mugwort","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Artemisia vulgaris",2026-01-22 18:30:31.462679
"Berberis thunbergii","Japanese barberry","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Berberis thunbergii",2026-01-22 18:30:31.462679
"Berberis vulgaris","Common barberry","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Berberis vulgaris",2026-01-22 18:30:31.462679
"Cabomba caroliniana","Fanwort","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Cabomba caroliniana",2026-01-22 18:30:31.462679
"Cardamine impatiens","Narrowleaf bittercress","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Cardamine impatiens",2026-01-22 18:30:31.462679
"Celastrus orbiculatus","Asiatic bittersweet","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Celastrus orbiculatus",2026-01-22 18:30:31.462679
"Centaurea stoebe","Spotted knapweed","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Centaurea stoebe",2026-01-22 18:30:31.462679
"Cynanchum louiseae","Black swallow-wort","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Cynanchum louiseae",2026-01-22 18:30:31.462679
"Cynanchum rossicum","Pale swallow-wort","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Cynanchum rossicum",2026-01-22 18:30:31.462679
"Elaeagnus umbellata","Autumn olive","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Elaeagnus umbellata",2026-01-22 18:30:31.462679
"Elymus repens","Quackgrass","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Elymus repens",2026-01-22 18:30:31.462679
"Euonymus alatus","Winged euonymus","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Euonymus alatus",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Euphorbia esula",2026-01-22 18:30:31.462679
"Frangula alnus","Glossy buckthorn","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Frangula alnus",2026-01-22 18:30:31.462679
"Froelichia gracilis","Slender snake cotton","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Froelichia gracilis",2026-01-22 18:30:31.462679
"Hesperis matronalis","Dames rocket","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Hesperis matronalis",2026-01-22 18:30:31.462679
"Hydrilla verticillata","Hydrilla","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Hydrilla verticillata",2026-01-22 18:30:31.462679
"Iris pseudacorus","Yellow iris","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Iris pseudacorus",2026-01-22 18:30:31.462679
"Lepidium latifolium","Perennial pepperweed","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lepidium latifolium",2026-01-22 18:30:31.462679
"Lonicera japonica","Japanese honeysuckle","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lonicera japonica",2026-01-22 18:30:31.462679
"Lonicera maackii","Amur honeysuckle","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lonicera maackii",2026-01-22 18:30:31.462679
"Lonicera morrowii","Morrows honeysuckle","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lonicera morrowii",2026-01-22 18:30:31.462679
"Lonicera x bella","Belle honeysuckle","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lonicera x",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Microstegium vimineum","Japanese stiltgrass","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Microstegium vimineum",2026-01-22 18:30:31.462679
"Myosotis scorpioides","Forget-me-not","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Myosotis scorpioides",2026-01-22 18:30:31.462679
"Myriophyllum heterophyllum","Variable-leaf watermilfoil","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Myriophyllum heterophyllum",2026-01-22 18:30:31.462679
"Phragmites australis","Common reed","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Phragmites australis",2026-01-22 18:30:31.462679
"Polygonum cuspidatum","Japanese knotweed","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Polygonum cuspidatum",2026-01-22 18:30:31.462679
"Pueraria montana","Kudzu","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Pueraria montana",2026-01-22 18:30:31.462679
"Pyrus calleryana","Callery pear","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Pyrus calleryana",2026-01-22 18:30:31.462679
"Rhamnus cathartica","Common buckthorn","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Rhamnus cathartica",2026-01-22 18:30:31.462679
"Robinia pseudoacacia","Black locust","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Robinia pseudoacacia",2026-01-22 18:30:31.462679
"Rosa multiflora","Multiflora rose","CT","Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Rosa multiflora",2026-01-22 18:30:31.462679
"Acer ginnala","Amur maple","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Acer ginnala",2026-01-22 18:30:31.462679
"Acer pseudoplatanus","Sycamore maple","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Acer pseudoplatanus",2026-01-22 18:30:31.462679
"Amorpha fruticosa","False indigo","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Amorpha fruticosa",2026-01-22 18:30:31.462679
"Aralia elata","Japanese angelica tree","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Aralia elata",2026-01-22 18:30:31.462679
"Arthraxon hispidus","Hairy jointgrass","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Arthraxon hispidus",2026-01-22 18:30:31.462679
"Bassia scoparia","Common kochia","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Bassia scoparia",2026-01-22 18:30:31.462679
"Bromus tectorum","Drooping brome-grass","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Bromus tectorum",2026-01-22 18:30:31.462679
"Butomus umbellatus","Flowering rush","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Butomus umbellatus",2026-01-22 18:30:31.462679
"Callitriche stagnalis","Pond water-starwort","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Callitriche stagnalis",2026-01-22 18:30:31.462679
"Carex kobomugi","Japanese sedge","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Carex kobomugi",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Cirsium arvense",2026-01-22 18:30:31.462679
"Datura stramonium","Jimsonweed","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Datura stramonium",2026-01-22 18:30:31.462679
"Egeria densa","Brazilian water-weed","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Egeria densa",2026-01-22 18:30:31.462679
"Eichhornia crassipes","Common water-hyacinth","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Eichhornia crassipes",2026-01-22 18:30:31.462679
"Elaeagnus angustifolia","Russian olive","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Elaeagnus angustifolia",2026-01-22 18:30:31.462679
"Elsholtzia ciliata","Crested late-summer mint","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Elsholtzia ciliata",2026-01-22 18:30:31.462679
"Euphorbia cyparissias","Cypress spurge","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Euphorbia cyparissias",2026-01-22 18:30:31.462679
"Glechoma hederacea","Ground ivy","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Glechoma hederacea",2026-01-22 18:30:31.462679
"Glyceria maxima","Reed mannagrass","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Glyceria maxima",2026-01-22 18:30:31.462679
"Heracleum mantegazzianum","Giant hogweed","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Heracleum mantegazzianum",2026-01-22 18:30:31.462679
"Humulus japonicus","Japanese hops","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Humulus japonicus",2026-01-22 18:30:31.462679
"Impatiens glandulifera","Ornamental jewelweed","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Impatiens glandulifera",2026-01-22 18:30:31.462679
"Ligustrum obtusifolium","Border privet","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Ligustrum obtusifolium",2026-01-22 18:30:31.462679
"Ligustrum ovalifolium","California privet","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Ligustrum ovalifolium",2026-01-22 18:30:31.462679
"Ligustrum vulgare","European privet","CT","Potentially Invasive","Connecticut Invasive Plant Working Group (CIPWG)","Invasive","Ligustrum vulgare",2026-01-22 18:30:31.462679
