scientific_name,state_code,source,observation_count
Laterallus jamaicensis,NV,eBird,NA
Antigone canadensis,NV,eBird,NA
Grus grus,NV,eBird,NA
Himantopus mexicanus,NV,eBird,NA
Recurvirostra americana,NV,eBird,NA
Pluvialis squatarola,NV,eBird,NA
Pluvialis dominica,NV,eBird,NA
Pluvialis fulva,NV,eBird,NA
Charadrius vociferus,NV,eBird,NA
Charadrius semipalmatus,NV,eBird,NA
Anarhynchus montanus,NV,eBird,NA
Anarhynchus nivosus,NV,eBird,NA
Bartramia longicauda,NV,eBird,NA
Numenius hudsonicus,NV,eBird,NA
Numenius americanus,NV,eBird,NA
Limosa haemastica,NV,eBird,NA
Limosa fedoa,NV,eBird,NA
Limnodromus griseus,NV,eBird,NA
Limnodromus scolopaceus,NV,eBird,NA
Scolopax minor,NV,eBird,NA
Gallinago delicata,NV,eBird,NA
Phalaropus tricolor,NV,eBird,NA
Phalaropus fulicarius,NV,eBird,NA
Phalaropus lobatus,NV,eBird,NA
Actitis macularius,NV,eBird,NA
Tringa solitaria,NV,eBird,NA
Tringa flavipes,NV,eBird,NA
Tringa semipalmata,NV,eBird,NA
Tringa erythropus,NV,eBird,NA
Tringa melanoleuca,NV,eBird,NA
Arenaria interpres,NV,eBird,NA
Arenaria melanocephala,NV,eBird,NA
Calidris canutus,NV,eBird,NA
Calidris pugnax,NV,eBird,NA
Calidris acuminata,NV,eBird,NA
Calidris ferruginea,NV,eBird,NA
Calidris himantopus,NV,eBird,NA
Calidris ruficollis,NV,eBird,NA
Calidris subruficollis,NV,eBird,NA
Calidris alba,NV,eBird,NA
Calidris alpina,NV,eBird,NA
Calidris bairdii,NV,eBird,NA
Calidris fuscicollis,NV,eBird,NA
Calidris minutilla,NV,eBird,NA
Calidris melanotos,NV,eBird,NA
Calidris mauri,NV,eBird,NA
Calidris pusilla,NV,eBird,NA
Stercorarius longicaudus,NV,eBird,NA
Stercorarius parasiticus,NV,eBird,NA
Stercorarius pomarinus,NV,eBird,NA
Synthliboramphus antiquus,NV,eBird,NA
Hydrocoloeus minutus,NV,eBird,NA
Rissa tridactyla,NV,eBird,NA
Rissa brevirostris,NV,eBird,NA
Xema sabini,NV,eBird,NA
Chroicocephalus philadelphia,NV,eBird,NA
Leucophaeus atricilla,NV,eBird,NA
Leucophaeus pipixcan,NV,eBird,NA
Larus heermanni,NV,eBird,NA
Larus brachyrhynchus,NV,eBird,NA
Larus delawarensis,NV,eBird,NA
Larus livens,NV,eBird,NA
Larus occidentalis,NV,eBird,NA
Larus smithsonianus,NV,eBird,NA
Larus hyperboreus,NV,eBird,NA
Larus fuscus,NV,eBird,NA
Larus californicus,NV,eBird,NA
Larus glaucescens,NV,eBird,NA
Larus schistisagus,NV,eBird,NA
Larus glaucoides,NV,eBird,NA
Rynchops niger,NV,eBird,NA
Sternula antillarum,NV,eBird,NA
Hydroprogne caspia,NV,eBird,NA
Chlidonias niger,NV,eBird,NA
Sterna forsteri,NV,eBird,NA
Sterna paradisaea,NV,eBird,NA
Sterna hirundo,NV,eBird,NA
Thalasseus maximus,NV,eBird,NA
Phoeniconaias minor,NV,eBird,NA
Podilymbus podiceps,NV,eBird,NA
Podiceps auritus,NV,eBird,NA
Podiceps grisegena,NV,eBird,NA
Podiceps nigricollis,NV,eBird,NA
Aechmophorus occidentalis,NV,eBird,NA
Aechmophorus clarkii,NV,eBird,NA
Gavia stellata,NV,eBird,NA
Gavia pacifica,NV,eBird,NA
Gavia immer,NV,eBird,NA
Gavia adamsii,NV,eBird,NA
Hydrobates tethys,NV,eBird,NA
Hydrobates microsoma,NV,eBird,NA
Mycteria americana,NV,eBird,NA
Fregata magnificens,NV,eBird,NA
Sula brewsteri,NV,eBird,NA
Sula nebouxii,NV,eBird,NA
Nannopterum auritum,NV,eBird,NA
Nannopterum brasilianum,NV,eBird,NA
Eudocimus albus,NV,eBird,NA
Plegadis falcinellus,NV,eBird,NA
Plegadis chihi,NV,eBird,NA
Platalea ajaja,NV,eBird,NA
Botaurus lentiginosus,NV,eBird,NA
Botaurus exilis,NV,eBird,NA
Nyctanassa violacea,NV,eBird,NA
Nycticorax nycticorax,NV,eBird,NA
Egretta caerulea,NV,eBird,NA
Egretta tricolor,NV,eBird,NA
Egretta rufescens,NV,eBird,NA
Egretta thula,NV,eBird,NA
Butorides virescens,NV,eBird,NA
Ardea ibis,NV,eBird,NA
Ardea alba,NV,eBird,NA
Ardea herodias,NV,eBird,NA
Pelecanus erythrorhynchos,NV,eBird,NA
Pelecanus occidentalis,NV,eBird,NA
Cathartes aura,NV,eBird,NA
Pandion haliaetus,NV,eBird,NA
Elanus leucurus,NV,eBird,NA
Aquila chrysaetos,NV,eBird,NA
Accipiter striatus,NV,eBird,NA
Astur cooperii,NV,eBird,NA
Astur atricapillus,NV,eBird,NA
Circus hudsonius,NV,eBird,NA
Haliaeetus leucocephalus,NV,eBird,NA
Ictinia mississippiensis,NV,eBird,NA
Buteogallus anthracinus,NV,eBird,NA
Parabuteo unicinctus,NV,eBird,NA
Buteo platypterus,NV,eBird,NA
Buteo lineatus,NV,eBird,NA
Buteo albonotatus,NV,eBird,NA
Buteo swainsoni,NV,eBird,NA
Buteo jamaicensis,NV,eBird,NA
Buteo lagopus,NV,eBird,NA
Buteo regalis,NV,eBird,NA
Tyto furcata,NV,eBird,NA
Psiloscops flammeolus,NV,eBird,NA
Megascops kennicottii,NV,eBird,NA
Bubo scandiacus,NV,eBird,NA
Bubo virginianus,NV,eBird,NA
Glaucidium gnoma,NV,eBird,NA
Micrathene whitneyi,NV,eBird,NA
Athene cunicularia,NV,eBird,NA
Strix occidentalis,NV,eBird,NA
Strix varia,NV,eBird,NA
Asio otus,NV,eBird,NA
Asio flammeus,NV,eBird,NA
Aegolius acadicus,NV,eBird,NA
Megaceryle alcyon,NV,eBird,NA
Sphyrapicus thyroideus,NV,eBird,NA
Sphyrapicus varius,NV,eBird,NA
Sphyrapicus nuchalis,NV,eBird,NA
Sphyrapicus ruber,NV,eBird,NA
Melanerpes lewis,NV,eBird,NA
Melanerpes erythrocephalus,NV,eBird,NA
Melanerpes formicivorus,NV,eBird,NA
Melanerpes uropygialis,NV,eBird,NA
Melanerpes carolinus,NV,eBird,NA
Picoides dorsalis,NV,eBird,NA
Picoides arcticus,NV,eBird,NA
Dryobates pubescens,NV,eBird,NA
Dryobates nuttallii,NV,eBird,NA
Dryobates scalaris,NV,eBird,NA
Leuconotopicus villosus,NV,eBird,NA
Leuconotopicus albolarvatus,NV,eBird,NA
Dryocopus pileatus,NV,eBird,NA
Colaptes auratus,NV,eBird,NA
Colaptes chrysoides,NV,eBird,NA
Caracara plancus,NV,eBird,NA
Falco sparverius,NV,eBird,NA
Falco columbarius,NV,eBird,NA
Falco rusticolus,NV,eBird,NA
Falco peregrinus,NV,eBird,NA
Falco mexicanus,NV,eBird,NA
Nymphicus hollandicus,NV,eBird,NA
Psittacula krameri,NV,eBird,NA
Melopsittacus undulatus,NV,eBird,NA
Agapornis roseicollis,NV,eBird,NA
Myiopsitta monachus,NV,eBird,NA
Brotogeris chiriri,NV,eBird,NA
Ara militaris,NV,eBird,NA
Contopus cooperi,NV,eBird,NA
Contopus pertinax,NV,eBird,NA
Contopus sordidulus,NV,eBird,NA
Contopus virens,NV,eBird,NA
Empidonax flaviventris,NV,eBird,NA
Empidonax traillii,NV,eBird,NA
Empidonax minimus,NV,eBird,NA
Empidonax hammondii,NV,eBird,NA
Empidonax wrightii,NV,eBird,NA
Empidonax oberholseri,NV,eBird,NA
Empidonax difficilis,NV,eBird,NA
Sayornis nigricans,NV,eBird,NA
Sayornis phoebe,NV,eBird,NA
Sayornis saya,NV,eBird,NA
Pyrocephalus rubinus,NV,eBird,NA
Myiarchus tuberculifer,NV,eBird,NA
Myiarchus cinerascens,NV,eBird,NA
Myiarchus crinitus,NV,eBird,NA
Myiarchus tyrannulus,NV,eBird,NA
Myiodynastes luteiventris,NV,eBird,NA
Tyrannus melancholicus,NV,eBird,NA
Tyrannus couchii,NV,eBird,NA
Tyrannus vociferans,NV,eBird,NA
Tyrannus crassirostris,NV,eBird,NA
Tyrannus verticalis,NV,eBird,NA
Tyrannus tyrannus,NV,eBird,NA
Tyrannus forficatus,NV,eBird,NA
Tyrannus savana,NV,eBird,NA
Vireo griseus,NV,eBird,NA
Vireo bellii,NV,eBird,NA
Vireo vicinior,NV,eBird,NA
Vireo huttoni,NV,eBird,NA
Vireo flavifrons,NV,eBird,NA
Vireo cassinii,NV,eBird,NA
Vireo solitarius,NV,eBird,NA
Vireo plumbeus,NV,eBird,NA
Vireo philadelphicus,NV,eBird,NA
Vireo swainsoni,NV,eBird,NA
Vireo olivaceus,NV,eBird,NA
Vireo flavoviridis,NV,eBird,NA
Lanius ludovicianus,NV,eBird,NA
Lanius borealis,NV,eBird,NA
Cyanocorax colliei,NV,eBird,NA
Gymnorhinus cyanocephalus,NV,eBird,NA
Cyanocitta stelleri,NV,eBird,NA
Cyanocitta cristata,NV,eBird,NA
Aphelocoma californica,NV,eBird,NA
Aphelocoma woodhouseii,NV,eBird,NA
Pica hudsonia,NV,eBird,NA
Nucifraga columbiana,NV,eBird,NA
Corvus brachyrhynchos,NV,eBird,NA
Corvus corax,NV,eBird,NA
Poecile atricapillus,NV,eBird,NA
Poecile gambeli,NV,eBird,NA
Baeolophus ridgwayi,NV,eBird,NA
Auriparus flaviceps,NV,eBird,NA
Eremophila alpestris,NV,eBird,NA
Riparia riparia,NV,eBird,NA
Tachycineta bicolor,NV,eBird,NA
Tachycineta thalassina,NV,eBird,NA
Progne subis,NV,eBird,NA
Stelgidopteryx serripennis,NV,eBird,NA
Hirundo rustica,NV,eBird,NA
Petrochelidon pyrrhonota,NV,eBird,NA
Psaltriparus minimus,NV,eBird,NA
Corthylio calendula,NV,eBird,NA
Regulus satrapa,NV,eBird,NA
Sitta carolinensis,NV,eBird,NA
Sitta pygmaea,NV,eBird,NA
Sitta canadensis,NV,eBird,NA
Certhia americana,NV,eBird,NA
Polioptila caerulea,NV,eBird,NA
Polioptila melanura,NV,eBird,NA
Salpinctes obsoletus,NV,eBird,NA
Catherpes mexicanus,NV,eBird,NA
Troglodytes aedon,NV,eBird,NA
Troglodytes pacificus,NV,eBird,NA
Troglodytes hiemalis,NV,eBird,NA
Cistothorus stellaris,NV,eBird,NA
Cistothorus palustris,NV,eBird,NA
Thryomanes bewickii,NV,eBird,NA
Campylorhynchus brunneicapillus,NV,eBird,NA
Cinclus mexicanus,NV,eBird,NA
Sturnus vulgaris,NV,eBird,NA
Dumetella carolinensis,NV,eBird,NA
Toxostoma curvirostre,NV,eBird,NA
Toxostoma rufum,NV,eBird,NA
Toxostoma bendirei,NV,eBird,NA
Toxostoma lecontei,NV,eBird,NA
Toxostoma crissale,NV,eBird,NA
Oreoscoptes montanus,NV,eBird,NA
Mimus polyglottos,NV,eBird,NA
Sialia mexicana,NV,eBird,NA
Sialia currucoides,NV,eBird,NA
Myadestes townsendi,NV,eBird,NA
Ixoreus naevius,NV,eBird,NA
Catharus fuscescens,NV,eBird,NA
Catharus ustulatus,NV,eBird,NA
Catharus guttatus,NV,eBird,NA
Hylocichla mustelina,NV,eBird,NA
Turdus migratorius,NV,eBird,NA
Turdus rufopalliatus,NV,eBird,NA
Bombycilla garrulus,NV,eBird,NA
Bombycilla cedrorum,NV,eBird,NA
Phainopepla nitens,NV,eBird,NA
Euplectes franciscanus,NV,eBird,NA
Padda oryzivora,NV,eBird,NA
Lonchura punctulata,NV,eBird,NA
Passer domesticus,NV,eBird,NA
Motacilla tschutschensis,NV,eBird,NA
Motacilla alba,NV,eBird,NA
Anthus hodgsoni,NV,eBird,NA
Anthus cervinus,NV,eBird,NA
Anthus rubescens,NV,eBird,NA
Anthus spragueii,NV,eBird,NA
Fringilla montifringilla,NV,eBird,NA
Hesperiphona vespertina,NV,eBird,NA
Pinicola enucleator,NV,eBird,NA
Leucosticte tephrocotis,NV,eBird,NA
Leucosticte atrata,NV,eBird,NA
Haemorhous mexicanus,NV,eBird,NA
Haemorhous purpureus,NV,eBird,NA
Haemorhous cassinii,NV,eBird,NA
Crithagra mozambica,NV,eBird,NA
Acanthis flammea,NV,eBird,NA
Loxia curvirostra,NV,eBird,NA
Loxia leucoptera,NV,eBird,NA
Spinus pinus,NV,eBird,NA
Spinus psaltria,NV,eBird,NA
Spinus lawrencei,NV,eBird,NA
Spinus tristis,NV,eBird,NA
Calcarius lapponicus,NV,eBird,NA
Calcarius ornatus,NV,eBird,NA
Calcarius pictus,NV,eBird,NA
Rhynchophanes mccownii,NV,eBird,NA
Plectrophenax nivalis,NV,eBird,NA
Peucaea cassinii,NV,eBird,NA
Ammodramus savannarum,NV,eBird,NA
Spizella passerina,NV,eBird,NA
Spizella pallida,NV,eBird,NA
Spizella atrogularis,NV,eBird,NA
Spizella pusilla,NV,eBird,NA
Spizella breweri,NV,eBird,NA
Amphispiza bilineata,NV,eBird,NA
Chondestes grammacus,NV,eBird,NA
Calamospiza melanocorys,NV,eBird,NA
Spizelloides arborea,NV,eBird,NA
Passerella iliaca,NV,eBird,NA
Junco hyemalis,NV,eBird,NA
Zonotrichia leucophrys,NV,eBird,NA
Zonotrichia atricapilla,NV,eBird,NA
Zonotrichia querula,NV,eBird,NA
Zonotrichia albicollis,NV,eBird,NA
Artemisiospiza nevadensis,NV,eBird,NA
Artemisiospiza belli,NV,eBird,NA
Pooecetes gramineus,NV,eBird,NA
Ammospiza leconteii,NV,eBird,NA
Ammospiza nelsoni,NV,eBird,NA
Passerculus sandwichensis,NV,eBird,NA
Centronyx bairdii,NV,eBird,NA
Melospiza melodia,NV,eBird,NA
Melospiza lincolnii,NV,eBird,NA
Melospiza georgiana,NV,eBird,NA
Melozone aberti,NV,eBird,NA
Aimophila ruficeps,NV,eBird,NA
Pipilo chlorurus,NV,eBird,NA
Pipilo maculatus,NV,eBird,NA
Icteria virens,NV,eBird,NA
Xanthocephalus xanthocephalus,NV,eBird,NA
Dolichonyx oryzivorus,NV,eBird,NA
Sturnella neglecta,NV,eBird,NA
Icterus spurius,NV,eBird,NA
Icterus cucullatus,NV,eBird,NA
Icterus bullockii,NV,eBird,NA
Icterus galbula,NV,eBird,NA
Icterus parisorum,NV,eBird,NA
Agelaius phoeniceus,NV,eBird,NA
Agelaius tricolor,NV,eBird,NA
Molothrus aeneus,NV,eBird,NA
Molothrus ater,NV,eBird,NA
Euphagus carolinus,NV,eBird,NA
Euphagus cyanocephalus,NV,eBird,NA
Quiscalus quiscula,NV,eBird,NA
Quiscalus mexicanus,NV,eBird,NA
Seiurus aurocapilla,NV,eBird,NA
Helmitheros vermivorum,NV,eBird,NA
Parkesia motacilla,NV,eBird,NA
Parkesia noveboracensis,NV,eBird,NA
Vermivora chrysoptera,NV,eBird,NA
Vermivora cyanoptera,NV,eBird,NA
Mniotilta varia,NV,eBird,NA
Protonotaria citrea,NV,eBird,NA
Leiothlypis peregrina,NV,eBird,NA
Leiothlypis celata,NV,eBird,NA
Leiothlypis luciae,NV,eBird,NA
Leiothlypis ruficapilla,NV,eBird,NA
Leiothlypis virginiae,NV,eBird,NA
Oporornis agilis,NV,eBird,NA
Geothlypis tolmiei,NV,eBird,NA
Geothlypis philadelphia,NV,eBird,NA
Geothlypis formosa,NV,eBird,NA
Geothlypis trichas,NV,eBird,NA
Setophaga citrina,NV,eBird,NA
Setophaga ruticilla,NV,eBird,NA
Setophaga tigrina,NV,eBird,NA
Setophaga cerulea,NV,eBird,NA
Setophaga americana,NV,eBird,NA
Setophaga magnolia,NV,eBird,NA
Setophaga castanea,NV,eBird,NA
Setophaga fusca,NV,eBird,NA
Setophaga aestiva,NV,eBird,NA
Setophaga pensylvanica,NV,eBird,NA
Setophaga striata,NV,eBird,NA
Setophaga caerulescens,NV,eBird,NA
Setophaga palmarum,NV,eBird,NA
Setophaga pinus,NV,eBird,NA
Setophaga coronata,NV,eBird,NA
Setophaga dominica,NV,eBird,NA
Setophaga discolor,NV,eBird,NA
Setophaga graciae,NV,eBird,NA
Setophaga nigrescens,NV,eBird,NA
Setophaga townsendi,NV,eBird,NA
Setophaga occidentalis,NV,eBird,NA
Setophaga virens,NV,eBird,NA
Cardellina canadensis,NV,eBird,NA
Cardellina pusilla,NV,eBird,NA
Cardellina rubrifrons,NV,eBird,NA
Myioborus pictus,NV,eBird,NA
Piranga flava,NV,eBird,NA
Piranga rubra,NV,eBird,NA
Piranga olivacea,NV,eBird,NA
Piranga ludoviciana,NV,eBird,NA
Cardinalis cardinalis,NV,eBird,NA
Cardinalis sinuatus,NV,eBird,NA
Pheucticus ludovicianus,NV,eBird,NA
Pheucticus melanocephalus,NV,eBird,NA
Passerina caerulea,NV,eBird,NA
Passerina amoena,NV,eBird,NA
Passerina cyanea,NV,eBird,NA
Passerina versicolor,NV,eBird,NA
Passerina ciris,NV,eBird,NA
Spiza americana,NV,eBird,NA
Dendrocygna autumnalis,NH,eBird,NA
Anser indicus,NH,eBird,NA
Anser caerulescens,NH,eBird,NA
Anser rossii,NH,eBird,NA
Anser anser,NH,eBird,NA
Anser cygnoides,NH,eBird,NA
Anser albifrons,NH,eBird,NA
Anser brachyrhynchus,NH,eBird,NA
Branta bernicla,NH,eBird,NA
Branta leucopsis,NH,eBird,NA
Branta hutchinsii,NH,eBird,NA
Branta canadensis,NH,eBird,NA
Cygnus olor,NH,eBird,NA
Cygnus atratus,NH,eBird,NA
Cygnus buccinator,NH,eBird,NA
Cygnus columbianus,NH,eBird,NA
Cygnus cygnus,NH,eBird,NA
Tadorna tadorna,NH,eBird,NA
Cairina moschata,NH,eBird,NA
Aix sponsa,NH,eBird,NA
Aix galericulata,NH,eBird,NA
Spatula discors,NH,eBird,NA
Spatula clypeata,NH,eBird,NA
Mareca strepera,NH,eBird,NA
Mareca penelope,NH,eBird,NA
Mareca americana,NH,eBird,NA
Anas platyrhynchos,NH,eBird,NA
Anas rubripes,NH,eBird,NA
Anas acuta,NH,eBird,NA
Anas crecca,NH,eBird,NA
Aythya valisineria,NH,eBird,NA
Aythya americana,NH,eBird,NA
Aythya collaris,NH,eBird,NA
Aythya fuligula,NH,eBird,NA
Aythya marila,NH,eBird,NA
Aythya affinis,NH,eBird,NA
Somateria spectabilis,NH,eBird,NA
Somateria mollissima,NH,eBird,NA
Histrionicus histrionicus,NH,eBird,NA
Melanitta perspicillata,NH,eBird,NA
Melanitta deglandi,NH,eBird,NA
Melanitta americana,NH,eBird,NA
Clangula hyemalis,NH,eBird,NA
Bucephala albeola,NH,eBird,NA
Bucephala clangula,NH,eBird,NA
Bucephala islandica,NH,eBird,NA
Lophodytes cucullatus,NH,eBird,NA
Mergus merganser,NH,eBird,NA
Mergus serrator,NH,eBird,NA
Oxyura jamaicensis,NH,eBird,NA
Numida meleagris,NH,eBird,NA
Colinus virginianus,NH,eBird,NA
Meleagris gallopavo,NH,eBird,NA
Bonasa umbellus,NH,eBird,NA
Canachites canadensis,NH,eBird,NA
Perdix perdix,NH,eBird,NA
Phasianus colchicus,NH,eBird,NA
Gallus gallus,NH,eBird,NA
Coturnix japonica,NH,eBird,NA
Alectoris chukar,NH,eBird,NA
Columba livia,NH,eBird,NA
Patagioenas fasciata,NH,eBird,NA
Streptopelia decaocto,NH,eBird,NA
Streptopelia roseogrisea,NH,eBird,NA
Zenaida asiatica,NH,eBird,NA
Zenaida macroura,NH,eBird,NA
Coccyzus americanus,NH,eBird,NA
Coccyzus erythropthalmus,NH,eBird,NA
Cuculus canorus,NH,eBird,NA
Chordeiles minor,NH,eBird,NA
Antrostomus carolinensis,NH,eBird,NA
Antrostomus vociferus,NH,eBird,NA
Chaetura pelagica,NH,eBird,NA
Archilochus colubris,NH,eBird,NA
Calypte anna,NH,eBird,NA
Selasphorus calliope,NH,eBird,NA
Selasphorus rufus,NH,eBird,NA
Rallus elegans,NH,eBird,NA
Rallus crepitans,NH,eBird,NA
Rallus limicola,NH,eBird,NA
Porzana carolina,NH,eBird,NA
Gallinula galeata,NH,eBird,NA
Fulica americana,NH,eBird,NA
Porphyrio martinica,NH,eBird,NA
Coturnicops noveboracensis,NH,eBird,NA
Laterallus jamaicensis,NH,eBird,NA
Antigone canadensis,NH,eBird,NA
Himantopus mexicanus,NH,eBird,NA
Recurvirostra americana,NH,eBird,NA
Haematopus palliatus,NH,eBird,NA
Pluvialis squatarola,NH,eBird,NA
Pluvialis dominica,NH,eBird,NA
Charadrius vociferus,NH,eBird,NA
Charadrius semipalmatus,NH,eBird,NA
Charadrius melodus,NH,eBird,NA
Vanellus vanellus,NH,eBird,NA
Anarhynchus wilsonia,NH,eBird,NA
Bartramia longicauda,NH,eBird,NA
Numenius hudsonicus,NH,eBird,NA
Limosa haemastica,NH,eBird,NA
Limosa fedoa,NH,eBird,NA
Limnodromus griseus,NH,eBird,NA
Limnodromus scolopaceus,NH,eBird,NA
Scolopax minor,NH,eBird,NA
Gallinago delicata,NH,eBird,NA
Phalaropus tricolor,NH,eBird,NA
Phalaropus fulicarius,NH,eBird,NA
Phalaropus lobatus,NH,eBird,NA
Actitis macularius,NH,eBird,NA
Tringa solitaria,NH,eBird,NA
Tringa flavipes,NH,eBird,NA
Tringa semipalmata,NH,eBird,NA
Tringa melanoleuca,NH,eBird,NA
Arenaria interpres,NH,eBird,NA
Calidris canutus,NH,eBird,NA
Calidris pugnax,NH,eBird,NA
Calidris ferruginea,NH,eBird,NA
Calidris himantopus,NH,eBird,NA
Calidris subruficollis,NH,eBird,NA
Calidris alba,NH,eBird,NA
Calidris alpina,NH,eBird,NA
Calidris maritima,NH,eBird,NA
Calidris bairdii,NH,eBird,NA
Calidris minuta,NH,eBird,NA
Calidris fuscicollis,NH,eBird,NA
Calidris minutilla,NH,eBird,NA
Calidris melanotos,NH,eBird,NA
Calidris mauri,NH,eBird,NA
Calidris pusilla,NH,eBird,NA
Stercorarius longicaudus,NH,eBird,NA
Stercorarius parasiticus,NH,eBird,NA
Stercorarius pomarinus,NH,eBird,NA
Stercorarius maccormicki,NH,eBird,NA
Fratercula arctica,NH,eBird,NA
Cepphus grylle,NH,eBird,NA
Alca torda,NH,eBird,NA
Alle alle,NH,eBird,NA
Uria lomvia,NH,eBird,NA
Uria aalge,NH,eBird,NA
Hydrocoloeus minutus,NH,eBird,NA
Rhodostethia rosea,NH,eBird,NA
Rissa tridactyla,NH,eBird,NA
Pagophila eburnea,NH,eBird,NA
Xema sabini,NH,eBird,NA
Chroicocephalus philadelphia,NH,eBird,NA
Chroicocephalus ridibundus,NH,eBird,NA
Leucophaeus atricilla,NH,eBird,NA
Leucophaeus pipixcan,NH,eBird,NA
Larus canus,NH,eBird,NA
Larus delawarensis,NH,eBird,NA
Larus smithsonianus,NH,eBird,NA
Larus marinus,NH,eBird,NA
Larus hyperboreus,NH,eBird,NA
Larus fuscus,NH,eBird,NA
Larus glaucescens,NH,eBird,NA
Larus schistisagus,NH,eBird,NA
Larus glaucoides,NH,eBird,NA
Rynchops niger,NH,eBird,NA
Onychoprion fuscatus,NH,eBird,NA
Onychoprion anaethetus,NH,eBird,NA
Sternula antillarum,NH,eBird,NA
Gelochelidon nilotica,NH,eBird,NA
Hydroprogne caspia,NH,eBird,NA
Chlidonias niger,NH,eBird,NA
Sterna forsteri,NH,eBird,NA
Sterna paradisaea,NH,eBird,NA
Sterna hirundo,NH,eBird,NA
Sterna dougallii,NH,eBird,NA
Thalasseus sandvicensis,NH,eBird,NA
Thalasseus maximus,NH,eBird,NA
Phoenicopterus ruber,NH,eBird,NA
Podilymbus podiceps,NH,eBird,NA
Podiceps auritus,NH,eBird,NA
Podiceps grisegena,NH,eBird,NA
Podiceps nigricollis,NH,eBird,NA
Aechmophorus occidentalis,NH,eBird,NA
Phaethon lepturus,NH,eBird,NA
Phaethon aethereus,NH,eBird,NA
Gavia stellata,NH,eBird,NA
Gavia arctica,NH,eBird,NA
Gavia pacifica,NH,eBird,NA
Gavia immer,NH,eBird,NA
Thalassarche chlororhynchos,NH,eBird,NA
Oceanites oceanicus,NH,eBird,NA
Hydrobates leucorhous,NH,eBird,NA
Fulmarus glacialis,NH,eBird,NA
Calonectris borealis,NH,eBird,NA
Ardenna gravis,NH,eBird,NA
Ardenna grisea,NH,eBird,NA
Puffinus puffinus,NH,eBird,NA
Mycteria americana,NH,eBird,NA
Fregata magnificens,NH,eBird,NA
Morus bassanus,NH,eBird,NA
Sula leucogaster,NH,eBird,NA
Phalacrocorax carbo,NH,eBird,NA
Nannopterum auritum,NH,eBird,NA
Nannopterum brasilianum,NH,eBird,NA
Eudocimus albus,NH,eBird,NA
Plegadis falcinellus,NH,eBird,NA
Plegadis chihi,NH,eBird,NA
Platalea ajaja,NH,eBird,NA
Botaurus lentiginosus,NH,eBird,NA
Botaurus exilis,NH,eBird,NA
Nyctanassa violacea,NH,eBird,NA
Nycticorax nycticorax,NH,eBird,NA
Egretta caerulea,NH,eBird,NA
Egretta tricolor,NH,eBird,NA
Egretta thula,NH,eBird,NA
Egretta garzetta,NH,eBird,NA
Egretta gularis,NH,eBird,NA
Butorides virescens,NH,eBird,NA
Ardea ibis,NH,eBird,NA
Ardea alba,NH,eBird,NA
Ardea herodias,NH,eBird,NA
Pelecanus erythrorhynchos,NH,eBird,NA
Pelecanus occidentalis,NH,eBird,NA
Coragyps atratus,NH,eBird,NA
Cathartes aura,NH,eBird,NA
Pandion haliaetus,NH,eBird,NA
Elanoides forficatus,NH,eBird,NA
Aquila chrysaetos,NH,eBird,NA
Accipiter striatus,NH,eBird,NA
Astur cooperii,NH,eBird,NA
Astur atricapillus,NH,eBird,NA
Circus hudsonius,NH,eBird,NA
Haliaeetus leucocephalus,NH,eBird,NA
Ictinia mississippiensis,NH,eBird,NA
Buteo platypterus,NH,eBird,NA
Buteo lineatus,NH,eBird,NA
Buteo swainsoni,NH,eBird,NA
Buteo jamaicensis,NH,eBird,NA
Buteo lagopus,NH,eBird,NA
Tyto furcata,NH,eBird,NA
Megascops asio,NH,eBird,NA
Bubo scandiacus,NH,eBird,NA
Bubo virginianus,NH,eBird,NA
Surnia ulula,NH,eBird,NA
Athene cunicularia,NH,eBird,NA
Strix varia,NH,eBird,NA
Strix nebulosa,NH,eBird,NA
Asio otus,NH,eBird,NA
Asio flammeus,NH,eBird,NA
Aegolius funereus,NH,eBird,NA
Aegolius acadicus,NH,eBird,NA
Megaceryle alcyon,NH,eBird,NA
Sphyrapicus varius,NH,eBird,NA
Melanerpes erythrocephalus,NH,eBird,NA
Melanerpes carolinus,NH,eBird,NA
Picoides dorsalis,NH,eBird,NA
Picoides arcticus,NH,eBird,NA
Dryobates pubescens,NH,eBird,NA
Leuconotopicus villosus,NH,eBird,NA
Dryocopus pileatus,NH,eBird,NA
Colaptes auratus,NH,eBird,NA
Falco sparverius,NH,eBird,NA
Falco columbarius,NH,eBird,NA
Falco rusticolus,NH,eBird,NA
Falco peregrinus,NH,eBird,NA
Melopsittacus undulatus,NH,eBird,NA
Myiopsitta monachus,NH,eBird,NA
Contopus cooperi,NH,eBird,NA
Contopus sordidulus,NH,eBird,NA
Contopus virens,NH,eBird,NA
Empidonax flaviventris,NH,eBird,NA
Empidonax virescens,NH,eBird,NA
Empidonax alnorum,NH,eBird,NA
Empidonax traillii,NH,eBird,NA
Empidonax minimus,NH,eBird,NA
Sayornis phoebe,NH,eBird,NA
Sayornis saya,NH,eBird,NA
Pyrocephalus rubinus,NH,eBird,NA
Myiarchus cinerascens,NH,eBird,NA
Myiarchus crinitus,NH,eBird,NA
Tyrannus melancholicus,NH,eBird,NA
Tyrannus verticalis,NH,eBird,NA
Tyrannus tyrannus,NH,eBird,NA
Tyrannus forficatus,NH,eBird,NA
Tyrannus savana,NH,eBird,NA
Vireo griseus,NH,eBird,NA
