scientific_name,state_code,source,observation_count
Leucosticte tephrocotis,MT,eBird,NA
Leucosticte atrata,MT,eBird,NA
Haemorhous mexicanus,MT,eBird,NA
Haemorhous purpureus,MT,eBird,NA
Haemorhous cassinii,MT,eBird,NA
Acanthis flammea,MT,eBird,NA
Loxia curvirostra,MT,eBird,NA
Loxia leucoptera,MT,eBird,NA
Spinus pinus,MT,eBird,NA
Spinus psaltria,MT,eBird,NA
Spinus tristis,MT,eBird,NA
Calcarius lapponicus,MT,eBird,NA
Calcarius ornatus,MT,eBird,NA
Calcarius pictus,MT,eBird,NA
Rhynchophanes mccownii,MT,eBird,NA
Plectrophenax nivalis,MT,eBird,NA
Peucaea cassinii,MT,eBird,NA
Ammodramus savannarum,MT,eBird,NA
Spizella passerina,MT,eBird,NA
Spizella pallida,MT,eBird,NA
Spizella pusilla,MT,eBird,NA
Spizella breweri,MT,eBird,NA
Amphispiza bilineata,MT,eBird,NA
Chondestes grammacus,MT,eBird,NA
Calamospiza melanocorys,MT,eBird,NA
Spizelloides arborea,MT,eBird,NA
Passerella iliaca,MT,eBird,NA
Junco hyemalis,MT,eBird,NA
Zonotrichia leucophrys,MT,eBird,NA
Zonotrichia atricapilla,MT,eBird,NA
Zonotrichia querula,MT,eBird,NA
Zonotrichia albicollis,MT,eBird,NA
Artemisiospiza nevadensis,MT,eBird,NA
Pooecetes gramineus,MT,eBird,NA
Ammospiza leconteii,MT,eBird,NA
Ammospiza nelsoni,MT,eBird,NA
Passerculus sandwichensis,MT,eBird,NA
Centronyx bairdii,MT,eBird,NA
Melospiza melodia,MT,eBird,NA
Melospiza lincolnii,MT,eBird,NA
Melospiza georgiana,MT,eBird,NA
Pipilo chlorurus,MT,eBird,NA
Pipilo maculatus,MT,eBird,NA
Pipilo erythrophthalmus,MT,eBird,NA
Icteria virens,MT,eBird,NA
Xanthocephalus xanthocephalus,MT,eBird,NA
Dolichonyx oryzivorus,MT,eBird,NA
Sturnella neglecta,MT,eBird,NA
Sturnella magna,MT,eBird,NA
Icterus spurius,MT,eBird,NA
Icterus cucullatus,MT,eBird,NA
Icterus bullockii,MT,eBird,NA
Icterus galbula,MT,eBird,NA
Icterus parisorum,MT,eBird,NA
Agelaius phoeniceus,MT,eBird,NA
Molothrus ater,MT,eBird,NA
Euphagus carolinus,MT,eBird,NA
Euphagus cyanocephalus,MT,eBird,NA
Quiscalus quiscula,MT,eBird,NA
Quiscalus mexicanus,MT,eBird,NA
Seiurus aurocapilla,MT,eBird,NA
Parkesia noveboracensis,MT,eBird,NA
Vermivora chrysoptera,MT,eBird,NA
Vermivora cyanoptera,MT,eBird,NA
Mniotilta varia,MT,eBird,NA
Protonotaria citrea,MT,eBird,NA
Leiothlypis peregrina,MT,eBird,NA
Leiothlypis celata,MT,eBird,NA
Leiothlypis ruficapilla,MT,eBird,NA
Leiothlypis virginiae,MT,eBird,NA
Oporornis agilis,MT,eBird,NA
Geothlypis tolmiei,MT,eBird,NA
Geothlypis philadelphia,MT,eBird,NA
Geothlypis formosa,MT,eBird,NA
Geothlypis trichas,MT,eBird,NA
Setophaga citrina,MT,eBird,NA
Setophaga ruticilla,MT,eBird,NA
Setophaga tigrina,MT,eBird,NA
Setophaga americana,MT,eBird,NA
Setophaga magnolia,MT,eBird,NA
Setophaga castanea,MT,eBird,NA
Setophaga fusca,MT,eBird,NA
Setophaga aestiva,MT,eBird,NA
Setophaga pensylvanica,MT,eBird,NA
Setophaga striata,MT,eBird,NA
Setophaga caerulescens,MT,eBird,NA
Setophaga palmarum,MT,eBird,NA
Setophaga pinus,MT,eBird,NA
Setophaga coronata,MT,eBird,NA
Setophaga dominica,MT,eBird,NA
Setophaga discolor,MT,eBird,NA
Setophaga nigrescens,MT,eBird,NA
Setophaga townsendi,MT,eBird,NA
Setophaga virens,MT,eBird,NA
Cardellina canadensis,MT,eBird,NA
Cardellina pusilla,MT,eBird,NA
Myioborus pictus,MT,eBird,NA
Piranga rubra,MT,eBird,NA
Piranga olivacea,MT,eBird,NA
Piranga ludoviciana,MT,eBird,NA
Cardinalis cardinalis,MT,eBird,NA
Cardinalis sinuatus,MT,eBird,NA
Pheucticus ludovicianus,MT,eBird,NA
Pheucticus melanocephalus,MT,eBird,NA
Passerina caerulea,MT,eBird,NA
Passerina amoena,MT,eBird,NA
Passerina cyanea,MT,eBird,NA
Passerina ciris,MT,eBird,NA
Spiza americana,MT,eBird,NA
Dendrocygna autumnalis,NE,eBird,NA
Dendrocygna bicolor,NE,eBird,NA
Anser indicus,NE,eBird,NA
Anser canagicus,NE,eBird,NA
Anser caerulescens,NE,eBird,NA
Anser rossii,NE,eBird,NA
Anser anser,NE,eBird,NA
Anser cygnoides,NE,eBird,NA
Anser albifrons,NE,eBird,NA
Anser fabalis,NE,eBird,NA
Anser brachyrhynchus,NE,eBird,NA
Branta bernicla,NE,eBird,NA
Branta hutchinsii,NE,eBird,NA
Branta canadensis,NE,eBird,NA
Cygnus olor,NE,eBird,NA
Cygnus buccinator,NE,eBird,NA
Cygnus columbianus,NE,eBird,NA
Cygnus cygnus,NE,eBird,NA
Alopochen aegyptiaca,NE,eBird,NA
Tadorna ferruginea,NE,eBird,NA
Cairina moschata,NE,eBird,NA
Aix sponsa,NE,eBird,NA
Aix galericulata,NE,eBird,NA
Spatula querquedula,NE,eBird,NA
Spatula discors,NE,eBird,NA
Spatula cyanoptera,NE,eBird,NA
Spatula clypeata,NE,eBird,NA
Mareca strepera,NE,eBird,NA
Mareca penelope,NE,eBird,NA
Mareca americana,NE,eBird,NA
Anas platyrhynchos,NE,eBird,NA
Anas diazi,NE,eBird,NA
Anas rubripes,NE,eBird,NA
Anas fulvigula,NE,eBird,NA
Anas acuta,NE,eBird,NA
Anas crecca,NE,eBird,NA
Aythya valisineria,NE,eBird,NA
Aythya americana,NE,eBird,NA
Aythya collaris,NE,eBird,NA
Aythya fuligula,NE,eBird,NA
Aythya marila,NE,eBird,NA
Aythya affinis,NE,eBird,NA
Somateria spectabilis,NE,eBird,NA
Somateria mollissima,NE,eBird,NA
Histrionicus histrionicus,NE,eBird,NA
Melanitta perspicillata,NE,eBird,NA
Melanitta deglandi,NE,eBird,NA
Melanitta americana,NE,eBird,NA
Clangula hyemalis,NE,eBird,NA
Bucephala albeola,NE,eBird,NA
Bucephala clangula,NE,eBird,NA
Bucephala islandica,NE,eBird,NA
Lophodytes cucullatus,NE,eBird,NA
Mergus merganser,NE,eBird,NA
Mergus serrator,NE,eBird,NA
Oxyura jamaicensis,NE,eBird,NA
Numida meleagris,NE,eBird,NA
Colinus virginianus,NE,eBird,NA
Meleagris gallopavo,NE,eBird,NA
Bonasa umbellus,NE,eBird,NA
Centrocercus urophasianus,NE,eBird,NA
Tympanuchus phasianellus,NE,eBird,NA
Tympanuchus cupido,NE,eBird,NA
Tympanuchus pallidicinctus,NE,eBird,NA
Perdix perdix,NE,eBird,NA
Phasianus colchicus,NE,eBird,NA
Pavo cristatus,NE,eBird,NA
Gallus gallus,NE,eBird,NA
Alectoris chukar,NE,eBird,NA
Columba livia,NE,eBird,NA
Patagioenas fasciata,NE,eBird,NA
Ectopistes migratorius,NE,eBird,NA
Streptopelia decaocto,NE,eBird,NA
Streptopelia roseogrisea,NE,eBird,NA
Columbina inca,NE,eBird,NA
Columbina passerina,NE,eBird,NA
Zenaida asiatica,NE,eBird,NA
Zenaida macroura,NE,eBird,NA
Crotophaga sulcirostris,NE,eBird,NA
Coccyzus americanus,NE,eBird,NA
Coccyzus erythropthalmus,NE,eBird,NA
Chordeiles minor,NE,eBird,NA
Phalaenoptilus nuttallii,NE,eBird,NA
Antrostomus carolinensis,NE,eBird,NA
Antrostomus vociferus,NE,eBird,NA
Chaetura pelagica,NE,eBird,NA
Aeronautes saxatalis,NE,eBird,NA
Archilochus colubris,NE,eBird,NA
Archilochus alexandri,NE,eBird,NA
Calypte anna,NE,eBird,NA
Calypte costae,NE,eBird,NA
Selasphorus calliope,NE,eBird,NA
Selasphorus rufus,NE,eBird,NA
Selasphorus platycercus,NE,eBird,NA
Cynanthus latirostris,NE,eBird,NA
Rallus elegans,NE,eBird,NA
Rallus crepitans,NE,eBird,NA
Rallus limicola,NE,eBird,NA
Porzana carolina,NE,eBird,NA
Gallinula galeata,NE,eBird,NA
Fulica americana,NE,eBird,NA
Porphyrio martinica,NE,eBird,NA
Coturnicops noveboracensis,NE,eBird,NA
Laterallus jamaicensis,NE,eBird,NA
Aramus guarauna,NE,eBird,NA
Antigone canadensis,NE,eBird,NA
Grus americana,NE,eBird,NA
Grus grus,NE,eBird,NA
Grus monacha,NE,eBird,NA
Himantopus mexicanus,NE,eBird,NA
Recurvirostra americana,NE,eBird,NA
Pluvialis squatarola,NE,eBird,NA
Pluvialis dominica,NE,eBird,NA
Charadrius vociferus,NE,eBird,NA
Charadrius semipalmatus,NE,eBird,NA
Charadrius melodus,NE,eBird,NA
Anarhynchus montanus,NE,eBird,NA
Anarhynchus nivosus,NE,eBird,NA
Bartramia longicauda,NE,eBird,NA
Numenius hudsonicus,NE,eBird,NA
Numenius borealis,NE,eBird,NA
Numenius americanus,NE,eBird,NA
Limosa haemastica,NE,eBird,NA
Limosa fedoa,NE,eBird,NA
Limnodromus griseus,NE,eBird,NA
Limnodromus scolopaceus,NE,eBird,NA
Scolopax minor,NE,eBird,NA
Gallinago delicata,NE,eBird,NA
Phalaropus tricolor,NE,eBird,NA
Phalaropus fulicarius,NE,eBird,NA
Phalaropus lobatus,NE,eBird,NA
Actitis macularius,NE,eBird,NA
Tringa solitaria,NE,eBird,NA
Tringa flavipes,NE,eBird,NA
Tringa semipalmata,NE,eBird,NA
Tringa melanoleuca,NE,eBird,NA
Arenaria interpres,NE,eBird,NA
Calidris canutus,NE,eBird,NA
Calidris pugnax,NE,eBird,NA
Calidris acuminata,NE,eBird,NA
Calidris ferruginea,NE,eBird,NA
Calidris himantopus,NE,eBird,NA
Calidris subruficollis,NE,eBird,NA
Calidris alba,NE,eBird,NA
Calidris alpina,NE,eBird,NA
Calidris bairdii,NE,eBird,NA
Calidris fuscicollis,NE,eBird,NA
Calidris minutilla,NE,eBird,NA
Calidris melanotos,NE,eBird,NA
Calidris mauri,NE,eBird,NA
Calidris pusilla,NE,eBird,NA
Stercorarius longicaudus,NE,eBird,NA
Stercorarius parasiticus,NE,eBird,NA
Stercorarius pomarinus,NE,eBird,NA
Synthliboramphus antiquus,NE,eBird,NA
Hydrocoloeus minutus,NE,eBird,NA
Rhodostethia rosea,NE,eBird,NA
Rissa tridactyla,NE,eBird,NA
Xema sabini,NE,eBird,NA
Chroicocephalus philadelphia,NE,eBird,NA
Chroicocephalus ridibundus,NE,eBird,NA
Leucophaeus atricilla,NE,eBird,NA
Leucophaeus pipixcan,NE,eBird,NA
Larus brachyrhynchus,NE,eBird,NA
Larus delawarensis,NE,eBird,NA
Larus occidentalis,NE,eBird,NA
Larus smithsonianus,NE,eBird,NA
Larus marinus,NE,eBird,NA
Larus hyperboreus,NE,eBird,NA
Larus fuscus,NE,eBird,NA
Larus californicus,NE,eBird,NA
Larus glaucescens,NE,eBird,NA
Larus glaucoides,NE,eBird,NA
Sternula antillarum,NE,eBird,NA
Hydroprogne caspia,NE,eBird,NA
Chlidonias niger,NE,eBird,NA
Sterna forsteri,NE,eBird,NA
Sterna paradisaea,NE,eBird,NA
Sterna hirundo,NE,eBird,NA
Thalasseus maximus,NE,eBird,NA
Podilymbus podiceps,NE,eBird,NA
Podiceps auritus,NE,eBird,NA
Podiceps grisegena,NE,eBird,NA
Podiceps nigricollis,NE,eBird,NA
Aechmophorus occidentalis,NE,eBird,NA
Aechmophorus clarkii,NE,eBird,NA
Gavia stellata,NE,eBird,NA
Gavia pacifica,NE,eBird,NA
Gavia immer,NE,eBird,NA
Gavia adamsii,NE,eBird,NA
Mycteria americana,NE,eBird,NA
Fregata magnificens,NE,eBird,NA
Sula leucogaster,NE,eBird,NA
Anhinga anhinga,NE,eBird,NA
Nannopterum auritum,NE,eBird,NA
Nannopterum brasilianum,NE,eBird,NA
Eudocimus albus,NE,eBird,NA
Plegadis falcinellus,NE,eBird,NA
Plegadis chihi,NE,eBird,NA
Platalea ajaja,NE,eBird,NA
Botaurus lentiginosus,NE,eBird,NA
Botaurus exilis,NE,eBird,NA
Nyctanassa violacea,NE,eBird,NA
Nycticorax nycticorax,NE,eBird,NA
Egretta caerulea,NE,eBird,NA
Egretta tricolor,NE,eBird,NA
Egretta rufescens,NE,eBird,NA
Egretta thula,NE,eBird,NA
Butorides virescens,NE,eBird,NA
Ardea ibis,NE,eBird,NA
Ardea alba,NE,eBird,NA
Ardea herodias,NE,eBird,NA
Pelecanus erythrorhynchos,NE,eBird,NA
Pelecanus occidentalis,NE,eBird,NA
Coragyps atratus,NE,eBird,NA
Cathartes aura,NE,eBird,NA
Pandion haliaetus,NE,eBird,NA
Elanus leucurus,NE,eBird,NA
Elanoides forficatus,NE,eBird,NA
Aquila chrysaetos,NE,eBird,NA
Accipiter striatus,NE,eBird,NA
Astur cooperii,NE,eBird,NA
Astur atricapillus,NE,eBird,NA
Circus hudsonius,NE,eBird,NA
Haliaeetus leucocephalus,NE,eBird,NA
Ictinia mississippiensis,NE,eBird,NA
Parabuteo unicinctus,NE,eBird,NA
Buteo platypterus,NE,eBird,NA
Buteo lineatus,NE,eBird,NA
Buteo albonotatus,NE,eBird,NA
Buteo swainsoni,NE,eBird,NA
Buteo jamaicensis,NE,eBird,NA
Buteo lagopus,NE,eBird,NA
Buteo regalis,NE,eBird,NA
Tyto furcata,NE,eBird,NA
Megascops asio,NE,eBird,NA
Bubo scandiacus,NE,eBird,NA
Bubo virginianus,NE,eBird,NA
Surnia ulula,NE,eBird,NA
Athene cunicularia,NE,eBird,NA
Strix varia,NE,eBird,NA
Strix nebulosa,NE,eBird,NA
Asio otus,NE,eBird,NA
Asio flammeus,NE,eBird,NA
Aegolius funereus,NE,eBird,NA
Aegolius acadicus,NE,eBird,NA
Megaceryle alcyon,NE,eBird,NA
Sphyrapicus thyroideus,NE,eBird,NA
Sphyrapicus varius,NE,eBird,NA
Sphyrapicus nuchalis,NE,eBird,NA
Melanerpes lewis,NE,eBird,NA
Melanerpes erythrocephalus,NE,eBird,NA
Melanerpes formicivorus,NE,eBird,NA
Melanerpes carolinus,NE,eBird,NA
Picoides dorsalis,NE,eBird,NA
Dryobates pubescens,NE,eBird,NA
Leuconotopicus villosus,NE,eBird,NA
Dryocopus pileatus,NE,eBird,NA
Colaptes auratus,NE,eBird,NA
Caracara plancus,NE,eBird,NA
Falco sparverius,NE,eBird,NA
Falco columbarius,NE,eBird,NA
Falco rusticolus,NE,eBird,NA
Falco peregrinus,NE,eBird,NA
Falco mexicanus,NE,eBird,NA
Nymphicus hollandicus,NE,eBird,NA
Melopsittacus undulatus,NE,eBird,NA
Agapornis roseicollis,NE,eBird,NA
Myiopsitta monachus,NE,eBird,NA
Conuropsis carolinensis,NE,eBird,NA
Contopus cooperi,NE,eBird,NA
Contopus sordidulus,NE,eBird,NA
Contopus virens,NE,eBird,NA
Empidonax flaviventris,NE,eBird,NA
Empidonax virescens,NE,eBird,NA
Empidonax alnorum,NE,eBird,NA
Empidonax traillii,NE,eBird,NA
Empidonax minimus,NE,eBird,NA
Empidonax hammondii,NE,eBird,NA
Empidonax wrightii,NE,eBird,NA
Empidonax oberholseri,NE,eBird,NA
Empidonax difficilis,NE,eBird,NA
Sayornis nigricans,NE,eBird,NA
Sayornis phoebe,NE,eBird,NA
Sayornis saya,NE,eBird,NA
Pyrocephalus rubinus,NE,eBird,NA
Myiarchus cinerascens,NE,eBird,NA
Myiarchus crinitus,NE,eBird,NA
Pitangus sulphuratus,NE,eBird,NA
Tyrannus couchii,NE,eBird,NA
Tyrannus vociferans,NE,eBird,NA
Tyrannus verticalis,NE,eBird,NA
Tyrannus tyrannus,NE,eBird,NA
Tyrannus forficatus,NE,eBird,NA
Vireo atricapilla,NE,eBird,NA
Vireo griseus,NE,eBird,NA
Vireo bellii,NE,eBird,NA
Vireo flavifrons,NE,eBird,NA
Vireo cassinii,NE,eBird,NA
Vireo solitarius,NE,eBird,NA
Vireo plumbeus,NE,eBird,NA
Vireo philadelphicus,NE,eBird,NA
Vireo gilvus,NE,eBird,NA
Vireo swainsoni,NE,eBird,NA
Vireo olivaceus,NE,eBird,NA
Lanius ludovicianus,NE,eBird,NA
Lanius borealis,NE,eBird,NA
Perisoreus canadensis,NE,eBird,NA
Gymnorhinus cyanocephalus,NE,eBird,NA
Cyanocitta stelleri,NE,eBird,NA
Cyanocitta cristata,NE,eBird,NA
Pica hudsonia,NE,eBird,NA
Nucifraga columbiana,NE,eBird,NA
Corvus brachyrhynchos,NE,eBird,NA
Corvus ossifragus,NE,eBird,NA
Corvus cryptoleucus,NE,eBird,NA
Corvus corax,NE,eBird,NA
Poecile atricapillus,NE,eBird,NA
Poecile gambeli,NE,eBird,NA
Baeolophus bicolor,NE,eBird,NA
Eremophila alpestris,NE,eBird,NA
Riparia riparia,NE,eBird,NA
Tachycineta bicolor,NE,eBird,NA
Tachycineta thalassina,NE,eBird,NA
Progne subis,NE,eBird,NA
Stelgidopteryx serripennis,NE,eBird,NA
Hirundo rustica,NE,eBird,NA
Petrochelidon pyrrhonota,NE,eBird,NA
Petrochelidon fulva,NE,eBird,NA
Corthylio calendula,NE,eBird,NA
Regulus satrapa,NE,eBird,NA
Sitta carolinensis,NE,eBird,NA
Sitta pygmaea,NE,eBird,NA
Sitta pusilla,NE,eBird,NA
Sitta canadensis,NE,eBird,NA
Certhia americana,NE,eBird,NA
Polioptila caerulea,NE,eBird,NA
Salpinctes obsoletus,NE,eBird,NA
Catherpes mexicanus,NE,eBird,NA
Troglodytes aedon,NE,eBird,NA
Troglodytes pacificus,NE,eBird,NA
Troglodytes hiemalis,NE,eBird,NA
Cistothorus stellaris,NE,eBird,NA
Cistothorus palustris,NE,eBird,NA
Thryothorus ludovicianus,NE,eBird,NA
Thryomanes bewickii,NE,eBird,NA
Cinclus mexicanus,NE,eBird,NA
Sturnus vulgaris,NE,eBird,NA
Dumetella carolinensis,NE,eBird,NA
Toxostoma curvirostre,NE,eBird,NA
Toxostoma rufum,NE,eBird,NA
Oreoscoptes montanus,NE,eBird,NA
Mimus polyglottos,NE,eBird,NA
Sialia sialis,NE,eBird,NA
Sialia mexicana,NE,eBird,NA
Sialia currucoides,NE,eBird,NA
Myadestes townsendi,NE,eBird,NA
Ixoreus naevius,NE,eBird,NA
Catharus fuscescens,NE,eBird,NA
Catharus minimus,NE,eBird,NA
Catharus ustulatus,NE,eBird,NA
Catharus guttatus,NE,eBird,NA
Hylocichla mustelina,NE,eBird,NA
Turdus migratorius,NE,eBird,NA
Bombycilla garrulus,NE,eBird,NA
Bombycilla cedrorum,NE,eBird,NA
Phainopepla nitens,NE,eBird,NA
Euplectes franciscanus,NE,eBird,NA
Passer domesticus,NE,eBird,NA
Passer montanus,NE,eBird,NA
Anthus rubescens,NE,eBird,NA
Anthus spragueii,NE,eBird,NA
Fringilla montifringilla,NE,eBird,NA
Hesperiphona vespertina,NE,eBird,NA
Pinicola enucleator,NE,eBird,NA
Leucosticte tephrocotis,NE,eBird,NA
Leucosticte atrata,NE,eBird,NA
Haemorhous mexicanus,NE,eBird,NA
Haemorhous purpureus,NE,eBird,NA
Haemorhous cassinii,NE,eBird,NA
Acanthis flammea,NE,eBird,NA
Loxia curvirostra,NE,eBird,NA
Loxia leucoptera,NE,eBird,NA
Spinus pinus,NE,eBird,NA
Spinus psaltria,NE,eBird,NA
Spinus tristis,NE,eBird,NA
Calcarius lapponicus,NE,eBird,NA
Calcarius ornatus,NE,eBird,NA
Calcarius pictus,NE,eBird,NA
Rhynchophanes mccownii,NE,eBird,NA
Plectrophenax nivalis,NE,eBird,NA
Peucaea cassinii,NE,eBird,NA
Ammodramus savannarum,NE,eBird,NA
Spizella passerina,NE,eBird,NA
Spizella pallida,NE,eBird,NA
Spizella pusilla,NE,eBird,NA
Spizella breweri,NE,eBird,NA
Amphispiza bilineata,NE,eBird,NA
Chondestes grammacus,NE,eBird,NA
Calamospiza melanocorys,NE,eBird,NA
Spizelloides arborea,NE,eBird,NA
Passerella iliaca,NE,eBird,NA
Junco hyemalis,NE,eBird,NA
Zonotrichia leucophrys,NE,eBird,NA
Zonotrichia atricapilla,NE,eBird,NA
Zonotrichia querula,NE,eBird,NA
Zonotrichia albicollis,NE,eBird,NA
Artemisiospiza nevadensis,NE,eBird,NA
Pooecetes gramineus,NE,eBird,NA
Ammospiza leconteii,NE,eBird,NA
Ammospiza nelsoni,NE,eBird,NA
Passerculus sandwichensis,NE,eBird,NA
Centronyx bairdii,NE,eBird,NA
Centronyx henslowii,NE,eBird,NA
Melospiza melodia,NE,eBird,NA
Melospiza lincolnii,NE,eBird,NA
Melospiza georgiana,NE,eBird,NA
Pipilo chlorurus,NE,eBird,NA
Pipilo maculatus,NE,eBird,NA
Pipilo erythrophthalmus,NE,eBird,NA
Icteria virens,NE,eBird,NA
Xanthocephalus xanthocephalus,NE,eBird,NA
Dolichonyx oryzivorus,NE,eBird,NA
Sturnella neglecta,NE,eBird,NA
Sturnella magna,NE,eBird,NA
Icterus spurius,NE,eBird,NA
Icterus cucullatus,NE,eBird,NA
Icterus bullockii,NE,eBird,NA
Icterus galbula,NE,eBird,NA
Icterus parisorum,NE,eBird,NA
Agelaius phoeniceus,NE,eBird,NA
Molothrus ater,NE,eBird,NA
Euphagus carolinus,NE,eBird,NA
Euphagus cyanocephalus,NE,eBird,NA
Quiscalus quiscula,NE,eBird,NA
Quiscalus mexicanus,NE,eBird,NA
Seiurus aurocapilla,NE,eBird,NA
Helmitheros vermivorum,NE,eBird,NA
Parkesia motacilla,NE,eBird,NA
Parkesia noveboracensis,NE,eBird,NA
Vermivora chrysoptera,NE,eBird,NA
Vermivora cyanoptera,NE,eBird,NA
Mniotilta varia,NE,eBird,NA
Protonotaria citrea,NE,eBird,NA
Limnothlypis swainsonii,NE,eBird,NA
Leiothlypis peregrina,NE,eBird,NA
Leiothlypis celata,NE,eBird,NA
Leiothlypis ruficapilla,NE,eBird,NA
Leiothlypis virginiae,NE,eBird,NA
Oporornis agilis,NE,eBird,NA
Geothlypis tolmiei,NE,eBird,NA
Geothlypis philadelphia,NE,eBird,NA
Geothlypis formosa,NE,eBird,NA
Geothlypis trichas,NE,eBird,NA
Setophaga citrina,NE,eBird,NA
Setophaga ruticilla,NE,eBird,NA
Setophaga tigrina,NE,eBird,NA
Setophaga cerulea,NE,eBird,NA
Setophaga americana,NE,eBird,NA
Setophaga magnolia,NE,eBird,NA
Setophaga castanea,NE,eBird,NA
Setophaga fusca,NE,eBird,NA
Setophaga aestiva,NE,eBird,NA
Setophaga pensylvanica,NE,eBird,NA
Setophaga striata,NE,eBird,NA
Setophaga caerulescens,NE,eBird,NA
Setophaga palmarum,NE,eBird,NA
Setophaga pinus,NE,eBird,NA
Setophaga coronata,NE,eBird,NA
Setophaga dominica,NE,eBird,NA
Setophaga discolor,NE,eBird,NA
Setophaga graciae,NE,eBird,NA
Setophaga nigrescens,NE,eBird,NA
Setophaga townsendi,NE,eBird,NA
Setophaga occidentalis,NE,eBird,NA
Setophaga virens,NE,eBird,NA
Cardellina canadensis,NE,eBird,NA
Cardellina pusilla,NE,eBird,NA
Piranga flava,NE,eBird,NA
Piranga rubra,NE,eBird,NA
Piranga olivacea,NE,eBird,NA
Piranga ludoviciana,NE,eBird,NA
Cardinalis cardinalis,NE,eBird,NA
Pheucticus ludovicianus,NE,eBird,NA
Pheucticus melanocephalus,NE,eBird,NA
Passerina caerulea,NE,eBird,NA
Passerina amoena,NE,eBird,NA
Passerina cyanea,NE,eBird,NA
Passerina ciris,NE,eBird,NA
Spiza americana,NE,eBird,NA
Struthio camelus,NV,eBird,NA
Dromaius novaehollandiae,NV,eBird,NA
Dendrocygna autumnalis,NV,eBird,NA
Dendrocygna bicolor,NV,eBird,NA
Anser caerulescens,NV,eBird,NA
Anser rossii,NV,eBird,NA
Anser anser,NV,eBird,NA
Anser cygnoides,NV,eBird,NA
Anser albifrons,NV,eBird,NA
Branta bernicla,NV,eBird,NA
Branta hutchinsii,NV,eBird,NA
Branta canadensis,NV,eBird,NA
Cygnus olor,NV,eBird,NA
Cygnus atratus,NV,eBird,NA
Cygnus buccinator,NV,eBird,NA
Cygnus columbianus,NV,eBird,NA
Tadorna tadorna,NV,eBird,NA
Cairina moschata,NV,eBird,NA
Callonetta leucophrys,NV,eBird,NA
Aix sponsa,NV,eBird,NA
Aix galericulata,NV,eBird,NA
Spatula discors,NV,eBird,NA
Spatula cyanoptera,NV,eBird,NA
Spatula clypeata,NV,eBird,NA
Mareca strepera,NV,eBird,NA
Mareca penelope,NV,eBird,NA
Mareca americana,NV,eBird,NA
Anas platyrhynchos,NV,eBird,NA
Anas diazi,NV,eBird,NA
Anas acuta,NV,eBird,NA
Anas crecca,NV,eBird,NA
Aythya valisineria,NV,eBird,NA
Aythya americana,NV,eBird,NA
Aythya collaris,NV,eBird,NA
Aythya marila,NV,eBird,NA
Aythya affinis,NV,eBird,NA
Somateria spectabilis,NV,eBird,NA
Histrionicus histrionicus,NV,eBird,NA
Melanitta perspicillata,NV,eBird,NA
Melanitta deglandi,NV,eBird,NA
Melanitta americana,NV,eBird,NA
Clangula hyemalis,NV,eBird,NA
Bucephala albeola,NV,eBird,NA
Bucephala clangula,NV,eBird,NA
Bucephala islandica,NV,eBird,NA
Lophodytes cucullatus,NV,eBird,NA
Mergus merganser,NV,eBird,NA
Mergus serrator,NV,eBird,NA
Oxyura jamaicensis,NV,eBird,NA
Numida meleagris,NV,eBird,NA
Oreortyx pictus,NV,eBird,NA
Colinus virginianus,NV,eBird,NA
Callipepla californica,NV,eBird,NA
Callipepla gambelii,NV,eBird,NA
Meleagris gallopavo,NV,eBird,NA
Bonasa umbellus,NV,eBird,NA
Centrocercus urophasianus,NV,eBird,NA
Dendragapus obscurus,NV,eBird,NA
Dendragapus fuliginosus,NV,eBird,NA
Tympanuchus phasianellus,NV,eBird,NA
Perdix perdix,NV,eBird,NA
Phasianus colchicus,NV,eBird,NA
Pavo cristatus,NV,eBird,NA
Gallus gallus,NV,eBird,NA
Tetraogallus himalayensis,NV,eBird,NA
Alectoris chukar,NV,eBird,NA
Columba livia,NV,eBird,NA
Patagioenas fasciata,NV,eBird,NA
Ectopistes migratorius,NV,eBird,NA
Streptopelia decaocto,NV,eBird,NA
Streptopelia roseogrisea,NV,eBird,NA
Columbina inca,NV,eBird,NA
Columbina passerina,NV,eBird,NA
Columbina talpacoti,NV,eBird,NA
Zenaida asiatica,NV,eBird,NA
Zenaida macroura,NV,eBird,NA
Crotophaga sulcirostris,NV,eBird,NA
Geococcyx californianus,NV,eBird,NA
Coccyzus americanus,NV,eBird,NA
Chordeiles acutipennis,NV,eBird,NA
Chordeiles minor,NV,eBird,NA
Phalaenoptilus nuttallii,NV,eBird,NA
Antrostomus carolinensis,NV,eBird,NA
Antrostomus arizonae,NV,eBird,NA
Cypseloides niger,NV,eBird,NA
Chaetura vauxi,NV,eBird,NA
Aeronautes saxatalis,NV,eBird,NA
Eugenes fulgens,NV,eBird,NA
Archilochus colubris,NV,eBird,NA
Archilochus alexandri,NV,eBird,NA
Calypte anna,NV,eBird,NA
Calypte costae,NV,eBird,NA
Selasphorus calliope,NV,eBird,NA
Selasphorus rufus,NV,eBird,NA
Selasphorus platycercus,NV,eBird,NA
Cynanthus latirostris,NV,eBird,NA
Rallus obsoletus,NV,eBird,NA
Rallus limicola,NV,eBird,NA
Porzana carolina,NV,eBird,NA
Gallinula galeata,NV,eBird,NA
Fulica americana,NV,eBird,NA
Porphyrio martinica,NV,eBird,NA
