"scientific_name","common_name","state_code","designation","source","source_url"
"Paulownia tomentosa  (Thunb.)","princesstree","KY","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","OR","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","NH","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","VA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","OH","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","DE","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","MD","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","NJ","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","NY","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","WV","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","DC","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","WA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","RI","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","SC","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Paulownia tomentosa  (Thunb.)","princesstree","TN","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2426"
"Imperata cylindrica  (L.)","cogongrass","AL","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2433"
"Imperata cylindrica  (L.)","cogongrass","FL","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2433"
"Imperata cylindrica  (L.)","cogongrass","GA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2433"
"Imperata cylindrica  (L.)","cogongrass","VA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2433"
"Imperata cylindrica  (L.)","cogongrass","SC","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2433"
"Imperata cylindrica  (L.)","cogongrass","TN","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2433"
"Solanum viarum  Dunal","tropical soda apple","AL","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2446"
"Solanum viarum  Dunal","tropical soda apple","FL","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2446"
"Solanum viarum  Dunal","tropical soda apple","GA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2446"
"Solanum viarum  Dunal","tropical soda apple","TN","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2446"
"Solanum viarum  Dunal","tropical soda apple","VA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2446"
"Phelipanche aegyptiaca  (Pers.) Pomel","Egyptian broomrape","CA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2447"
"Orobanche minor  Smith","small broomrape","GA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2450"
"Orobanche minor  Smith","small broomrape","OR","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2450"
"Orobanche minor  Smith","small broomrape","WA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2450"
"Orobanche minor  Smith","small broomrape","ID","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2450"
"Populus tremuloides","quaking aspen","WI","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2758"
"Alternanthera philoxeroides  (Mart.)","alligatorweed","AL","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2779"
"Alternanthera philoxeroides  (Mart.)","alligatorweed","CA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2779"
"Alternanthera philoxeroides  (Mart.)","alligatorweed","FL","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2779"
"Alternanthera philoxeroides  (Mart.)","alligatorweed","GA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2779"
"Alternanthera philoxeroides  (Mart.)","alligatorweed","KY","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2779"
"Alternanthera philoxeroides  (Mart.)","alligatorweed","VA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2779"
"Alternanthera philoxeroides  (Mart.)","alligatorweed","SC","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2779"
"Alternanthera philoxeroides  (Mart.)","alligatorweed","TN","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2779"
"Alternanthera philoxeroides  (Mart.)","alligatorweed","WV","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2779"
"Melaleuca quinquenervia  (Cav.) Blake","melaleuca","FL","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2783"
"Melaleuca quinquenervia  (Cav.) Blake","melaleuca","WA","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2783"
"Salvinia molesta","giant salvinia","AL","Invasive","Invasive Plant Atlas of the United States","https://www.invasiveplantatlas.org/subject.cfm?sub=2785"
