scientific_name,state_code,native_status
Hydrocotyle verticillata,FL,Native
Acoelorrhaphe wrightii,FL,Native
Coccothrinax argentata,FL,Native
Pseudophoenix sargentii,FL,Native
Rhapidophyllum hystrix,FL,Native
Roystonea elata,FL,Native
Sabal etonia,FL,Native
Sabal minor,FL,Native
Sabal palmetto,FL,Native
Serenoa repens,FL,Native
Thrinax morrisii,FL,Native
Thrinax radiata,FL,Native
Aristolochia pentandra,FL,Native
Endodeca serpentaria,FL,Native
Hexastylis arifolia,FL,Native
Isotrema tomentosum,FL,Native
Asplenium abscissum,FL,Native
Asplenium ×biscaynianum,FL,Native
Asplenium cristatum,FL,Native
Asplenium ×curtissii,FL,Native
Asplenium dentatum,FL,Native
Asplenium erosum,FL,Native
Asplenium heterochroum,FL,Native
Asplenium ×heteroresiliens,FL,Native
Asplenium monanthes,FL,Native
Asplenium platyneuron,FL,Native
Asplenium plenum,FL,Native
Asplenium pumilum,FL,Native
Asplenium resiliens,FL,Native
Asplenium serratum,FL,Native
Asplenium trichomanes,FL,Native
Asplenium verecundum,FL,Native
Acanthospermum hispidum,FL,Native
Achillea millefolium,FL,Native
Acmella repens,FL,Native
Ageratina altissima,FL,Native
Ageratina aromatica,FL,Native
Ageratina jucunda,FL,Native
Ageratum conyzoides,FL,Native
Ageratum maritimum,FL,Native
Ambrosia artemisiifolia,FL,Native
Ambrosia hispida,FL,Native
Ambrosia psilostachya,FL,Native
Ambrosia trifida,FL,Native
Ampelaster carolinianus,FL,Native
Antennaria plantaginifolia,FL,Native
Aphanostephus skirrhobasis,FL,Native
Arnica acaulis,FL,Native
Arnoglossum album,FL,Native
Arnoglossum atriplicifolium,FL,Native
Arnoglossum diversifolium,FL,Native
Arnoglossum floridanum,FL,Native
Arnoglossum ovatum,FL,Native
Arnoglossum sulcatum,FL,Native
Artemisia campestris,FL,Native
Artemisia ludoviciana,FL,Native
Artemisia stelleriana,FL,Native
Baccharis angustifolia,FL,Native
Baccharis dioica,FL,Native
Baccharis glomeruliflora,FL,Native
Baccharis halimifolia,FL,Native
Balduina angustifolia,FL,Native
Balduina atropurpurea,FL,Native
Balduina uniflora,FL,Native
Berlandiera ×humilis,FL,Native
Berlandiera pumila,FL,Native
Berlandiera subacaulis,FL,Native
Bidens aristosa,FL,Native
Bidens bipinnata,FL,Native
Bidens discoidea,FL,Native
Bidens frondosa,FL,Native
Bidens laevis,FL,Native
Bidens mitis,FL,Native
Bidens pilosa,FL,Native
Bidens trichosperma,FL,Native
Bigelowia nudata,FL,Native
Bigelowia nuttallii,FL,Native
Boltonia apalachicolensis,FL,Native
Boltonia asteroides,FL,Native
Boltonia diffusa,FL,Native
Borrichia arborescens,FL,Native
Borrichia ×cubana,FL,Native
Borrichia frutescens,FL,Native
Bradburia pilosa,FL,Native
Brickellia cordifolia,FL,Native
Brickellia eupatorioides,FL,Native
Brintonia discoidea,FL,Native
Calyptocarpus vialis,FL,Native
Carphephorus carnosus,FL,Native
Carphephorus corymbosus,FL,Native
Carphephorus odoratissimus,FL,Native
Carphephorus paniculatus,FL,Native
Carphephorus pseudoliatris,FL,Native
Chaptalia albicans,FL,Native
Chaptalia tomentosa,FL,Native
Chromolaena frustrata,FL,Native
Chromolaena ivifolia,FL,Native
Chromolaena odorata,FL,Native
Chrysogonum virginianum,FL,Native
Chrysoma pauciflosculosa,FL,Native
Chrysopsis delaneyi,FL,Native
Chrysopsis floridana,FL,Native
Chrysopsis godfreyi,FL,Native
Chrysopsis gossypina,FL,Native
Chrysopsis highlandsensis,FL,Native
Chrysopsis lanuginosa,FL,Native
Chrysopsis latisquamea,FL,Native
Chrysopsis linearifolia,FL,Native
Chrysopsis mariana,FL,Native
Chrysopsis scabrella,FL,Native
Chrysopsis subulata,FL,Native
Cirsium altissimum,FL,Native
Cirsium horridulum,FL,Native
Cirsium lecontei,FL,Native
Cirsium muticum,FL,Native
Cirsium nuttallii,FL,Native
Cirsium virginianum,FL,Native
Conoclinium coelestinum,FL,Native
Coreopsis auriculata,FL,Native
Coreopsis basalis,FL,Native
Coreopsis falcata,FL,Native
Coreopsis floridana,FL,Native
Coreopsis gladiata,FL,Native
Coreopsis grandiflora,FL,Native
Coreopsis integrifolia,FL,Native
Coreopsis lanceolata,FL,Native
Coreopsis leavenworthii,FL,Native
Coreopsis linifolia,FL,Native
Coreopsis major,FL,Native
Coreopsis nudata,FL,Native
Coreopsis nuecensis,FL,Native
Coreopsis pubescens,FL,Native
Coreopsis tinctoria,FL,Native
Coreopsis tripteris,FL,Native
Croptilon divaricatum,FL,Native
Doellingeria infirma,FL,Native
Doellingeria sericocarpoides,FL,Native
Doellingeria umbellata,FL,Native
Dracopis amplexicaulis,FL,Native
Echinacea purpurea,FL,Native
Eclipta prostrata,FL,Native
Elephantopus carolinianus,FL,Native
Elephantopus elatus,FL,Native
Elephantopus nudatus,FL,Native
Elephantopus tomentosus,FL,Native
Erigeron annuus,FL,Native
Erigeron bellioides,FL,Native
Erigeron bonariensis,FL,Native
Erigeron laevigatus,FL,Native
Erigeron philadelphicus,FL,Native
Erigeron pulchellus,FL,Native
Erigeron quercifolius,FL,Native
Erigeron strigosus,FL,Native
Erigeron tenuis,FL,Native
Erigeron vernus,FL,Native
Eupatorium album,FL,Native
Eupatorium altissimum,FL,Native
Eupatorium anomalum,FL,Native
Eupatorium capillifolium,FL,Native
Eupatorium compositifolium,FL,Native
Eupatorium ×cordigerum,FL,Native
Eupatorium hyssopifolium,FL,Native
Eupatorium leptophyllum,FL,Native
Eupatorium leucolepis,FL,Native
Eupatorium linearifolium,FL,Native
Eupatorium mikanioides,FL,Native
Eupatorium mohrii,FL,Native
Eupatorium perfoliatum,FL,Native
Eupatorium petaloideum,FL,Native
Eupatorium pilosum,FL,Native
Eupatorium ×pinnatifidum,FL,Native
Eupatorium rotundifolium,FL,Native
Eupatorium semiserratum,FL,Native
Eupatorium serotinum,FL,Native
Eupatorium ×truncatum,FL,Native
Eurybia eryngiifolia,FL,Native
Eurybia hemispherica,FL,Native
Eurybia paludosa,FL,Native
Eurybia spinulosa,FL,Native
Euthamia caroliniana,FL,Native
Euthamia graminifolia,FL,Native
Eutrochium fistulosum,FL,Native
Eutrochium purpureum,FL,Native
Flaveria bidentis,FL,Native
Flaveria floridana,FL,Native
Flaveria linearis,FL,Native
Flaveria trinervia,FL,Native
Fleischmannia incarnata,FL,Native
Gaillardia aestivalis,FL,Native
Gaillardia pulchella,FL,Native
Gamochaeta chionesthes,FL,Native
Gamochaeta coarctata,FL,Native
Gamochaeta purpurea,FL,Native
Garberia heterophylla,FL,Native
Hartwrightia floridana,FL,Native
Hasteola robertiorum,FL,Native
Helenium amarum,FL,Native
Helenium autumnale,FL,Native
Helenium brevifolium,FL,Native
Helenium flexuosum,FL,Native
Helenium pinnatifidum,FL,Native
Helenium vernale,FL,Native
Helianthus agrestis,FL,Native
Helianthus angustifolius,FL,Native
Helianthus annuus,FL,Native
Helianthus argophyllus,FL,Native
Helianthus atrorubens,FL,Native
Helianthus carnosus,FL,Native
Helianthus debilis,FL,Native
Helianthus divaricatus,FL,Native
Helianthus floridanus,FL,Native
Helianthus ×glaucus,FL,Native
Helianthus heterophyllus,FL,Native
Helianthus hirsutus,FL,Native
Helianthus microcephalus,FL,Native
Helianthus occidentalis,FL,Native
Helianthus radula,FL,Native
Helianthus resinosus,FL,Native
Helianthus simulans,FL,Native
Helianthus strumosus,FL,Native
Helianthus tuberosus,FL,Native
Heliopsis gracilis,FL,Native
Heterotheca subaxillaris,FL,Native
Hieracium gronovii,FL,Native
Hieracium megacephalon,FL,Native
Hieracium venosum,FL,Native
Hymenopappus scabiosaeus,FL,Native
Ionactis linariifolia,FL,Native
Iva annua,FL,Native
Iva asperifolia,FL,Native
Iva frutescens,FL,Native
Iva imbricata,FL,Native
Iva microcephala,FL,Native
Koanophyllon villosum,FL,Native
Krigia caespitosa,FL,Native
Krigia dandelion,FL,Native
Krigia virginica,FL,Native
Lactuca canadensis,FL,Native
Lactuca floridana,FL,Native
Lactuca graminifolia,FL,Native
Launaea intybacea,FL,Native
Liatris aspera,FL,Native
Liatris chapmanii,FL,Native
Liatris earlei,FL,Native
Liatris elegans,FL,Native
Liatris elegantula,FL,Native
Liatris garberi,FL,Native
Liatris gracilis,FL,Native
Liatris laevigata,FL,Native
Liatris ohlingerae,FL,Native
Liatris patens,FL,Native
Liatris pauciflora,FL,Native
Liatris provincialis,FL,Native
Liatris spicata,FL,Native
Liatris squarrosa,FL,Native
Liatris tenuifolia,FL,Native
Lygodesmia aphylla,FL,Native
Marshallia graminifolia,FL,Native
Marshallia obovata,FL,Native
Marshallia ramosa,FL,Native
Melampodium divaricatum,FL,Native
Melanthera angustifolia,FL,Native
Melanthera nivea,FL,Native
Melanthera parvifolia,FL,Native
Mikania batatifolia,FL,Native
Mikania cordifolia,FL,Native
Mikania micrantha,FL,Native
Mikania scandens,FL,Native
Nabalus autumnalis,FL,Native
Nabalus serpentarius,FL,Native
Oclemena reticulata,FL,Native
Packera anonyma,FL,Native
Packera aurea,FL,Native
Packera glabella,FL,Native
Packera obovata,FL,Native
Packera paupercula,FL,Native
Palafoxia feayi,FL,Native
Palafoxia integrifolia,FL,Native
Palafoxia texana,FL,Native
Parthenium hysterophorus,FL,Native
Pectis ×floridana,FL,Native
Pectis glaucescens,FL,Native
Pectis humifusa,FL,Native
Pectis linearifolia,FL,Native
Pectis prostrata,FL,Native
Phoebanthus grandiflorus,FL,Native
Phoebanthus tenuifolius,FL,Native
Pityopsis aspera,FL,Native
Pityopsis falcata,FL,Native
Pityopsis flexuosa,FL,Native
Pityopsis graminifolia,FL,Native
Pityopsis oligantha,FL,Native
Pluchea baccharis,FL,Native
Pluchea camphorata,FL,Native
Pluchea carolinensis,FL,Native
Pluchea foetida,FL,Native
Pluchea longifolia,FL,Native
Pluchea odorata,FL,Native
Polymnia laevigata,FL,Native
Pseudelephantopus spicatus,FL,Native
Pseudognaphalium domingense,FL,Native
Pseudognaphalium helleri,FL,Native
Pseudognaphalium obtusifolium,FL,Native
Pterocaulon pycnostachyum,FL,Native
Pyrrhopappus carolinianus,FL,Native
Pyrrhopappus pauciflorus,FL,Native
Ratibida columnifera,FL,Native
Ratibida pinnata,FL,Native
Rayjacksonia phyllocephala,FL,Native
Rudbeckia auriculata,FL,Native
Rudbeckia fulgida,FL,Native
Rudbeckia graminifolia,FL,Native
Rudbeckia hirta,FL,Native
Rudbeckia laciniata,FL,Native
Rudbeckia mohrii,FL,Native
Rudbeckia mollis,FL,Native
Rudbeckia nitida,FL,Native
Rudbeckia triloba,FL,Native
Sachsia polycephala,FL,Native
Sclerolepis uniflora,FL,Native
Senecio hieraciifolius,FL,Native
Sericocarpus asteroides,FL,Native
Sericocarpus tortifolius,FL,Native
Silphium asteriscus,FL,Native
Silphium compositum,FL,Native
Smallanthus uvedalia,FL,Native
Solidago altissima,FL,Native
Solidago arguta,FL,Native
Solidago auriculata,FL,Native
Solidago brachyphylla,FL,Native
Solidago caesia,FL,Native
Solidago fistulosa,FL,Native
Solidago flaccidifolia,FL,Native
Solidago gigantea,FL,Native
Solidago gracillima,FL,Native
Solidago latissimifolia,FL,Native
Solidago leavenworthii,FL,Native
Solidago nemoralis,FL,Native
Solidago odora,FL,Native
Solidago petiolaris,FL,Native
Solidago puberula,FL,Native
Solidago rugosa,FL,Native
Solidago salicina,FL,Native
Solidago sempervirens,FL,Native
Solidago tarda,FL,Native
Solidago tortifolia,FL,Native
Solidago ulmifolia,FL,Native
Solidago virgata,FL,Native
Stokesia laevis,FL,Native
Symphyotrichum adnatum,FL,Native
Symphyotrichum bahamense,FL,Native
Symphyotrichum chapmanii,FL,Native
Symphyotrichum concolor,FL,Native
Symphyotrichum cordifolium,FL,Native
Symphyotrichum dumosum,FL,Native
Symphyotrichum elliottii,FL,Native
Symphyotrichum expansum,FL,Native
Symphyotrichum fontinale,FL,Native
Symphyotrichum georgianum,FL,Native
Symphyotrichum kralii,FL,Native
Symphyotrichum laeve,FL,Native
Symphyotrichum lanceolatum,FL,Native
Symphyotrichum lateriflorum,FL,Native
Symphyotrichum oolentangiense,FL,Native
Symphyotrichum patens,FL,Native
Symphyotrichum pilosum,FL,Native
Symphyotrichum plumosum,FL,Native
Symphyotrichum praealtum,FL,Native
Symphyotrichum pratense,FL,Native
Symphyotrichum puniceum,FL,Native
Symphyotrichum racemosum,FL,Native
Symphyotrichum shortii,FL,Native
Symphyotrichum subulatum,FL,Native
Symphyotrichum tenuifolium,FL,Native
Symphyotrichum undulatum,FL,Native
Symphyotrichum urophyllum,FL,Native
Symphyotrichum walteri,FL,Native
Synedrella nodiflora,FL,Native
Tetragonotheca helianthoides,FL,Native
Thymophylla tenuiloba,FL,Native
Tridax procumbens,FL,Native
Verbesina alternifolia,FL,Native
Verbesina aristata,FL,Native
Verbesina chapmanii,FL,Native
Verbesina encelioides,FL,Native
Verbesina heterophylla,FL,Native
Verbesina occidentalis,FL,Native
Verbesina virginica,FL,Native
Vernonia acaulis,FL,Native
Vernonia angustifolia,FL,Native
Vernonia blodgettii,FL,Native
Vernonia ×concinna,FL,Native
Vernonia gigantea,FL,Native
Vernonia ×illinoensis,FL,Native
Vernonia missurica,FL,Native
Vernonia noveboracensis,FL,Native
Xanthium strumarium,FL,Native
Athyrium asplenioides,FL,Native
Impatiens capensis,FL,Native
Anredera vesicaria,FL,Native
Batis maritima,FL,Native
Podophyllum peltatum,FL,Native
Alnus serrulata,FL,Native
Betula nigra,FL,Native
Carpinus caroliniana,FL,Native
Ostrya virginiana,FL,Native
Amphitecna latifolia,FL,Native
Bignonia aequinoctialis,FL,Native
Bignonia capreolata,FL,Native
Campsis radicans,FL,Native
Catalpa bignonioides,FL,Native
Crescentia cujete,FL,Native
Macfadyena unguis-cati,FL,Native
Tabebuia heterophylla,FL,Native
Tecoma stans,FL,Native
Blechnum appendiculatum,FL,Native
Blechnum serrulatum,FL,Native
Woodwardia areolata,FL,Native
Woodwardia virginica,FL,Native
Argusia gnaphalodes,FL,Native
Bourreria cassinifolia,FL,Native
Bourreria radula,FL,Native
Bourreria succulenta,FL,Native
Cordia bahamensis,FL,Native
Cordia globosa,FL,Native
Cynoglossum virginianum,FL,Native
Heliotropium angiospermum,FL,Native
Heliotropium curassavicum,FL,Native
Heliotropium fruticosum,FL,Native
Heliotropium indicum,FL,Native
Heliotropium polyphyllum,FL,Native
Lithospermum caroliniense,FL,Native
Lithospermum incisum,FL,Native
Lithospermum tuberosum,FL,Native
Lithospermum virginianum,FL,Native
Myosotis macrosperma,FL,Native
Myosotis verna,FL,Native
Nama jamaicense,FL,Native
Nemophila aphylla,FL,Native
Tournefortia hirsutissima,FL,Native
Tournefortia volubilis,FL,Native
Borodinia canadensis,FL,Native
Cakile constricta,FL,Native
Cakile edentula,FL,Native
Cakile lanceolata,FL,Native
Cardamine bulbosa,FL,Native
Cardamine concatenata,FL,Native
Cardamine longii,FL,Native
Cardamine parviflora,FL,Native
Cardamine pensylvanica,FL,Native
Descurainia pinnata,FL,Native
Draba brachycarpa,FL,Native
Draba cuneifolia,FL,Native
Lepidium densiflorum,FL,Native
Lepidium virginicum,FL,Native
Nasturtium floridanum,FL,Native
Planodes virginicum,FL,Native
Rorippa aquatica,FL,Native
Rorippa palustris,FL,Native
Rorippa sessiliflora,FL,Native
Rorippa teres,FL,Native
Warea amplexifolia,FL,Native
Warea carteri,FL,Native
Warea cuneifolia,FL,Native
Warea sessilifolia,FL,Native
Bromelia pinguin,FL,Native
Catopsis berteroniana,FL,Native
Catopsis floribunda,FL,Native
Catopsis nutans,FL,Native
Guzmania monostachia,FL,Native
Tillandsia balbisiana,FL,Native
Tillandsia bartramii,FL,Native
Tillandsia fasciculata,FL,Native
Tillandsia flexuosa,FL,Native
Tillandsia ×floridana,FL,Native
Tillandsia paucifolia,FL,Native
Tillandsia pruinosa,FL,Native
Tillandsia recurvata,FL,Native
Tillandsia setacea,FL,Native
Tillandsia simulata,FL,Native
Tillandsia ×smalliana,FL,Native
Tillandsia usneoides,FL,Native
Tillandsia utriculata,FL,Native
Tillandsia variabilis,FL,Native
Apteria aphylla,FL,Native
Burmannia biflora,FL,Native
Burmannia capitata,FL,Native
Burmannia flava,FL,Native
Bursera simaruba,FL,Native
Pachysandra procumbens,FL,Native
Brasenia schreberi,FL,Native
Cabomba caroliniana,FL,Native
Acanthocereus tetragonus,FL,Native
Consolea corallicola,FL,Native
Harrisia aboriginum,FL,Native
Harrisia fragrans,FL,Native
Harrisia simpsonii,FL,Native
Opuntia abjecta,FL,Native
Opuntia ammophila,FL,Native
Opuntia austrina,FL,Native
Opuntia humifusa,FL,Native
Opuntia ochrocentra,FL,Native
Opuntia pusilla,FL,Native
Opuntia stricta,FL,Native
Pereskia aculeata,FL,Native
Pilosocereus polygonus,FL,Native
Rhipsalis baccifera,FL,Native
Calophyllum antillanum,FL,Native
Calycanthus floridus,FL,Native
Campanula floridana,FL,Native
Campanula robinsiae,FL,Native
Campanulastrum americanum,FL,Native
Hippobroma longiflora,FL,Native
Lobelia amoena,FL,Native
Lobelia boykinii,FL,Native
Lobelia brevifolia,FL,Native
Lobelia cardinalis,FL,Native
Lobelia feayana,FL,Native
Lobelia flaccidifolia,FL,Native
Lobelia floridana,FL,Native
Lobelia glandulosa,FL,Native
Lobelia homophylla,FL,Native
Lobelia nuttallii,FL,Native
Lobelia paludosa,FL,Native
Lobelia puberula,FL,Native
Lobelia ×rogersii,FL,Native
Triodanis perfoliata,FL,Native
Canella winterana,FL,Native
Celtis ehrenbergiana,FL,Native
Celtis iguanaea,FL,Native
Celtis laevigata,FL,Native
Celtis tenuifolia,FL,Native
Trema lamarckiana,FL,Native
Trema micrantha,FL,Native
Canna flaccida,FL,Native
Canna glauca,FL,Native
Cynophalla flexuosa,FL,Native
Quadrella jamaicensis,FL,Native
Lonicera sempervirens,FL,Native
Symphoricarpos orbiculatus,FL,Native
Arenaria lanuginosa,FL,Native
Minuartia caroliniana,FL,Native
Minuartia godfreyi,FL,Native
Paronychia americana,FL,Native
Paronychia baldwinii,FL,Native
Paronychia chartacea,FL,Native
Paronychia erecta,FL,Native
Paronychia fastigiata,FL,Native
Paronychia herniarioides,FL,Native
Paronychia patula,FL,Native
Paronychia rugelii,FL,Native
Sagina decumbens,FL,Native
Silene antirrhina,FL,Native
Silene caroliniana,FL,Native
Silene catesbaei,FL,Native
Silene regia,FL,Native
Silene virginica,FL,Native
Spergularia marina,FL,Native
Stellaria cuspidata,FL,Native
Stellaria pubera,FL,Native
Stipulicida setacea,FL,Native
Crossopetalum ilicifolium,FL,Native
Crossopetalum rhacoma,FL,Native
Euonymus americanus,FL,Native
Euonymus atropurpureus,FL,Native
Gyminda latifolia,FL,Native
Hippocratea volubilis,FL,Native
Schaefferia frutescens,FL,Native
Ceratophyllum demersum,FL,Native
Ceratophyllum echinatum,FL,Native
Chrysobalanus icaco,FL,Native
Licania michauxii,FL,Native
Crocanthemum arenicola,FL,Native
Crocanthemum carolinianum,FL,Native
Crocanthemum corymbosum,FL,Native
Crocanthemum georgianum,FL,Native
Crocanthemum nashii,FL,Native
Crocanthemum rosmarinifolium,FL,Native
Lechea cernua,FL,Native
Lechea deckertii,FL,Native
Lechea divaricata,FL,Native
Lechea lakelae,FL,Native
Lechea minor,FL,Native
Lechea mucronata,FL,Native
Lechea pulchella,FL,Native
Lechea sessiliflora,FL,Native
Lechea tenuifolia,FL,Native
Lechea torreyi,FL,Native
Arivela viscosa,FL,Native
Polanisia tenuifolia,FL,Native
Clethra alnifolia,FL,Native
Clusia rosea,FL,Native
Uvularia floridana,FL,Native
Uvularia perfoliata,FL,Native
Uvularia sessilifolia,FL,Native
Bucida buceras,FL,Native
Bucida molinetii,FL,Native
Conocarpus erectus,FL,Native
Laguncularia racemosa,FL,Native
Callisia cordifolia,FL,Native
Callisia graminea,FL,Native
Callisia ornata,FL,Native
Callisia repens,FL,Native
Callisia rosea,FL,Native
Commelina diffusa,FL,Native
Commelina erecta,FL,Native
Commelina virginica,FL,Native
Tradescantia hirsutiflora,FL,Native
Tradescantia ohiensis,FL,Native
Tradescantia paludosa,FL,Native
Tradescantia roseolens,FL,Native
Tradescantia subaspera,FL,Native
Aniseia martinicensis,FL,Native
Bonamia grandiflora,FL,Native
Calystegia catesbeiana,FL,Native
Cuscuta americana,FL,Native
Cuscuta compacta,FL,Native
Cuscuta exaltata,FL,Native
Cuscuta gronovii,FL,Native
Cuscuta indecora,FL,Native
Cuscuta obtusiflora,FL,Native
Cuscuta pentagona,FL,Native
Cuscuta umbellata,FL,Native
Dichondra carolinensis,FL,Native
Dichondra micrantha,FL,Native
Evolvulus convolvuloides,FL,Native
Evolvulus grisebachii,FL,Native
Evolvulus sericeus,FL,Native
Ipomoea alba,FL,Native
Ipomoea cordatotriloba,FL,Native
Ipomoea hederacea,FL,Native
Ipomoea hederifolia,FL,Native
Ipomoea imperati,FL,Native
Ipomoea indica,FL,Native
Ipomoea lacunosa,FL,Native
Ipomoea ×leucantha,FL,Native
Ipomoea macrorhiza,FL,Native
Ipomoea microdactyla,FL,Native
Ipomoea nil,FL,Native
Ipomoea pandurata,FL,Native
Ipomoea pes-caprae,FL,Native
Ipomoea sagittata,FL,Native
Ipomoea tenuissima,FL,Native
Ipomoea triloba,FL,Native
Ipomoea violacea,FL,Native
Ipomoea wrightii,FL,Native
Jacquemontia curtissii,FL,Native
Jacquemontia havanensis,FL,Native
Jacquemontia pentanthos,FL,Native
Jacquemontia reclinata,FL,Native
Jacquemontia tamnifolia,FL,Native
