scientific_name,state_code,native_status
Salix ×fragilis,NH,Introduced
Salix ×jesupii,NH,Introduced
Salix ×meyeriana,NH,Introduced
Salix purpurea,NH,Introduced
Salix ×sepulcralis,NH,Introduced
Salix viminalis,NH,Introduced
Acer ginnala,NH,Introduced
Acer platanoides,NH,Introduced
Verbascum blattaria,NH,Introduced
Verbascum lychnitis,NH,Introduced
Verbascum nigrum,NH,Introduced
Verbascum thapsus,NH,Introduced
Ailanthus altissima,NH,Introduced
Datura stramonium,NH,Introduced
Hyoscyamus niger,NH,Introduced
Lycium barbarum,NH,Introduced
Lycium chinense,NH,Introduced
Nicandra physalodes,NH,Introduced
Nicotiana longiflora,NH,Introduced
Petunia integrifolia,NH,Introduced
Solanum dulcamara,NH,Introduced
Solanum lycopersicum,NH,Introduced
Solanum physalifolium,NH,Introduced
Solanum tuberosum,NH,Introduced
Daphne mezereum,NH,Introduced
Tropaeolum majus,NH,Introduced
Typha angustifolia,NH,Introduced
Typha ×glauca,NH,Introduced
Ulmus pumila,NH,Introduced
Urtica urens,NH,Introduced
Valeriana officinalis,NH,Introduced
Viola arvensis,NH,Introduced
Viola tricolor,NH,Introduced
Ampelopsis glandulosa,NH,Introduced
Vitis vinifera,NH,Introduced
Chenopodium album,NH,Introduced
Calystegia sepium,NH,Introduced
Poa pratensis,NH,Introduced
Fragaria vesca,NH,Introduced
Justicia americana,NJ,Native
Ruellia caroliniensis,NJ,Native
Ruellia strepens,NJ,Native
Acorus americanus,NJ,Native
Sambucus racemosa,NJ,Native
Viburnum acerifolium,NJ,Native
Viburnum dentatum,NJ,Native
Viburnum lantanoides,NJ,Native
Viburnum lentago,NJ,Native
Viburnum nudum,NJ,Native
Viburnum prunifolium,NJ,Native
Viburnum rafinesquianum,NJ,Native
Viburnum recognitum,NJ,Native
Yucca flaccida,NJ,Native
Sesuvium maritimum,NJ,Native
Sesuvium portulacastrum,NJ,Native
Trianthema portulacastrum,NJ,Native
Alisma subcordatum,NJ,Native
Alisma triviale,NJ,Native
Helanthium tenellum,NJ,Native
Sagittaria australis,NJ,Native
Sagittaria calycina,NJ,Native
Sagittaria cuneata,NJ,Native
Sagittaria engelmanniana,NJ,Native
Sagittaria filiformis,NJ,Native
Sagittaria graminea,NJ,Native
Sagittaria latifolia,NJ,Native
Sagittaria rigida,NJ,Native
Sagittaria spathulata,NJ,Native
Sagittaria subulata,NJ,Native
Sagittaria teres,NJ,Native
Allium canadense,NJ,Native
Allium schoenoprasum,NJ,Native
Allium tricoccum,NJ,Native
Liquidambar styraciflua,NJ,Native
Amaranthus albus,NJ,Native
Amaranthus arenicola,NJ,Native
Amaranthus blitoides,NJ,Native
Amaranthus cannabinus,NJ,Native
Amaranthus crassipes,NJ,Native
Amaranthus palmeri,NJ,Native
Amaranthus pumilus,NJ,Native
Amaranthus spinosus,NJ,Native
Amaranthus tricolor,NJ,Native
Amaranthus tuberculatus,NJ,Native
Atriplex dioica,NJ,Native
Atriplex mucronata,NJ,Native
Blitum capitatum,NJ,Native
Celosia argentea,NJ,Native
Chenopodiastrum simplex,NJ,Native
Chenopodium berlandieri,NJ,Native
Chenopodium desiccatum,NJ,Native
Chenopodium pratericola,NJ,Native
Chenopodium standleyanum,NJ,Native
Chenopodium strictum,NJ,Native
Corispermum americanum,NJ,Native
Cycloloma atriplicifolium,NJ,Native
Froelichia floridana,NJ,Native
Froelichia gracilis,NJ,Native
Oxybasis rubra,NJ,Native
Salicornia bigelovii,NJ,Native
Salicornia depressa,NJ,Native
Sarcocornia ambigua,NJ,Native
Suaeda calceoliformis,NJ,Native
Suaeda linearis,NJ,Native
Suaeda rolandii,NJ,Native
Rhus aromatica,NJ,Native
Rhus copallinum,NJ,Native
Rhus glabra,NJ,Native
Rhus typhina,NJ,Native
Toxicodendron pubescens,NJ,Native
Toxicodendron radicans,NJ,Native
Toxicodendron vernix,NJ,Native
Asimina triloba,NJ,Native
Angelica atropurpurea,NJ,Native
Angelica venenosa,NJ,Native
Centella asiatica,NJ,Native
Chaerophyllum procumbens,NJ,Native
Cicuta bulbifera,NJ,Native
Cicuta maculata,NJ,Native
Conioselinum chinense,NJ,Native
Cryptotaenia canadensis,NJ,Native
Eryngium aquaticum,NJ,Native
Eryngium yuccifolium,NJ,Native
Heracleum maximum,NJ,Native
Lilaeopsis chinensis,NJ,Native
Osmorhiza claytonii,NJ,Native
Osmorhiza longistylis,NJ,Native
Oxypolis rigidior,NJ,Native
Ptilimnium capillaceum,NJ,Native
Sanicula canadensis,NJ,Native
Sanicula marilandica,NJ,Native
Sanicula odorata,NJ,Native
Sanicula trifoliata,NJ,Native
Sium suave,NJ,Native
Spermolepis divaricata,NJ,Native
Taenidia integerrima,NJ,Native
Thaspium barbinode,NJ,Native
Thaspium trifoliatum,NJ,Native
Zizia aptera,NJ,Native
Zizia aurea,NJ,Native
Amsonia tabernaemontana,NJ,Native
Apocynum androsaemifolium,NJ,Native
Apocynum cannabinum,NJ,Native
Apocynum ×floribundum,NJ,Native
Asclepias amplexicaulis,NJ,Native
Asclepias exaltata,NJ,Native
Asclepias incarnata,NJ,Native
Asclepias lanceolata,NJ,Native
Asclepias purpurascens,NJ,Native
Asclepias quadrifolia,NJ,Native
Asclepias rubra,NJ,Native
Asclepias syriaca,NJ,Native
Asclepias tuberosa,NJ,Native
Asclepias variegata,NJ,Native
Asclepias verticillata,NJ,Native
Asclepias viridiflora,NJ,Native
Ilex glabra,NJ,Native
Ilex laevigata,NJ,Native
Ilex montana,NJ,Native
Ilex opaca,NJ,Native
Ilex verticillata,NJ,Native
Nemopanthus mucronatus,NJ,Native
Arisaema dracontium,NJ,Native
Arisaema triphyllum,NJ,Native
Calla palustris,NJ,Native
Lemna minor,NJ,Native
Lemna obscura,NJ,Native
Lemna perpusilla,NJ,Native
Lemna trisulca,NJ,Native
Lemna valdiviana,NJ,Native
Orontium aquaticum,NJ,Native
Peltandra virginica,NJ,Native
Pistia stratiotes,NJ,Native
Spirodela polyrhiza,NJ,Native
Symplocarpus foetidus,NJ,Native
Wolffia borealis,NJ,Native
Wolffia brasiliensis,NJ,Native
Wolffia columbiana,NJ,Native
Wolffiella gladiata,NJ,Native
Aralia hispida,NJ,Native
Aralia nudicaulis,NJ,Native
Aralia racemosa,NJ,Native
Aralia spinosa,NJ,Native
Hydrocotyle americana,NJ,Native
Hydrocotyle prolifera,NJ,Native
Hydrocotyle ranunculoides,NJ,Native
Hydrocotyle umbellata,NJ,Native
Hydrocotyle verticillata,NJ,Native
Panax quinquefolius,NJ,Native
Panax trifolius,NJ,Native
Asarum canadense,NJ,Native
Endodeca serpentaria,NJ,Native
Isotrema macrophyllum,NJ,Native
Asplenium bradleyi,NJ,Native
Asplenium ebenoides,NJ,Native
Asplenium ×gravesii,NJ,Native
Asplenium montanum,NJ,Native
Asplenium pinnatifidum,NJ,Native
Asplenium platyneuron,NJ,Native
Asplenium rhizophyllum,NJ,Native
Asplenium ruta-muraria,NJ,Native
Asplenium scolopendrium,NJ,Native
Asplenium trichomanes,NJ,Native
Asplenium ×trudellii,NJ,Native
Asplenium ×wherryi,NJ,Native
Acanthospermum hispidum,NJ,Native
Achillea millefolium,NJ,Native
Ageratina altissima,NJ,Native
Ageratina aromatica,NJ,Native
Ambrosia artemisiifolia,NJ,Native
Ambrosia bidentata,NJ,Native
Ambrosia trifida,NJ,Native
Anaphalis margaritacea,NJ,Native
Antennaria howellii,NJ,Native
Antennaria neglecta,NJ,Native
Antennaria parlinii,NJ,Native
Antennaria plantaginifolia,NJ,Native
Arnica acaulis,NJ,Native
Arnoglossum atriplicifolium,NJ,Native
Arnoglossum reniforme,NJ,Native
Artemisia campestris,NJ,Native
Artemisia frigida,NJ,Native
Artemisia ludoviciana,NJ,Native
Artemisia mexicana,NJ,Native
Artemisia stelleriana,NJ,Native
Baccharis halimifolia,NJ,Native
Bidens aristosa,NJ,Native
Bidens beckii,NJ,Native
Bidens bidentoides,NJ,Native
Bidens bipinnata,NJ,Native
Bidens cernua,NJ,Native
Bidens discoidea,NJ,Native
Bidens eatonii,NJ,Native
Bidens frondosa,NJ,Native
Bidens laevis,NJ,Native
Bidens mitis,NJ,Native
Bidens pilosa,NJ,Native
Bidens trichosperma,NJ,Native
Bidens tripartita,NJ,Native
Bidens vulgata,NJ,Native
Boltonia asteroides,NJ,Native
Boltonia montana,NJ,Native
Brickellia eupatorioides,NJ,Native
Chrysopsis mariana,NJ,Native
Cirsium altissimum,NJ,Native
Cirsium discolor,NJ,Native
Cirsium horridulum,NJ,Native
Cirsium muticum,NJ,Native
Cirsium pumilum,NJ,Native
Cirsium virginianum,NJ,Native
Conoclinium coelestinum,NJ,Native
Coreopsis grandiflora,NJ,Native
Coreopsis lanceolata,NJ,Native
Coreopsis rosea,NJ,Native
Coreopsis tinctoria,NJ,Native
Coreopsis verticillata,NJ,Native
Cyclachaena xanthiifolia,NJ,Native
Doellingeria infirma,NJ,Native
Doellingeria sericocarpoides,NJ,Native
Doellingeria umbellata,NJ,Native
Echinacea purpurea,NJ,Native
Eclipta prostrata,NJ,Native
Elephantopus carolinianus,NJ,Native
Erigeron annuus,NJ,Native
Erigeron philadelphicus,NJ,Native
Erigeron pulchellus,NJ,Native
Erigeron strigosus,NJ,Native
Eupatorium album,NJ,Native
Eupatorium altissimum,NJ,Native
Eupatorium capillifolium,NJ,Native
Eupatorium ×cordigerum,NJ,Native
Eupatorium godfreyanum,NJ,Native
Eupatorium hyssopifolium,NJ,Native
Eupatorium leucolepis,NJ,Native
Eupatorium perfoliatum,NJ,Native
Eupatorium pilosum,NJ,Native
Eupatorium resinosum,NJ,Native
Eupatorium rotundifolium,NJ,Native
Eupatorium serotinum,NJ,Native
Eupatorium sessilifolium,NJ,Native
Eupatorium subvenosum,NJ,Native
Eupatorium ×truncatum,NJ,Native
Eupatorium vaseyi,NJ,Native
Eurybia compacta,NJ,Native
Eurybia divaricata,NJ,Native
Eurybia ×herveyi,NJ,Native
Eurybia macrophylla,NJ,Native
Eurybia radula,NJ,Native
Eurybia schreberi,NJ,Native
Eurybia spectabilis,NJ,Native
Euthamia caroliniana,NJ,Native
Euthamia graminifolia,NJ,Native
Eutrochium dubium,NJ,Native
Eutrochium fistulosum,NJ,Native
Eutrochium maculatum,NJ,Native
Eutrochium purpureum,NJ,Native
Gaillardia pulchella,NJ,Native
Gamochaeta purpurea,NJ,Native
Grindelia squarrosa,NJ,Native
Helenium autumnale,NJ,Native
Helenium flexuosum,NJ,Native
Helianthus angustifolius,NJ,Native
Helianthus annuus,NJ,Native
Helianthus decapetalus,NJ,Native
Helianthus divaricatus,NJ,Native
Helianthus ×doronicoides,NJ,Native
Helianthus giganteus,NJ,Native
Helianthus grosseserratus,NJ,Native
Helianthus ×laetiflorus,NJ,Native
Helianthus ×luxurians,NJ,Native
Helianthus maximiliani,NJ,Native
Helianthus microcephalus,NJ,Native
Helianthus mollis,NJ,Native
Helianthus occidentalis,NJ,Native
Helianthus pauciflorus,NJ,Native
Helianthus petiolaris,NJ,Native
Helianthus strumosus,NJ,Native
Helianthus tuberosus,NJ,Native
Heliopsis helianthoides,NJ,Native
Heterotheca camporum,NJ,Native
Heterotheca subaxillaris,NJ,Native
Hieracium gronovii,NJ,Native
Hieracium paniculatum,NJ,Native
Hieracium scabrum,NJ,Native
Hieracium umbellatum,NJ,Native
Hieracium venosum,NJ,Native
Ionactis linariifolia,NJ,Native
Iva frutescens,NJ,Native
Krigia biflora,NJ,Native
Krigia dandelion,NJ,Native
Krigia virginica,NJ,Native
Lactuca biennis,NJ,Native
Lactuca canadensis,NJ,Native
Lactuca floridana,NJ,Native
Lactuca graminifolia,NJ,Native
Lactuca hirsuta,NJ,Native
Liatris pilosa,NJ,Native
Liatris pycnostachya,NJ,Native
Liatris scariosa,NJ,Native
Liatris spicata,NJ,Native
Matricaria discoidea,NJ,Native
Mikania cordifolia,NJ,Native
Mikania scandens,NJ,Native
Nabalus albus,NJ,Native
Nabalus altissimus,NJ,Native
Nabalus autumnalis,NJ,Native
Nabalus racemosus,NJ,Native
Nabalus serpentarius,NJ,Native
Nabalus trifoliolatus,NJ,Native
Oclemena acuminata,NJ,Native
Oclemena ×blakei,NJ,Native
Oclemena nemoralis,NJ,Native
Packera anonyma,NJ,Native
Packera aurea,NJ,Native
Packera obovata,NJ,Native
Packera paupercula,NJ,Native
Packera tomentosa,NJ,Native
Parthenium hysterophorus,NJ,Native
Pityopsis falcata,NJ,Native
Pluchea camphorata,NJ,Native
Pluchea foetida,NJ,Native
Pluchea odorata,NJ,Native
Pseudognaphalium helleri,NJ,Native
Pseudognaphalium macounii,NJ,Native
Pseudognaphalium obtusifolium,NJ,Native
Pyrrhopappus carolinianus,NJ,Native
Ratibida columnifera,NJ,Native
Ratibida pinnata,NJ,Native
Rudbeckia fulgida,NJ,Native
Rudbeckia hirta,NJ,Native
Rudbeckia laciniata,NJ,Native
Rudbeckia triloba,NJ,Native
Sclerolepis uniflora,NJ,Native
Senecio hieraciifolius,NJ,Native
Senecio suaveolens,NJ,Native
Sericocarpus asteroides,NJ,Native
Sericocarpus linifolius,NJ,Native
Silphium perfoliatum,NJ,Native
Smallanthus uvedalia,NJ,Native
Solidago altissima,NJ,Native
Solidago arguta,NJ,Native
Solidago ×asperula,NJ,Native
Solidago bicolor,NJ,Native
Solidago caesia,NJ,Native
Solidago canadensis,NJ,Native
Solidago erecta,NJ,Native
Solidago fistulosa,NJ,Native
Solidago flexicaulis,NJ,Native
Solidago gigantea,NJ,Native
Solidago hispida,NJ,Native
Solidago juncea,NJ,Native
Solidago latissimifolia,NJ,Native
Solidago missouriensis,NJ,Native
Solidago nemoralis,NJ,Native
Solidago odora,NJ,Native
Solidago patula,NJ,Native
Solidago puberula,NJ,Native
Solidago rigida,NJ,Native
Solidago roanensis,NJ,Native
Solidago rugosa,NJ,Native
Solidago sempervirens,NJ,Native
Solidago speciosa,NJ,Native
Solidago squarrosa,NJ,Native
Solidago tarda,NJ,Native
Solidago uliginosa,NJ,Native
Solidago ulmifolia,NJ,Native
Solidago virgata,NJ,Native
Symphyotrichum ×amethystinum,NJ,Native
Symphyotrichum boreale,NJ,Native
Symphyotrichum concolor,NJ,Native
Symphyotrichum cordifolium,NJ,Native
Symphyotrichum dumosum,NJ,Native
Symphyotrichum ericoides,NJ,Native
Symphyotrichum laeve,NJ,Native
Symphyotrichum lanceolatum,NJ,Native
Symphyotrichum lateriflorum,NJ,Native
Symphyotrichum ×longulum,NJ,Native
Symphyotrichum novae-angliae,NJ,Native
Symphyotrichum novi-belgii,NJ,Native
Symphyotrichum ontarionis,NJ,Native
Symphyotrichum patens,NJ,Native
Symphyotrichum phlogifolium,NJ,Native
Symphyotrichum pilosum,NJ,Native
Symphyotrichum praealtum,NJ,Native
Symphyotrichum prenanthoides,NJ,Native
Symphyotrichum puniceum,NJ,Native
Symphyotrichum racemosum,NJ,Native
Symphyotrichum subulatum,NJ,Native
Symphyotrichum ×tardiflorum,NJ,Native
Symphyotrichum tenuifolium,NJ,Native
Symphyotrichum tradescantii,NJ,Native
Symphyotrichum undulatum,NJ,Native
Symphyotrichum urophyllum,NJ,Native
Verbesina alternifolia,NJ,Native
Vernonia glauca,NJ,Native
Vernonia noveboracensis,NJ,Native
Xanthium strumarium,NJ,Native
Athyrium angustum,NJ,Native
Athyrium asplenioides,NJ,Native
Deparia acrostichoides,NJ,Native
Impatiens capensis,NJ,Native
Impatiens pallida,NJ,Native
Caulophyllum thalictroides,NJ,Native
Jeffersonia diphylla,NJ,Native
Mahonia aquifolium,NJ,Native
Podophyllum peltatum,NJ,Native
Alnus incana,NJ,Native
Alnus serrulata,NJ,Native
Betula alleghaniensis,NJ,Native
Betula ×caerulea,NJ,Native
Betula lenta,NJ,Native
Betula nigra,NJ,Native
Betula papyrifera,NJ,Native
Betula populifolia,NJ,Native
Betula pumila,NJ,Native
Carpinus caroliniana,NJ,Native
Corylus americana,NJ,Native
Corylus cornuta,NJ,Native
Ostrya virginiana,NJ,Native
Campsis radicans,NJ,Native
Catalpa bignonioides,NJ,Native
Catalpa speciosa,NJ,Native
Woodwardia areolata,NJ,Native
Woodwardia virginica,NJ,Native
Cynoglossum boreale,NJ,Native
Cynoglossum virginianum,NJ,Native
Ellisia nyctelea,NJ,Native
Hackelia virginiana,NJ,Native
Heliotropium curassavicum,NJ,Native
Hydrophyllum canadense,NJ,Native
Hydrophyllum virginianum,NJ,Native
Lithospermum canescens,NJ,Native
Lithospermum virginianum,NJ,Native
Mertensia virginica,NJ,Native
Myosotis laxa,NJ,Native
Myosotis verna,NJ,Native
Phacelia bipinnatifida,NJ,Native
Arabidopsis lyrata,NJ,Native
Arabis pycnocarpa,NJ,Native
Borodinia canadensis,NJ,Native
Borodinia laevigata,NJ,Native
Borodinia missouriensis,NJ,Native
Cakile edentula,NJ,Native
Cardamine angustata,NJ,Native
Cardamine bulbosa,NJ,Native
Cardamine concatenata,NJ,Native
Cardamine diphylla,NJ,Native
Cardamine douglassii,NJ,Native
Cardamine longii,NJ,Native
Cardamine maxima,NJ,Native
Cardamine parviflora,NJ,Native
Cardamine pensylvanica,NJ,Native
Cardamine rotundifolia,NJ,Native
Descurainia pinnata,NJ,Native
Draba reptans,NJ,Native
Iodanthus pinnatifidus,NJ,Native
Lepidium densiflorum,NJ,Native
Lepidium virginicum,NJ,Native
Rorippa aquatica,NJ,Native
Rorippa palustris,NJ,Native
Turritis glabra,NJ,Native
Brasenia schreberi,NJ,Native
Cabomba caroliniana,NJ,Native
Opuntia humifusa,NJ,Native
Campanula aparinoides,NJ,Native
Campanula rotundifolia,NJ,Native
Lobelia boykinii,NJ,Native
Lobelia canbyi,NJ,Native
Lobelia cardinalis,NJ,Native
Lobelia dortmanna,NJ,Native
Lobelia inflata,NJ,Native
Lobelia kalmii,NJ,Native
Lobelia nuttallii,NJ,Native
Lobelia puberula,NJ,Native
Lobelia siphilitica,NJ,Native
Lobelia spicata,NJ,Native
Triodanis perfoliata,NJ,Native
Celtis occidentalis,NJ,Native
Celtis tenuifolia,NJ,Native
Lonicera canadensis,NJ,Native
Lonicera dioica,NJ,Native
Lonicera sempervirens,NJ,Native
Symphoricarpos albus,NJ,Native
Symphoricarpos orbiculatus,NJ,Native
Triosteum angustifolium,NJ,Native
Triosteum aurantiacum,NJ,Native
Triosteum perfoliatum,NJ,Native
Cerastium nutans,NJ,Native
Cerastium velutinum,NJ,Native
Honckenya peploides,NJ,Native
Minuartia caroliniana,NJ,Native
Minuartia michauxii,NJ,Native
Moehringia lateriflora,NJ,Native
Paronychia canadensis,NJ,Native
Paronychia fastigiata,NJ,Native
Paronychia montana,NJ,Native
Sagina decumbens,NJ,Native
Sagina procumbens,NJ,Native
Silene antirrhina,NJ,Native
Silene caroliniana,NJ,Native
Silene nivea,NJ,Native
Silene stellata,NJ,Native
Spergularia canadensis,NJ,Native
Spergularia marina,NJ,Native
Stellaria alsine,NJ,Native
Stellaria borealis,NJ,Native
Stellaria longifolia,NJ,Native
Stellaria pubera,NJ,Native
Celastrus scandens,NJ,Native
Euonymus americanus,NJ,Native
Euonymus atropurpureus,NJ,Native
Ceratophyllum demersum,NJ,Native
Ceratophyllum echinatum,NJ,Native
Crocanthemum bicknellii,NJ,Native
Crocanthemum canadense,NJ,Native
Crocanthemum propinquum,NJ,Native
Hudsonia ericoides,NJ,Native
Hudsonia tomentosa,NJ,Native
Lechea intermedia,NJ,Native
Lechea maritima,NJ,Native
Lechea minor,NJ,Native
Lechea mucronata,NJ,Native
Lechea pulchella,NJ,Native
Lechea racemulosa,NJ,Native
Lechea tenuifolia,NJ,Native
Arivela viscosa,NJ,Native
Polanisia dodecandra,NJ,Native
Clethra alnifolia,NJ,Native
Uvularia perfoliata,NJ,Native
Uvularia puberula,NJ,Native
Uvularia sessilifolia,NJ,Native
Commelina diffusa,NJ,Native
Commelina erecta,NJ,Native
Commelina virginica,NJ,Native
Tradescantia occidentalis,NJ,Native
Tradescantia ohiensis,NJ,Native
Tradescantia virginiana,NJ,Native
Calystegia spithamaea,NJ,Native
Cuscuta cephalanthi,NJ,Native
Cuscuta compacta,NJ,Native
Cuscuta coryli,NJ,Native
Cuscuta gronovii,NJ,Native
Cuscuta indecora,NJ,Native
Cuscuta pentagona,NJ,Native
Cuscuta polygonorum,NJ,Native
Dichondra carolinensis,NJ,Native
Ipomoea hederacea,NJ,Native
Ipomoea lacunosa,NJ,Native
Ipomoea pandurata,NJ,Native
Stylisma pickeringii,NJ,Native
Cornus alba,NJ,Native
Cornus alternifolia,NJ,Native
Cornus amomum,NJ,Native
Cornus canadensis,NJ,Native
Cornus florida,NJ,Native
Cornus foemina,NJ,Native
Cornus obliqua,NJ,Native
Cornus racemosa,NJ,Native
Cornus rugosa,NJ,Native
Hylotelephium telephioides,NJ,Native
Sedum ternatum,NJ,Native
Echinocystis lobata,NJ,Native
Sicyos angulatus,NJ,Native
Chamaecyparis thyoides,NJ,Native
Juniperus communis,NJ,Native
Juniperus virginiana,NJ,Native
Taxodium distichum,NJ,Native
Thuja occidentalis,NJ,Native
Bulbostylis capillaris,NJ,Native
Carex abscondita,NJ,Native
Carex ×aestivaliformis,NJ,Native
Carex aggregata,NJ,Native
Carex alata,NJ,Native
Carex albicans,NJ,Native
Carex albolutescens,NJ,Native
Carex albursina,NJ,Native
Carex alopecoidea,NJ,Native
Carex amphibola,NJ,Native
Carex annectens,NJ,Native
Carex appalachica,NJ,Native
Carex aquatilis,NJ,Native
Carex arctata,NJ,Native
Carex argyrantha,NJ,Native
Carex atlantica,NJ,Native
Carex backii,NJ,Native
Carex barrattii,NJ,Native
Carex bebbii,NJ,Native
Carex bicknellii,NJ,Native
Carex billingsii,NJ,Native
Carex blanda,NJ,Native
Carex brevior,NJ,Native
Carex bromoides,NJ,Native
Carex brunnescens,NJ,Native
Carex bullata,NJ,Native
Carex bushii,NJ,Native
Carex buxbaumii,NJ,Native
Carex ×caesariensis,NJ,Native
Carex canescens,NJ,Native
Carex caroliniana,NJ,Native
Carex cephaloidea,NJ,Native
Carex cephalophora,NJ,Native
Carex collinsii,NJ,Native
Carex communis,NJ,Native
Carex comosa,NJ,Native
Carex complanata,NJ,Native
Carex conjuncta,NJ,Native
Carex conoidea,NJ,Native
Carex crawei,NJ,Native
Carex crawfordii,NJ,Native
Carex crinita,NJ,Native
Carex cristatella,NJ,Native
Carex cryptolepis,NJ,Native
Carex cumulata,NJ,Native
Carex davisii,NJ,Native
Carex debilis,NJ,Native
Carex deweyana,NJ,Native
Carex diandra,NJ,Native
Carex digitalis,NJ,Native
Carex disperma,NJ,Native
Carex eburnea,NJ,Native
Carex echinata,NJ,Native
Carex emoryi,NJ,Native
Carex exilis,NJ,Native
Carex festucacea,NJ,Native
Carex flava,NJ,Native
Carex foenea,NJ,Native
Carex folliculata,NJ,Native
Carex formosa,NJ,Native
Carex frankii,NJ,Native
Carex glaucodea,NJ,Native
Carex gracilescens,NJ,Native
Carex gracillima,NJ,Native
Carex granularis,NJ,Native
Carex grayi,NJ,Native
Carex grisea,NJ,Native
Carex gynandra,NJ,Native
Carex gynocrates,NJ,Native
Carex haydenii,NJ,Native
Carex hirsutella,NJ,Native
Carex hirtifolia,NJ,Native
Carex hitchcockiana,NJ,Native
Carex hormathodes,NJ,Native
Carex hyalinolepis,NJ,Native
Carex hystericina,NJ,Native
Carex interior,NJ,Native
Carex intumescens,NJ,Native
Carex jamesii,NJ,Native
Carex joorii,NJ,Native
Carex lacustris,NJ,Native
Carex laevivaginata,NJ,Native
Carex lasiocarpa,NJ,Native
Carex laxiculmis,NJ,Native
Carex laxiflora,NJ,Native
Carex leavenworthii,NJ,Native
Carex leptalea,NJ,Native
Carex leptonervia,NJ,Native
Carex limosa,NJ,Native
Carex livida,NJ,Native
Carex lonchocarpa,NJ,Native
Carex longii,NJ,Native
Carex louisianica,NJ,Native
Carex lucorum,NJ,Native
Carex lupuliformis,NJ,Native
Carex lupulina,NJ,Native
Carex lurida,NJ,Native
Carex macrocephala,NJ,Native
Carex magellanica,NJ,Native
Carex meadii,NJ,Native
Carex mesochorea,NJ,Native
Carex mitchelliana,NJ,Native
Carex molesta,NJ,Native
Carex muehlenbergii,NJ,Native
Carex nigromarginata,NJ,Native
Carex normalis,NJ,Native
Carex oligocarpa,NJ,Native
Carex pallescens,NJ,Native
Carex peckii,NJ,Native
Carex pedunculata,NJ,Native
Carex pellita,NJ,Native
Carex pensylvanica,NJ,Native
Carex planispicata,NJ,Native
Carex plantaginea,NJ,Native
Carex platyphylla,NJ,Native
Carex polymorpha,NJ,Native
Carex prairea,NJ,Native
Carex prasina,NJ,Native
Carex projecta,NJ,Native
Carex pseudocyperus,NJ,Native
Carex radiata,NJ,Native
Carex retroflexa,NJ,Native
Carex retrorsa,NJ,Native
Carex reznicekii,NJ,Native
Carex rosea,NJ,Native
Carex scabrata,NJ,Native
Carex scoparia,NJ,Native
Carex seorsa,NJ,Native
Carex siccata,NJ,Native
Carex silicea,NJ,Native
Carex sparganioides,NJ,Native
Carex sprengelii,NJ,Native
Carex squarrosa,NJ,Native
Carex sterilis,NJ,Native
Carex stipata,NJ,Native
Carex straminea,NJ,Native
Carex striata,NJ,Native
Carex striatula,NJ,Native
Carex stricta,NJ,Native
Carex styloflexa,NJ,Native
Carex swanii,NJ,Native
Carex tenera,NJ,Native
Carex tetanica,NJ,Native
Carex texensis,NJ,Native
Carex tonsa,NJ,Native
Carex torta,NJ,Native
Carex tribuloides,NJ,Native
Carex trichocarpa,NJ,Native
Carex trisperma,NJ,Native
Carex tuckermanii,NJ,Native
Carex typhina,NJ,Native
Carex umbellata,NJ,Native
Carex utriculata,NJ,Native
Carex venusta,NJ,Native
Carex vesicaria,NJ,Native
Carex vestita,NJ,Native
Carex virescens,NJ,Native
Carex vulpinoidea,NJ,Native
Carex willdenowii,NJ,Native
Carex woodii,NJ,Native
Cladium mariscoides,NJ,Native
Cyperus aggregatus,NJ,Native
Cyperus bipartitus,NJ,Native
Cyperus compressus,NJ,Native
Cyperus croceus,NJ,Native
Cyperus ×deamii,NJ,Native
Cyperus dentatus,NJ,Native
Cyperus diandrus,NJ,Native
Cyperus echinatus,NJ,Native
Cyperus eragrostis,NJ,Native
Cyperus erythrorhizos,NJ,Native
Cyperus esculentus,NJ,Native
Cyperus filicinus,NJ,Native
Cyperus flavescens,NJ,Native
Cyperus grayi,NJ,Native
Cyperus hystricinus,NJ,Native
Cyperus lancastriensis,NJ,Native
Cyperus lupulinus,NJ,Native
Cyperus odoratus,NJ,Native
Cyperus plukenetii,NJ,Native
Cyperus polystachyos,NJ,Native
Cyperus pseudovegetus,NJ,Native
Cyperus refractus,NJ,Native
Cyperus retroflexus,NJ,Native
Cyperus retrofractus,NJ,Native
Cyperus retrorsus,NJ,Native
Cyperus schweinitzii,NJ,Native
Cyperus squarrosus,NJ,Native
Cyperus strigosus,NJ,Native
Dulichium arundinaceum,NJ,Native
Eleocharis acicularis,NJ,Native
Eleocharis aestuum,NJ,Native
Eleocharis compressa,NJ,Native
Eleocharis elliptica,NJ,Native
Eleocharis engelmannii,NJ,Native
Eleocharis equisetoides,NJ,Native
Eleocharis fallax,NJ,Native
Eleocharis halophila,NJ,Native
Eleocharis intermedia,NJ,Native
Eleocharis melanocarpa,NJ,Native
Eleocharis microcarpa,NJ,Native
Eleocharis minima,NJ,Native
Eleocharis obtusa,NJ,Native
Eleocharis olivacea,NJ,Native
Eleocharis palustris,NJ,Native
Eleocharis parvula,NJ,Native
Eleocharis quadrangulata,NJ,Native
Eleocharis quinqueflora,NJ,Native
Eleocharis robbinsii,NJ,Native
Eleocharis rostellata,NJ,Native
Eleocharis tenuis,NJ,Native
Eleocharis tortilis,NJ,Native
