scientific_name,state_code,observation_count,source
Psaphida rolandi,PA,79,GBIF
Psaphida rolandi,RI,3,GBIF
Psaphida rolandi,SC,15,GBIF
Psaphida rolandi,TN,29,GBIF
Psaphida rolandi,TX,302,GBIF
Psaphida rolandi,VA,19,GBIF
Psaphida rolandi,VT,9,GBIF
Psaphida rolandi,WI,31,GBIF
Psaphida rolandi,WV,2,GBIF
Psaphida styracis,AL,24,GBIF
Psaphida styracis,AR,1,GBIF
Psaphida styracis,CT,26,GBIF
Psaphida styracis,FL,17,GBIF
Psaphida styracis,GA,10,GBIF
Psaphida styracis,IN,1,GBIF
Psaphida styracis,KY,12,GBIF
Psaphida styracis,LA,13,GBIF
Psaphida styracis,MA,12,GBIF
Psaphida styracis,MD,19,GBIF
Psaphida styracis,MI,50,GBIF
Psaphida styracis,MS,6,GBIF
Psaphida styracis,NC,22,GBIF
Psaphida styracis,NJ,23,GBIF
Psaphida styracis,NY,19,GBIF
Psaphida styracis,OH,3,GBIF
Psaphida styracis,OK,7,GBIF
Psaphida styracis,PA,92,GBIF
Psaphida styracis,RI,1,GBIF
Psaphida styracis,SC,12,GBIF
Psaphida styracis,TN,31,GBIF
Psaphida styracis,TX,33,GBIF
Psaphida styracis,VA,12,GBIF
Psaphida styracis,WI,13,GBIF
Psaphida styracis,WV,1,GBIF
Psaphida thaxterianus,AR,1,GBIF
Psaphida thaxterianus,CT,1,GBIF
Psaphida thaxterianus,GA,2,GBIF
Psaphida thaxterianus,KY,7,GBIF
Psaphida thaxterianus,LA,1,GBIF
Psaphida thaxterianus,MA,3,GBIF
Psaphida thaxterianus,MD,8,GBIF
Psaphida thaxterianus,MI,16,GBIF
Psaphida thaxterianus,NC,7,GBIF
Psaphida thaxterianus,NJ,20,GBIF
Psaphida thaxterianus,NY,5,GBIF
Psaphida thaxterianus,OH,2,GBIF
Psaphida thaxterianus,OK,1,GBIF
Psaphida thaxterianus,PA,19,GBIF
Psaphida thaxterianus,SC,1,GBIF
Psaphida thaxterianus,TN,14,GBIF
Psaphida thaxterianus,TX,1,GBIF
Psaphida thaxterianus,VA,5,GBIF
Psaphida thaxterianus,WI,11,GBIF
Psaphida thaxterianus,WV,1,GBIF
Psara jasiusalis,HI,1,GBIF
Psectraglaea carnosa,MA,70,GBIF
Psectraglaea carnosa,ME,6,GBIF
Psectraglaea carnosa,MI,2,GBIF
Psectraglaea carnosa,NJ,4,GBIF
Psectraglaea carnosa,PA,2,GBIF
Psectraglaea carnosa,WI,2,GBIF
Psectrotarsia hebardi,NJ,5,GBIF
Psectrotarsia suavis,AZ,85,GBIF
Psectrotarsia suavis,CO,18,GBIF
Psectrotarsia suavis,KS,1,GBIF
Psectrotarsia suavis,NE,1,GBIF
Psectrotarsia suavis,NM,92,GBIF
Psectrotarsia suavis,TX,12,GBIF
Pselnophorus belfragei,AL,426,GBIF
Pselnophorus belfragei,AR,17,GBIF
Pselnophorus belfragei,FL,168,GBIF
Pselnophorus belfragei,GA,55,GBIF
Pselnophorus belfragei,KY,1,GBIF
Pselnophorus belfragei,LA,195,GBIF
Pselnophorus belfragei,MD,2,GBIF
Pselnophorus belfragei,MS,73,GBIF
Pselnophorus belfragei,MT,1,GBIF
Pselnophorus belfragei,NC,53,GBIF
Pselnophorus belfragei,OK,138,GBIF
Pselnophorus belfragei,SC,80,GBIF
Pselnophorus belfragei,TN,40,GBIF
Pselnophorus belfragei,TX,438,GBIF
Pselnophorus belfragei,VA,13,GBIF
Pselnophorus chihuahuaensis,TX,4,GBIF
Pselnophorus hodgesi,AZ,2,GBIF
Pselnophorus kutisi,TX,33,GBIF
Pseudacontia crustaria,CO,6,GBIF
Pseudacontia crustaria,KS,1,GBIF
Pseudacontia crustaria,MT,1,GBIF
Pseudacontia crustaria,NM,2,GBIF
Pseudacontia crustaria,OK,1,GBIF
Pseudacontia crustaria,TX,23,GBIF
Pseudalypia crotchii,CA,33,GBIF
Pseudalypia crotchii,CO,1,GBIF
Pseudanarta actura,AZ,1,GBIF
Pseudanarta actura,CA,3,GBIF
Pseudanarta actura,NM,17,GBIF
Pseudanarta basivirida,AZ,3,GBIF
Pseudanarta basivirida,NM,1,GBIF
Pseudanarta caeca,AZ,1,GBIF
Pseudanarta caeca,CA,21,GBIF
Pseudanarta caeca,CO,15,GBIF
Pseudanarta caeca,MT,18,GBIF
Pseudanarta caeca,NM,18,GBIF
Pseudanarta caeca,NV,15,GBIF
Pseudanarta caeca,OR,1,GBIF
Pseudanarta caeca,UT,8,GBIF
Pseudanarta caeca,WA,14,GBIF
Pseudanarta caeca,WY,78,GBIF
Pseudanarta crocea,AZ,3,GBIF
Pseudanarta crocea,CA,96,GBIF
Pseudanarta crocea,CO,21,GBIF
Pseudanarta crocea,ID,4,GBIF
Pseudanarta crocea,MT,60,GBIF
Pseudanarta crocea,NM,41,GBIF
Pseudanarta crocea,NV,7,GBIF
Pseudanarta crocea,OR,1,GBIF
Pseudanarta crocea,UT,11,GBIF
Pseudanarta crocea,WA,14,GBIF
Pseudanarta crocea,WY,16,GBIF
Pseudanarta daemonalis,NM,1,GBIF
Pseudanarta damnata,AZ,1,GBIF
Pseudanarta exasperata,AZ,2,GBIF
Pseudanarta exasperata,CO,6,GBIF
Pseudanarta exasperata,NM,4,GBIF
Pseudanarta flava,AZ,27,GBIF
Pseudanarta flava,CA,11,GBIF
Pseudanarta flava,CO,12,GBIF
Pseudanarta flava,ID,2,GBIF
Pseudanarta flava,MT,17,GBIF
Pseudanarta flava,NM,5,GBIF
Pseudanarta flava,NV,1,GBIF
Pseudanarta flava,OR,3,GBIF
Pseudanarta flava,UT,3,GBIF
Pseudanarta flava,WA,43,GBIF
Pseudanarta flava,WY,10,GBIF
Pseudanarta flavidens,AZ,13,GBIF
Pseudanarta flavidens,CO,61,GBIF
Pseudanarta flavidens,MT,1,GBIF
Pseudanarta flavidens,NM,14,GBIF
Pseudanarta flavidens,UT,1,GBIF
Pseudanarta flavidens,WY,58,GBIF
Pseudanarta perplexa,AZ,22,GBIF
Pseudanarta perplexa,CO,7,GBIF
Pseudanarta perplexa,NM,13,GBIF
Pseudanarta perplexa,UT,1,GBIF
Pseudanarta pulverulenta,AZ,26,GBIF
Pseudanarta pulverulenta,NM,17,GBIF
Pseudanarta singula,AZ,34,GBIF
Pseudanarta singula,CA,6,GBIF
Pseudanarta singula,CO,46,GBIF
Pseudanarta singula,NM,43,GBIF
Pseudanarta singula,NV,1,GBIF
Pseudanarta singula,OK,3,GBIF
Pseudanarta singula,TX,8,GBIF
Pseudanarta singula,UT,5,GBIF
Pseudanarta singula,WY,8,GBIF
Pseudanthoecia tumida,CO,37,GBIF
Pseudanthoecia tumida,NM,22,GBIF
Pseudasopia cohortalis,MT,1,GBIF
Pseudasopia intermedialis,OK,1,GBIF
Pseudasopia intermedialis,PA,1,GBIF
Pseudasopia intermedialis,WI,2,GBIF
Pseudcaloreas extrincicella,MA,1,GBIF
Pseudcaloreas extrincicella,MD,9,GBIF
Pseudcaloreas extrincicella,NY,8,GBIF
Pseudcaloreas extrincicella,PA,4,GBIF
Pseudcaloreas extrincicella,WV,12,GBIF
Pseuderotis obiterella,GA,4,GBIF
Pseuderotis obiterella,SC,2,GBIF
Pseuderotis obiterella,TX,1,GBIF
Pseudethmia protuberans,CA,2,GBIF
Pseudeustrotia carneola,AL,50,GBIF
Pseudeustrotia carneola,AR,47,GBIF
Pseudeustrotia carneola,CO,40,GBIF
Pseudeustrotia carneola,CT,190,GBIF
Pseudeustrotia carneola,DE,27,GBIF
Pseudeustrotia carneola,GA,3,GBIF
Pseudeustrotia carneola,IA,54,GBIF
Pseudeustrotia carneola,IL,278,GBIF
Pseudeustrotia carneola,IN,168,GBIF
Pseudeustrotia carneola,KS,70,GBIF
Pseudeustrotia carneola,KY,66,GBIF
Pseudeustrotia carneola,LA,1,GBIF
Pseudeustrotia carneola,MA,444,GBIF
Pseudeustrotia carneola,MD,315,GBIF
Pseudeustrotia carneola,ME,157,GBIF
Pseudeustrotia carneola,MI,383,GBIF
Pseudeustrotia carneola,MN,387,GBIF
Pseudeustrotia carneola,MO,125,GBIF
Pseudeustrotia carneola,MS,1,GBIF
Pseudeustrotia carneola,MT,22,GBIF
Pseudeustrotia carneola,NC,136,GBIF
Pseudeustrotia carneola,ND,17,GBIF
Pseudeustrotia carneola,NE,125,GBIF
Pseudeustrotia carneola,NH,75,GBIF
Pseudeustrotia carneola,NJ,76,GBIF
Pseudeustrotia carneola,NM,1,GBIF
Pseudeustrotia carneola,NY,329,GBIF
Pseudeustrotia carneola,OH,452,GBIF
Pseudeustrotia carneola,OK,42,GBIF
Pseudeustrotia carneola,PA,433,GBIF
Pseudeustrotia carneola,RI,23,GBIF
Pseudeustrotia carneola,SC,2,GBIF
Pseudeustrotia carneola,SD,42,GBIF
Pseudeustrotia carneola,TN,81,GBIF
Pseudeustrotia carneola,TX,4,GBIF
Pseudeustrotia carneola,VA,191,GBIF
Pseudeustrotia carneola,VT,551,GBIF
Pseudeustrotia carneola,WI,536,GBIF
Pseudeustrotia carneola,WV,54,GBIF
Pseudeustrotia indeterminata,AL,21,GBIF
Pseudeustrotia indeterminata,AR,7,GBIF
Pseudeustrotia indeterminata,GA,6,GBIF
Pseudeustrotia indeterminata,KY,1,GBIF
Pseudeustrotia indeterminata,LA,83,GBIF
Pseudeustrotia indeterminata,MS,19,GBIF
Pseudeustrotia indeterminata,OK,51,GBIF
Pseudeustrotia indeterminata,TN,1,GBIF
Pseudeustrotia indeterminata,TX,75,GBIF
Pseudeva palligera,CA,30,GBIF
Pseudeva palligera,ID,1,GBIF
Pseudeva palligera,MT,7,GBIF
Pseudeva palligera,NV,1,GBIF
Pseudeva palligera,UT,2,GBIF
Pseudeva purpurigera,CO,16,GBIF
Pseudeva purpurigera,CT,12,GBIF
Pseudeva purpurigera,GA,2,GBIF
Pseudeva purpurigera,IA,1,GBIF
Pseudeva purpurigera,IL,2,GBIF
Pseudeva purpurigera,IN,2,GBIF
Pseudeva purpurigera,KY,3,GBIF
Pseudeva purpurigera,MA,15,GBIF
Pseudeva purpurigera,MD,1,GBIF
Pseudeva purpurigera,ME,5,GBIF
Pseudeva purpurigera,MI,13,GBIF
Pseudeva purpurigera,MN,4,GBIF
Pseudeva purpurigera,MT,21,GBIF
Pseudeva purpurigera,NE,1,GBIF
Pseudeva purpurigera,NH,3,GBIF
Pseudeva purpurigera,NY,4,GBIF
Pseudeva purpurigera,OH,6,GBIF
Pseudeva purpurigera,VT,4,GBIF
Pseudeva purpurigera,WI,9,GBIF
Pseudeva purpurigera,WY,1,GBIF
Pseudexentera costomaculana,AL,1,GBIF
Pseudexentera costomaculana,CT,17,GBIF
Pseudexentera costomaculana,GA,1,GBIF
Pseudexentera costomaculana,IL,1,GBIF
Pseudexentera costomaculana,KY,1,GBIF
Pseudexentera costomaculana,LA,1,GBIF
Pseudexentera costomaculana,MA,31,GBIF
Pseudexentera costomaculana,MD,14,GBIF
Pseudexentera costomaculana,ME,2,GBIF
Pseudexentera costomaculana,MI,2,GBIF
Pseudexentera costomaculana,NC,8,GBIF
Pseudexentera costomaculana,NH,5,GBIF
Pseudexentera costomaculana,NJ,3,GBIF
Pseudexentera costomaculana,NY,8,GBIF
Pseudexentera costomaculana,OH,7,GBIF
Pseudexentera costomaculana,PA,21,GBIF
Pseudexentera costomaculana,SC,1,GBIF
Pseudexentera costomaculana,TN,6,GBIF
Pseudexentera costomaculana,VA,8,GBIF
Pseudexentera costomaculana,VT,14,GBIF
Pseudexentera costomaculana,WV,5,GBIF
Pseudexentera cressoniana,AL,1,GBIF
Pseudexentera cressoniana,CT,2,GBIF
Pseudexentera cressoniana,MA,3,GBIF
Pseudexentera cressoniana,MD,3,GBIF
Pseudexentera cressoniana,MI,9,GBIF
Pseudexentera cressoniana,MO,1,GBIF
Pseudexentera cressoniana,NC,2,GBIF
Pseudexentera cressoniana,NJ,1,GBIF
Pseudexentera cressoniana,NY,23,GBIF
Pseudexentera cressoniana,OH,4,GBIF
Pseudexentera cressoniana,OK,8,GBIF
Pseudexentera cressoniana,TN,5,GBIF
Pseudexentera cressoniana,TX,1,GBIF
Pseudexentera cressoniana,VA,13,GBIF
Pseudexentera cressoniana,WI,1,GBIF
Pseudexentera cressoniana,WV,1,GBIF
Pseudexentera faracana,AL,1,GBIF
Pseudexentera faracana,CT,1,GBIF
Pseudexentera faracana,GA,2,GBIF
Pseudexentera faracana,LA,1,GBIF
Pseudexentera faracana,MA,3,GBIF
Pseudexentera faracana,NC,2,GBIF
Pseudexentera faracana,NJ,1,GBIF
Pseudexentera faracana,NY,1,GBIF
Pseudexentera faracana,OH,1,GBIF
Pseudexentera faracana,PA,1,GBIF
Pseudexentera faracana,SC,6,GBIF
Pseudexentera faracana,VT,2,GBIF
Pseudexentera habrosana,CA,44,GBIF
Pseudexentera haracana,AL,3,GBIF
Pseudexentera haracana,AR,1,GBIF
Pseudexentera haracana,FL,2,GBIF
Pseudexentera haracana,GA,2,GBIF
Pseudexentera haracana,LA,3,GBIF
Pseudexentera haracana,MA,6,GBIF
Pseudexentera haracana,NC,12,GBIF
Pseudexentera haracana,NJ,1,GBIF
Pseudexentera haracana,OK,3,GBIF
Pseudexentera haracana,PA,1,GBIF
Pseudexentera haracana,TX,67,GBIF
Pseudexentera haracana,VA,1,GBIF
Pseudexentera hodsoni,AL,6,GBIF
Pseudexentera hodsoni,CO,1,GBIF
Pseudexentera hodsoni,CT,2,GBIF
Pseudexentera hodsoni,FL,5,GBIF
Pseudexentera hodsoni,GA,7,GBIF
Pseudexentera hodsoni,IN,2,GBIF
Pseudexentera hodsoni,KY,1,GBIF
Pseudexentera hodsoni,LA,4,GBIF
Pseudexentera hodsoni,MD,1,GBIF
Pseudexentera hodsoni,NC,64,GBIF
Pseudexentera hodsoni,NJ,2,GBIF
Pseudexentera hodsoni,NY,1,GBIF
Pseudexentera hodsoni,OK,12,GBIF
Pseudexentera hodsoni,PA,2,GBIF
Pseudexentera hodsoni,SC,2,GBIF
Pseudexentera hodsoni,TN,3,GBIF
Pseudexentera hodsoni,TX,279,GBIF
Pseudexentera hodsoni,VA,4,GBIF
Pseudexentera hodsoni,WI,1,GBIF
Pseudexentera kalmiana,MI,8,GBIF
Pseudexentera kalmiana,MN,5,GBIF
Pseudexentera kalmiana,OK,1,GBIF
Pseudexentera kalmiana,WI,6,GBIF
Pseudexentera knudsoni,LA,23,GBIF
Pseudexentera knudsoni,TX,555,GBIF
Pseudexentera knudsoni,VA,1,GBIF
Pseudexentera mali,MA,2,GBIF
Pseudexentera mali,MI,6,GBIF
Pseudexentera mali,MN,1,GBIF
Pseudexentera mali,NC,1,GBIF
Pseudexentera mali,NJ,6,GBIF
Pseudexentera mali,OH,2,GBIF
Pseudexentera mali,TN,2,GBIF
Pseudexentera mali,TX,1,GBIF
Pseudexentera mali,VA,1,GBIF
Pseudexentera mali,WI,1,GBIF
Pseudexentera maracana,IN,3,GBIF
Pseudexentera maracana,MD,2,GBIF
Pseudexentera maracana,MI,1,GBIF
Pseudexentera maracana,NY,13,GBIF
Pseudexentera maracana,OK,1,GBIF
Pseudexentera maracana,TX,1,GBIF
Pseudexentera maracana,VT,1,GBIF
Pseudexentera oregonana,MI,4,GBIF
Pseudexentera oregonana,MN,2,GBIF
Pseudexentera oregonana,VA,7,GBIF
Pseudexentera oregonana,VT,1,GBIF
Pseudexentera oregonana,WI,2,GBIF
Pseudexentera oreios,AZ,1,GBIF
Pseudexentera senatrix,AZ,2,GBIF
Pseudexentera senatrix,CA,26,GBIF
Pseudexentera sepia,AL,3,GBIF
Pseudexentera sepia,CT,1,GBIF
Pseudexentera sepia,GA,2,GBIF
Pseudexentera sepia,IL,1,GBIF
Pseudexentera sepia,KY,1,GBIF
Pseudexentera sepia,MA,1,GBIF
Pseudexentera sepia,MD,3,GBIF
Pseudexentera sepia,MO,2,GBIF
Pseudexentera sepia,NC,2,GBIF
Pseudexentera sepia,NJ,1,GBIF
Pseudexentera sepia,NY,1,GBIF
Pseudexentera sepia,OH,1,GBIF
Pseudexentera sepia,PA,2,GBIF
Pseudexentera sepia,SC,1,GBIF
Pseudexentera sepia,TX,2,GBIF
Pseudexentera sepia,VT,1,GBIF
Pseudexentera sepia,WI,2,GBIF
Pseudexentera spoliana,AL,5,GBIF
Pseudexentera spoliana,AR,1,GBIF
Pseudexentera spoliana,CO,3,GBIF
Pseudexentera spoliana,CT,4,GBIF
Pseudexentera spoliana,GA,1,GBIF
Pseudexentera spoliana,IA,1,GBIF
Pseudexentera spoliana,IL,5,GBIF
Pseudexentera spoliana,IN,3,GBIF
Pseudexentera spoliana,LA,2,GBIF
Pseudexentera spoliana,MA,4,GBIF
Pseudexentera spoliana,MD,1,GBIF
Pseudexentera spoliana,MI,2,GBIF
Pseudexentera spoliana,MN,16,GBIF
Pseudexentera spoliana,NC,5,GBIF
Pseudexentera spoliana,NJ,2,GBIF
Pseudexentera spoliana,NY,5,GBIF
Pseudexentera spoliana,OH,2,GBIF
Pseudexentera spoliana,OK,2,GBIF
Pseudexentera spoliana,PA,3,GBIF
Pseudexentera spoliana,SC,5,GBIF
Pseudexentera spoliana,TN,3,GBIF
Pseudexentera spoliana,TX,19,GBIF
Pseudexentera spoliana,VA,2,GBIF
Pseudexentera spoliana,WI,14,GBIF
Pseudexentera spoliana,WV,2,GBIF
Pseudexentera vaccinii,MA,5,GBIF
Pseudexentera vaccinii,MD,1,GBIF
Pseudexentera vaccinii,MI,7,GBIF
Pseudexentera vaccinii,NJ,1,GBIF
Pseudexentera vaccinii,OH,1,GBIF
Pseudexentera vaccinii,SC,2,GBIF
Pseudexentera vaccinii,WI,8,GBIF
Pseudexentera virginiana,AL,5,GBIF
Pseudexentera virginiana,CT,6,GBIF
Pseudexentera virginiana,GA,1,GBIF
Pseudexentera virginiana,KY,1,GBIF
Pseudexentera virginiana,LA,5,GBIF
Pseudexentera virginiana,MA,62,GBIF
Pseudexentera virginiana,MD,29,GBIF
Pseudexentera virginiana,MI,11,GBIF
Pseudexentera virginiana,MS,1,GBIF
Pseudexentera virginiana,NC,28,GBIF
Pseudexentera virginiana,NH,2,GBIF
Pseudexentera virginiana,NJ,14,GBIF
Pseudexentera virginiana,NY,24,GBIF
Pseudexentera virginiana,OH,10,GBIF
Pseudexentera virginiana,PA,36,GBIF
Pseudexentera virginiana,SC,1,GBIF
Pseudexentera virginiana,TN,2,GBIF
Pseudexentera virginiana,TX,3,GBIF
Pseudexentera virginiana,VA,20,GBIF
Pseudexentera virginiana,VT,3,GBIF
Pseudexentera virginiana,WI,5,GBIF
Pseudexentera virginiana,WV,5,GBIF
Pseudhapigia brunnea,AZ,109,GBIF
Pseudoanthidium nanum,CT,8,GBIF
Pseudoanthidium nanum,DC,2,GBIF
Pseudoanthidium nanum,IL,18,GBIF
Pseudoanthidium nanum,MA,53,GBIF
Pseudoanthidium nanum,MD,20,GBIF
Pseudoanthidium nanum,MI,7,GBIF
Pseudoanthidium nanum,MN,1,GBIF
Pseudoanthidium nanum,NC,1,GBIF
Pseudoanthidium nanum,NJ,23,GBIF
Pseudoanthidium nanum,NY,71,GBIF
Pseudoanthidium nanum,OH,12,GBIF
Pseudoanthidium nanum,OR,22,GBIF
Pseudoanthidium nanum,PA,50,GBIF
Pseudoanthidium nanum,RI,4,GBIF
Pseudoanthidium nanum,VA,6,GBIF
Pseudoanthidium nanum,WA,5,GBIF
Pseudoanthidium nanum,WV,1,GBIF
Pseudobryomima distans,NM,1,GBIF
Pseudobryomima distans,TX,1,GBIF
Pseudobryomima fallax,AZ,1,GBIF
Pseudobryomima fallax,CA,72,GBIF
Pseudobryomima muscosa,CA,21,GBIF
Pseudobryomima muscosa,OR,6,GBIF
Pseudobryomima muscosa,WA,1,GBIF
Pseudocabima arizonensis,AZ,5,GBIF
Pseudocabotia balconiensis,TX,6,GBIF
Pseudochelaria arbutina,CA,8,GBIF
Pseudochelaria arbutina,OR,2,GBIF
Pseudochelaria manzanitae,CA,55,GBIF
Pseudochelaria pennsylvanica,AZ,19,GBIF
Pseudochelaria pennsylvanica,CT,4,GBIF
Pseudochelaria pennsylvanica,KS,1,GBIF
Pseudochelaria pennsylvanica,MA,5,GBIF
Pseudochelaria pennsylvanica,MD,5,GBIF
Pseudochelaria pennsylvanica,ME,1,GBIF
Pseudochelaria pennsylvanica,NC,26,GBIF
Pseudochelaria pennsylvanica,NH,4,GBIF
Pseudochelaria pennsylvanica,NM,1,GBIF
Pseudochelaria pennsylvanica,NY,3,GBIF
Pseudochelaria pennsylvanica,OH,6,GBIF
Pseudochelaria pennsylvanica,PA,4,GBIF
Pseudochelaria pennsylvanica,TN,11,GBIF
Pseudochelaria pennsylvanica,VA,2,GBIF
Pseudochelaria pennsylvanica,VT,36,GBIF
Pseudochelaria pennsylvanica,WV,9,GBIF
Pseudochelaria scabrella,CA,99,GBIF
Pseudochelaria walsinghami,AL,40,GBIF
Pseudochelaria walsinghami,AR,2,GBIF
Pseudochelaria walsinghami,DE,2,GBIF
Pseudochelaria walsinghami,GA,1,GBIF
Pseudochelaria walsinghami,IL,4,GBIF
Pseudochelaria walsinghami,IN,1,GBIF
Pseudochelaria walsinghami,KS,1,GBIF
Pseudochelaria walsinghami,KY,8,GBIF
Pseudochelaria walsinghami,MD,28,GBIF
Pseudochelaria walsinghami,MO,1,GBIF
Pseudochelaria walsinghami,MS,1,GBIF
Pseudochelaria walsinghami,NC,7,GBIF
Pseudochelaria walsinghami,NJ,17,GBIF
Pseudochelaria walsinghami,NY,6,GBIF
Pseudochelaria walsinghami,OH,8,GBIF
Pseudochelaria walsinghami,PA,6,GBIF
Pseudochelaria walsinghami,SC,2,GBIF
Pseudochelaria walsinghami,TN,14,GBIF
Pseudochelaria walsinghami,VA,1,GBIF
Pseudochelaria walsinghami,VT,6,GBIF
Pseudocopaeodes eunus,CA,73,GBIF
Pseudocopaeodes eunus,NV,4,GBIF
Pseudocopivaleria anaverta,CA,19,GBIF
Pseudocopivaleria sonoma,CA,2,GBIF
Pseudogalleria inimicella,AL,19,GBIF
Pseudogalleria inimicella,AR,1,GBIF
Pseudogalleria inimicella,CT,4,GBIF
Pseudogalleria inimicella,DE,2,GBIF
Pseudogalleria inimicella,FL,7,GBIF
Pseudogalleria inimicella,GA,7,GBIF
Pseudogalleria inimicella,IA,1,GBIF
Pseudogalleria inimicella,IL,1,GBIF
Pseudogalleria inimicella,IN,2,GBIF
Pseudogalleria inimicella,KY,1,GBIF
Pseudogalleria inimicella,LA,8,GBIF
Pseudogalleria inimicella,MA,12,GBIF
Pseudogalleria inimicella,MD,13,GBIF
Pseudogalleria inimicella,ME,1,GBIF
Pseudogalleria inimicella,MN,8,GBIF
Pseudogalleria inimicella,MS,6,GBIF
Pseudogalleria inimicella,NC,7,GBIF
Pseudogalleria inimicella,NH,1,GBIF
Pseudogalleria inimicella,NJ,32,GBIF
Pseudogalleria inimicella,NY,5,GBIF
Pseudogalleria inimicella,OK,18,GBIF
Pseudogalleria inimicella,PA,7,GBIF
Pseudogalleria inimicella,SC,5,GBIF
Pseudogalleria inimicella,TN,5,GBIF
Pseudogalleria inimicella,TX,145,GBIF
Pseudogalleria inimicella,VA,4,GBIF
Pseudogalleria inimicella,WI,7,GBIF
Pseudogalleria inimicella,WV,1,GBIF
Pseudohadena vulnerea,AZ,35,GBIF
Pseudohadena vulnerea,CA,18,GBIF
Pseudohadena vulnerea,CO,1,GBIF
Pseudohermonassa bicarnea,CT,45,GBIF
Pseudohermonassa bicarnea,GA,1,GBIF
Pseudohermonassa bicarnea,IA,4,GBIF
Pseudohermonassa bicarnea,IL,12,GBIF
Pseudohermonassa bicarnea,IN,8,GBIF
Pseudohermonassa bicarnea,KS,2,GBIF
Pseudohermonassa bicarnea,KY,1,GBIF
Pseudohermonassa bicarnea,MA,107,GBIF
Pseudohermonassa bicarnea,MD,35,GBIF
Pseudohermonassa bicarnea,ME,37,GBIF
Pseudohermonassa bicarnea,MI,70,GBIF
Pseudohermonassa bicarnea,MN,12,GBIF
Pseudohermonassa bicarnea,MT,5,GBIF
Pseudohermonassa bicarnea,NC,41,GBIF
Pseudohermonassa bicarnea,NE,1,GBIF
Pseudohermonassa bicarnea,NH,36,GBIF
Pseudohermonassa bicarnea,NJ,2,GBIF
Pseudohermonassa bicarnea,NY,118,GBIF
Pseudohermonassa bicarnea,OH,23,GBIF
Pseudohermonassa bicarnea,PA,116,GBIF
Pseudohermonassa bicarnea,RI,7,GBIF
Pseudohermonassa bicarnea,TN,3,GBIF
Pseudohermonassa bicarnea,VA,5,GBIF
Pseudohermonassa bicarnea,VT,324,GBIF
Pseudohermonassa bicarnea,WI,71,GBIF
Pseudohermonassa bicarnea,WV,18,GBIF
Pseudohermonassa flavotincta,AK,14,GBIF
Pseudohermonassa flavotincta,WA,5,GBIF
Pseudohermonassa ononensis,CO,4,GBIF
Pseudohermonassa tenuicula,CT,1,GBIF
Pseudohermonassa tenuicula,ME,3,GBIF
Pseudohermonassa tenuicula,MI,9,GBIF
Pseudohermonassa tenuicula,MN,5,GBIF
Pseudohermonassa tenuicula,MT,6,GBIF
Pseudohermonassa tenuicula,NE,1,GBIF
Pseudohermonassa tenuicula,OH,2,GBIF
Pseudohermonassa tenuicula,VT,7,GBIF
Pseudohermonassa tenuicula,WI,7,GBIF
Pseudohyaleucerea minima,FL,39,GBIF
Pseudomacrotera turgiceps,CA,5,GBIF
Pseudomarimatha flava,AZ,11,GBIF
Pseudopanthea palata,AZ,23,GBIF
Pseudopanthea palata,CO,3,GBIF
Pseudopanthea palata,NM,41,GBIF
Pseudopanthea palata,TX,36,GBIF
Pseudopanthea palata,UT,2,GBIF
Pseudopanurgus aestivalis,CO,2,GBIF
Pseudopanurgus aestivalis,MA,6,GBIF
Pseudopanurgus aestivalis,MD,2,GBIF
Pseudopanurgus aestivalis,MI,12,GBIF
Pseudopanurgus aestivalis,MS,1,GBIF
Pseudopanurgus aestivalis,NH,3,GBIF
Pseudopanurgus aestivalis,NJ,1,GBIF
Pseudopanurgus aestivalis,VT,6,GBIF
Pseudopanurgus aethiops,AZ,4,GBIF
Pseudopanurgus aethiops,CO,27,GBIF
Pseudopanurgus aethiops,KS,2,GBIF
Pseudopanurgus aethiops,NM,6,GBIF
Pseudopanurgus aethiops,TX,3,GBIF
Pseudopanurgus albitarsis,IA,10,GBIF
Pseudopanurgus albitarsis,IL,5,GBIF
Pseudopanurgus albitarsis,KS,6,GBIF
Pseudopanurgus albitarsis,MN,24,GBIF
Pseudopanurgus albitarsis,MO,9,GBIF
Pseudopanurgus albitarsis,NE,26,GBIF
Pseudopanurgus albitarsis,SD,22,GBIF
Pseudopanurgus albitarsis,TX,6,GBIF
Pseudopanurgus albitarsis,WI,4,GBIF
Pseudopanurgus andrenoides,CT,18,GBIF
Pseudopanurgus andrenoides,IA,2,GBIF
Pseudopanurgus andrenoides,IL,5,GBIF
Pseudopanurgus andrenoides,MA,15,GBIF
Pseudopanurgus andrenoides,MD,3,GBIF
Pseudopanurgus andrenoides,ME,6,GBIF
Pseudopanurgus andrenoides,MI,45,GBIF
Pseudopanurgus andrenoides,MN,15,GBIF
Pseudopanurgus andrenoides,NC,1,GBIF
Pseudopanurgus andrenoides,NH,6,GBIF
Pseudopanurgus andrenoides,NJ,5,GBIF
Pseudopanurgus andrenoides,NY,21,GBIF
Pseudopanurgus andrenoides,OH,4,GBIF
Pseudopanurgus andrenoides,PA,11,GBIF
Pseudopanurgus andrenoides,TN,5,GBIF
Pseudopanurgus andrenoides,VA,1,GBIF
Pseudopanurgus andrenoides,VT,82,GBIF
Pseudopanurgus andrenoides,WV,9,GBIF
Pseudopanurgus atricornis,AZ,5,GBIF
